ABCC4	0	0	3	34	43	9	34	117	0	0	20	90	0	49	0	193	134	116
ABCC5	215	257	394	630	642	728	591	818	457	587	497	916	28	269	201	453	250	842
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ABCC6	1	0	0	1	0	0	1	0	0	33	0	0	0	0	0	9	0	11
ABCC6P1	19	25	0	51	25	1	62	10	27	19	21	58	0	42	6	23	32	11
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0
ABCD1	0	0	0	0	0	0	0	9	0	23	0	0	0	0	0	0	0	16
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	258	37	35	253	71	138	71	67	138	66	68	196	0	269	87	72	26	202
ABCD4	88	53	20	189	238	122	78	77	96	318	0	91	0	153	11	36	150	5
ABCE1	638	305	234	342	550	462	600	437	566	431	368	475	40	1052	231	167	514	248
ABCF1	1499	953	2369	4023	3436	1967	3119	3507	2338	3396	2758	3570	3824	2418	1362	2033	3268	3025
ABCF2	2332	1892	3094	2951	3979	4603	4338	1975	2189	3896	2178	3509	1369	3100	2379	1622	3531	1864
ABCF3	368	230	372	653	482	599	632	401	592	597	128	331	689	271	263	218	642	166
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG4	45	0	23	249	0	43	44	2	2	91	4	23	0	7	13	8	0	58
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	54	0	0	0	0	0	0	0	0	0	59	0	0	0	0
ABHD1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
ABHD10	55	92	1	77	99	49	147	99	38	0	16	30	0	256	0	65	92	101
ABHD11	83	108	135	92	85	154	94	51	258	212	63	102	0	135	53	13	277	122
ABHD12	20	40	21	189	158	87	63	8	127	46	84	40	0	31	17	186	10	166
ABHD12B	0	0	13	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2
ABHD13	451	181	17	161	182	185	112	206	122	0	154	261	215	156	0	61	252	188
ABHD14A	19	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	604	453	532	1006	979	186	698	560	337	540	385	975	68	575	426	650	698	955
ABHD15	0	0	4	427	10	51	168	198	122	109	24	14	601	162	175	54	68	51
ABHD16A	202	93	34	122	158	43	0	0	30	112	53	49	1	220	73	32	71	133
ABHD16B	16	9	0	0	0	0	0	0	16	0	0	0	0	0	0	86	1	0
ABHD17A	4	0	1	0	3	0	7	15	6	0	0	10	15	20	1	11	0	2
ABHD17B	13	0	0	40	0	0	88	25	27	19	0	83	0	0	0	53	10	40
ABHD17C	167	77	15	59	1	56	167	17	49	97	131	141	99	0	37	44	74	242
ABHD2	206	107	244	63	299	58	166	96	88	59	87	184	17	157	56	66	267	145
ABHD3	548	281	321	1138	486	278	787	340	283	422	241	612	1	471	304	440	429	460
ABHD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD5	52	316	105	292	72	69	92	28	137	0	118	238	0	159	24	67	130	240
ABHD6	93	70	7	0	111	3	157	46	73	111	27	0	0	103	2	75	79	40
ABHD8	0	0	9	0	19	5	0	0	0	0	11	3	0	0	0	19	0	3
ABI1	5	104	114	179	235	99	112	50	131	71	47	88	157	271	91	13	116	62
ABI2	178	48	34	66	20	17	8	1	1	0	34	52	0	66	0	22	0	7
ABI3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	30	0
ABI3BP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
ABL1	49	48	32	143	9	60	93	103	30	150	31	60	0	44	64	94	22	119
ABL2	71	80	93	242	0	170	58	66	22	191	95	127	0	66	35	299	200	176
ABLIM1	5	56	0	0	45	0	51	179	1	0	5	21	0	4	32	0	0	29
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABO	50	0	2	54	6	0	0	0	42	0	1	0	0	0	15	0	0	3
ABR	39	0	9	25	0	42	8	125	19	10	6	4	0	3	0	2	0	93
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	108	156	41	168	0	77	499	148	136	30	39	99	68	141	40	204	163	230
ABT1	1950	1787	1736	2547	2291	1803	2929	1020	1092	2679	1020	2087	757	2378	983	1688	2099	1657
ABTB1	28	12	30	0	0	97	8	21	54	59	0	46	0	0	15	26	54	17
ABTB2	323	143	252	329	333	129	61	212	33	69	80	118	213	108	121	36	387	137
AC093375.1	4	0	0	0	4	0	0	0	4	0	1	0	0	0	2	3	1	0
ACAA1	116	107	14	162	2	71	96	183	123	176	114	39	0	203	25	151	190	65
ACAA2	206	121	290	229	144	92	96	217	276	306	28	93	198	304	249	459	0	133
ACACA	107	172	98	61	446	70	311	129	279	313	281	99	21	42	44	297	229	142
ACACB	1	0	0	0	0	14	0	0	3	0	0	17	0	0	44	0	31	25
ACAD10	11	59	126	123	70	37	111	80	1	104	33	45	0	278	87	13	110	60
ACAD11	10	0	12	0	0	4	11	0	0	0	0	6	0	0	0	0	2	0
ACAD8	136	140	102	181	385	101	203	98	42	40	74	134	0	64	100	88	396	94
ACAD9	124	55	117	316	213	187	18	148	239	111	79	79	58	169	55	195	410	69
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	27	0	0	24	1	4	372	23	124	0	16	26	228	17	19	0	28	79
ACADS	140	4	12	166	110	15	73	104	15	202	5	2	0	21	11	13	90	9
ACADSB	72	95	30	59	0	0	55	31	15	95	1	18	0	14	6	22	42	20
ACADVL	5	0	41	6	0	0	1	29	1	2	0	3	104	1	0	73	0	32
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	0	17	20	0	38	9	9	43	17	27	18	16	0	9	6	96	41	35
ACAP2	29	59	85	289	89	103	174	133	104	0	41	124	167	97	60	221	172	229
ACAP3	0	0	0	6	0	0	0	16	0	0	0	0	0	0	0	0	0	5
ACAT1	85	0	210	357	22	62	286	175	189	106	73	215	284	207	93	80	97	123
ACAT2	39	33	103	192	100	141	169	40	37	209	9	30	0	140	56	0	49	73
ACBD3	48	95	21	354	54	320	118	214	74	66	186	222	20	74	117	146	106	306
ACBD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0
ACBD5	204	79	192	298	144	328	145	83	185	213	143	277	0	393	202	40	362	261
ACBD6	213	35	0	89	106	100	223	43	108	265	11	85	116	43	121	337	228	169
ACBD7	0	0	0	0	0	14	24	0	29	0	9	12	0	0	6	10	0	11
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	4	0	0	0	72	0	40	0	44	0	50	0	4
ACD	69	105	113	118	178	34	347	81	165	64	51	202	0	208	104	25	203	207
ACE	415	51	50	421	270	453	202	442	184	590	225	243	0	266	82	184	710	538
ACE2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	49	0
ACER1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	26	19
ACER2	43	119	40	354	78	120	61	40	56	154	45	48	0	226	52	71	137	8
ACER3	271	55	104	139	62	78	94	32	144	231	269	243	36	150	66	117	224	132
ACHE	0	0	0	0	0	124	0	0	0	1	0	0	0	0	0	0	40	0
ACIN1	340	232	148	298	294	352	208	283	209	340	215	397	47	519	184	405	383	365
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0	0	1	75	0	6	0	4	0	2	0	0	0	2	0	0	14	1
ACKR3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	231	187	307	517	28	376	265	271	96	153	206	213	96	189	98	541	499	401
ACMSD	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACN9	615	418	614	1032	435	489	912	434	567	615	572	906	176	669	468	608	687	705
ACO1	11	0	0	0	75	0	0	96	138	1	0	98	0	125	12	10	0	4
ACO2	116	195	266	318	420	263	119	52	241	344	91	108	0	349	139	73	375	64
ACOT1	3	0	4	2	9	0	3	5	1	5	0	7	0	0	13	0	4	0
ACOT11	241	118	13	157	114	74	95	143	193	235	40	32	0	281	61	51	66	70
ACOT12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	153	134	286	302	337	113	138	137	135	67	161	219	355	120	80	1	130	64
ACOT2	8	17	223	76	403	53	318	65	80	46	80	180	131	59	176	161	186	240
ACOT4	0	14	0	80	58	0	59	34	72	53	0	12	0	69	0	46	0	0
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ACOT7	153	30	116	341	32	204	119	357	70	51	60	114	181	480	74	111	116	257
ACOT8	102	118	152	334	231	111	173	120	153	201	94	200	0	247	71	87	153	108
ACOT9	188	252	239	453	449	281	572	648	235	180	131	284	0	153	86	209	370	172
ACOX1	118	35	183	0	48	0	92	0	0	0	79	0	1	142	35	0	0	41
ACOX2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	125	5	49	160	388	93	89	54	1	149	99	45	0	1	54	132	112	25
ACOXL	0	11	0	0	1	0	0	0	0	0	0	18	0	2	0	1	0	4
ACP1	1742	1299	1287	2757	2257	1716	2112	1367	1622	2199	1427	2229	704	2058	1063	1873	2906	1829
ACP2	155	0	153	225	148	6	63	0	64	194	0	97	13	107	43	4	189	20
ACP5	66	109	126	158	380	0	448	168	123	188	73	360	1	0	15	79	587	144
ACP6	0	6	0	23	0	45	0	0	0	78	11	0	0	0	0	2	42	0
ACPP	0	0	37	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ACPT	0	5	3	0	0	0	0	4	13	0	5	16	0	0	4	0	0	4
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ACRC	0	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	66	0
ACRV1	0	0	21	0	0	0	0	7	0	0	15	0	0	0	0	0	17	0
ACSBG1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	2
ACSF2	0	0	0	0	0	0	0	0	4	0	0	0	0	8	5	0	0	0
ACSF3	44	10	197	226	50	45	0	73	37	0	57	40	258	0	0	93	35	70
ACSL1	0	40	0	0	1	0	0	3	0	0	37	43	0	0	42	56	0	69
ACSL3	2553	1593	1044	1620	2094	1860	3922	1729	1352	2327	1025	1720	926	1876	1961	1220	2936	1922
ACSL4	210	201	278	235	509	466	373	303	344	120	322	441	0	530	189	686	435	346
ACSL5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ACSL6	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0
ACSM1	0	0	0	0	62	0	0	70	0	0	0	0	0	0	23	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM4	0	0	0	41	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	42	0
ACSM6	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ACSS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS2	442	258	67	105	316	198	575	37	356	281	391	385	0	1042	208	420	157	219
ACSS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA1	0	0	54	1	1	0	0	0	0	2	1	0	208	0	1	0	0	46
ACTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTB	5190	4985	8258	7836	10793	6294	6400	5421	6391	7917	2955	3322	1324	7811	4791	4503	12703	4585
ACTBL2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ACTC1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	12
ACTG1	8859	5914	7770	6648	10039	3733	8303	3994	11443	6383	3510	6468	3924	15025	5582	3895	9185	5868
ACTG1P4	1	0	0	0	1	0	0	0	14	2	0	1	0	3	0	0	0	0
ACTG2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	0	28
ACTL10	9	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6A	906	531	179	284	426	327	763	76	334	509	276	357	317	643	214	327	449	441
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ACTL8	394	188	323	331	268	388	206	29	51	212	101	251	10	157	171	277	543	192
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	257	204	44	45	0	62	92	72	20	24	80	69	0	353	8	105	139	87
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	0	1	0	68	0	0	0	0	21	0	0	8	0	0	0	132	0	0
ACTN3	0	0	10	0	0	0	10	6	0	19	0	6	0	0	0	5	0	11
ACTN4	374	119	235	285	450	299	216	365	505	265	97	287	457	764	135	389	450	188
ACTR10	506	372	240	412	294	445	246	334	413	442	213	481	0	357	350	233	336	416
ACTR1A	639	134	233	164	327	371	321	0	358	381	66	166	202	356	292	266	356	238
ACTR1B	0	0	15	2	0	34	89	0	0	0	39	49	0	41	0	61	57	0
ACTR2	312	203	103	214	172	157	323	210	235	297	154	180	21	244	112	106	339	224
ACTR3	249	271	236	522	289	339	791	290	474	297	300	534	454	397	213	324	476	444
ACTR3B	0	0	21	0	0	0	39	0	34	0	18	38	0	46	32	27	0	44
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	175	18	77	550	482	76	322	5	1	148	39	330	8	565	75	110	133	295
ACTR6	239	43	94	109	111	209	101	80	120	129	115	201	421	116	52	100	180	61
ACTR8	283	213	138	192	163	270	202	311	322	873	174	211	0	596	170	97	346	175
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	45	0	0	0	0	1	146	0	0	62	0	27	0	0	0	0	0	0
ACVR1	7	34	0	0	19	19	0	0	0	0	0	40	0	0	38	26	0	61
ACVR1B	0	31	0	0	45	49	40	0	31	144	83	99	308	94	0	1	1	90
ACVR1C	42	0	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0
ACVR2A	65	104	46	18	41	175	76	134	9	201	59	22	7	142	32	39	209	47
ACVR2B	238	50	96	414	173	27	214	115	68	136	45	211	55	86	49	143	168	311
ACVR2B-AS1	0	0	5	0	24	0	42	0	5	40	0	10	0	1	7	28	11	0
ACVRL1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACY1	0	2	4	8	8	12	18	5	0	6	0	0	0	0	0	15	20	0
ACY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1	29	8	0	56	10	0	0	18	0	48	13	17	0	2	1	17	11	22
ACYP2	0	0	0	0	0	0	0	0	0	0	12	0	0	32	0	12	0	0
ADA	31	5	0	0	122	38	0	71	104	0	0	0	0	70	0	1	0	1
ADAD1	48	0	104	0	41	72	0	24	1	0	35	7	313	0	54	46	8	47
ADAD2	0	0	9	0	0	0	0	0	50	0	0	21	0	0	0	0	42	0
ADAL	156	138	55	40	83	78	77	78	162	72	21	143	634	242	64	17	214	200
ADAM10	496	143	138	235	612	258	534	325	243	224	375	505	454	195	227	275	595	304
ADAM11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ADAM12	7	0	1	0	52	0	0	83	0	0	0	25	0	0	0	0	0	0
ADAM15	21	41	0	0	36	55	0	66	55	0	81	85	0	0	0	41	30	84
ADAM17	201	139	150	184	198	163	153	177	96	222	113	262	816	234	104	52	197	90
ADAM18	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
ADAM19	132	17	52	382	52	85	137	95	0	74	55	157	258	67	171	1	99	162
ADAM1A	0	0	0	38	11	0	0	70	0	0	33	0	0	0	0	82	0	1
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	1	0	0	0	0	1	0	8	0	28	0	0	8	0	0	0
ADAM20P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ADAM21	0	0	0	0	0	0	0	0	0	0	0	25	0	52	0	0	0	0
ADAM21P1	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0
ADAM22	0	7	0	0	0	0	0	0	0	0	0	9	0	0	0	0	11	0
ADAM23	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1
ADAM28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	49	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	7	0
ADAM33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	0	0	0	0	0	0	0	47	0	0	0	34	0	0	23	0	0	0
ADAM9	315	109	187	272	135	259	374	81	101	110	99	146	0	198	100	67	133	139
ADAMDEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	0	0	0	0	0	0	75	0	0	0	0	5	0	0	0	0	1	0
ADAMTS10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS13	81	1	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0
ADAMTS14	0	31	0	0	0	22	0	0	0	0	16	45	0	0	0	0	71	18
ADAMTS15	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ADAMTS16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	0	0	0	0	0	0	0	0	0	52	6	1	0	0	0	27	0	0
ADAMTS18	0	0	0	0	0	0	57	0	0	0	17	0	0	0	0	0	0	10
ADAMTS19	0	0	0	1	0	0	30	36	0	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	54	0
ADAMTS20	0	0	0	0	0	30	16	0	0	0	3	0	0	0	0	0	0	7
ADAMTS3	41	0	0	0	0	0	0	0	5	0	0	3	0	46	0	0	0	20
ADAMTS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ADAMTS6	0	0	0	0	0	0	0	0	0	0	24	0	44	0	0	0	0	0
ADAMTS7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	0	23	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	4	0
ADAMTSL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	37	0	0	0	0	1	0	2	12	0	16	0	0	11	66	19	93	40
ADAMTSL4	0	0	0	24	7	0	0	9	0	0	0	0	0	0	0	27	0	19
ADAMTSL4-AS1	10	0	0	18	0	0	0	0	0	0	0	1	2	11	0	6	6	0
ADAMTSL5	57	123	54	145	122	25	0	82	20	0	20	0	0	167	90	70	233	82
ADAP1	0	0	0	0	68	20	2	27	0	0	0	4	0	0	0	1	27	0
ADAP2	0	0	101	74	69	31	0	78	41	19	0	25	0	0	12	0	0	49
ADAR	183	116	122	276	204	131	98	373	462	134	186	337	491	395	15	469	384	186
ADARB1	0	0	0	67	50	0	0	40	33	0	39	24	0	0	0	0	0	17
ADARB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	201	56	255	174	135	116	206	137	134	138	72	137	791	197	104	31	129	25
ADAT2	16	128	59	62	122	38	181	63	116	173	59	187	314	151	9	60	259	73
