AAMP	319	217	2407	1277	1761	22	363	363	708	1057	1483	1276	1797	26	943	3014	49	958	3348	1141	3839	1605	5316
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	34	22	367	231	11	9	205	72	100	187	289	196	133	3	102	445	4	188	276	144	1207	178	722
AARD	0	0	1	3	16	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
AARS	74	69	443	405	687	4	147	148	176	266	398	265	2	40	65	692	34	793	584	393	1648	349	1697
AARS2	6	6	33	40	147	0	100	2	28	37	113	4	0	2	0	187	4	143	97	5	254	18	340
AARSD1	1	0	10	6	14	1	0	5	4	4	7	6	5	0	5	15	1	5	8	0	15	5	17
AASDH	12	6	41	16	18	1	9	0	17	28	31	11	0	0	0	228	1	0	82	62	240	93	156
AASDHPPT	67	32	443	242	265	2	106	91	76	125	205	35	217	15	130	294	9	0	348	162	1223	271	1065
AASS	15	6	244	31	14	10	169	23	42	64	68	149	3	0	18	71	2	15	205	33	260	72	300
AATF	142	123	729	468	27	4	321	165	175	289	604	401	886	5	373	1285	10	847	1024	364	1818	434	2400
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	0	0	0	2	0	1	24	0	0	0	0	0	0	0	0	7	0	0
ABCA1	8	50	133	232	796	0	63	37	61	97	91	90	0	2	14	230	8	269	289	320	539	217	701
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ABCA11P	4	1	18	5	24	0	0	1	4	8	5	10	0	0	2	4	1	299	41	0	73	3	24
ABCA12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	0	1	2	0	2	0	0	0	0	11	1	0	0	0	0	0	0	0	27	0	0	13	2
ABCA17P	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ABCA2	0	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	8	3
ABCA3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	6
ABCA4	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	1	0	1	2	78
ABCA5	0	0	0	0	0	0	0	0	1	2	8	14	0	0	0	4	0	0	22	0	0	0	10
ABCA6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	1	0	5	2	7	0	3	2	6	8	2	19	0	0	0	93	4	4	10	0	48	38	75
ABCA8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	1	2	9	8
ABCB10	7	10	37	77	39	11	2	27	23	52	26	20	0	0	6	5	2	0	61	53	175	121	217
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	14	2	1
ABCB5	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	10	0	0	0	32
ABCB6	52	31	546	254	405	0	10	73	169	292	462	377	669	0	338	742	5	4	754	219	1666	433	1202
ABCB7	17	11	84	59	130	7	3	8	15	56	119	70	100	0	57	50	0	19	117	21	293	122	205
ABCB8	6	11	64	66	92	0	93	25	53	66	117	43	0	1	8	134	4	0	310	3	92	79	216
ABCB9	0	0	12	0	0	0	0	0	3	6	0	0	0	0	0	1	1	0	1	0	0	6	0
ABCC1	1	0	1	0	0	0	0	31	8	22	19	18	0	2	11	9	1	0	25	74	122	17	177
ABCC10	2	1	3	20	1	6	0	2	8	61	34	4	0	0	81	20	0	0	59	35	18	22	14
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	1	0	0	0	0	0	0	34
ABCC2	1	4	5	1	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	26	1	0
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	1	21	6	4	4
ABCC4	24	5	22	99	221	1	8	97	41	62	58	127	4	1	0	219	0	167	285	9	280	113	471
ABCC5	68	51	502	338	135	18	107	44	163	333	372	200	216	9	188	375	22	503	762	545	2918	420	1695
ABCC5-AS1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ABCC6	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0
ABCD1	1	5	58	0	4	0	1	10	16	17	43	15	47	0	45	96	1	0	35	35	149	5	103
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	56	89	344	232	183	2	88	68	84	159	146	100	52	3	96	403	14	19	455	195	380	360	731
ABCD4	2	1	64	43	0	1	0	0	13	7	48	28	0	0	0	79	5	168	46	3	236	59	138
ABCE1	180	82	642	678	897	27	356	141	189	392	469	391	967	14	139	1076	20	962	1060	412	2101	581	2258
ABCF1	203	95	1060	606	990	43	903	270	283	563	884	650	596	4	566	1506	20	1628	1526	773	2660	1241	2484
ABCF2	133	87	764	744	781	6	14	218	316	599	766	564	1124	24	787	1429	17	102	1630	942	2259	864	2573
ABCF3	67	42	360	381	141	8	20	153	123	211	315	372	0	7	248	731	5	404	1142	487	1154	201	1021
ABCG1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	2
ABCG2	136	76	1113	434	788	15	155	266	308	588	463	426	435	0	307	989	6	497	936	285	1751	505	2052
ABCG4	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	1
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	2	0	0	0	2	2	9	1
ABHD10	53	21	192	108	3	2	1	69	51	52	109	119	0	2	140	444	6	0	204	33	270	99	214
ABHD11	29	32	268	169	167	2	192	109	86	122	288	93	189	4	285	403	16	329	350	116	391	167	559
ABHD12	11	33	221	70	506	1	77	33	52	142	146	72	0	0	110	385	5	413	314	101	71	90	445
ABHD12B	7	21	115	11	106	0	1	1	11	36	33	5	13	0	2	59	1	0	11	66	146	37	181
ABHD13	4	2	149	37	32	0	0	16	27	38	48	73	0	1	35	50	0	0	177	6	304	77	399
ABHD14A	8	1	14	23	0	0	0	0	7	7	26	7	0	1	0	32	0	0	23	6	85	14	51
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	3	0	22	74	94	0	31	0	14	41	22	6	0	2	0	1	1	0	59	0	85	5	77
ABHD15	3	0	5	3	88	0	1	0	11	19	17	7	0	0	27	29	0	0	48	208	16	0	54
ABHD16A	16	11	132	0	1	2	0	31	33	61	124	44	0	2	48	224	1	0	280	3	399	31	234
ABHD16B	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10
ABHD17A	0	2	0	0	1	1	3	0	0	2	0	0	0	0	0	4	0	0	1	0	5	2	0
ABHD17B	14	4	87	77	4	2	56	0	23	44	44	76	12	0	61	119	3	43	107	18	260	42	241
ABHD17C	22	23	317	70	331	0	96	24	62	128	125	97	50	7	61	182	7	4	320	162	346	83	589
ABHD2	21	8	89	103	55	0	32	10	42	77	64	44	69	9	80	143	5	29	183	105	355	115	508
ABHD3	16	34	212	162	141	2	1	0	77	118	138	181	355	0	45	178	3	179	439	118	428	109	445
ABHD4	27	43	276	171	538	2	75	60	122	206	300	33	149	8	326	626	17	0	1080	389	673	537	938
ABHD5	38	35	303	300	81	2	99	47	145	178	193	296	211	7	70	332	3	0	565	20	714	224	1014
ABHD6	12	20	12	22	270	0	0	17	40	95	41	43	0	0	19	96	1	0	225	10	455	0	145
ABHD8	9	3	15	12	22	0	0	10	5	17	19	7	63	0	0	36	0	0	30	1	63	0	44
ABI1	58	72	416	267	627	25	5	187	109	172	340	257	190	6	113	629	8	50	342	216	1027	316	1093
ABI2	10	5	141	8	25	0	1	1	22	61	48	62	0	1	60	90	3	0	140	1	110	18	296
ABI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
ABL1	9	16	81	49	0	1	63	21	33	76	73	29	165	2	0	144	0	130	99	14	51	45	269
ABL2	15	14	218	46	86	1	15	1	40	92	76	48	246	1	9	171	2	293	123	65	296	80	407
ABLIM1	0	1	0	0	0	0	1	0	4	1	0	12	0	1	0	116	5	0	62	6	3	11	71
ABLIM2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	4	6	0
ABLIM3	2	4	0	0	4	0	0	0	6	2	11	0	0	0	95	22	1	576	83	0	0	0	7
ABO	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	23	18	223	80	271	19	26	34	109	139	144	70	21	3	1	352	0	580	317	42	603	190	511
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	44	23	284	210	218	4	74	90	87	113	136	175	304	4	92	493	9	1	344	298	526	249	640
ABT1	180	149	1472	958	961	23	44	167	377	577	870	752	1415	0	452	1921	16	436	1611	585	2837	615	2753
ABTB1	0	0	63	0	0	0	0	0	4	7	2	2	0	1	0	1	2	0	27	1	11	5	45
ABTB2	0	0	54	5	81	0	0	37	8	9	7	5	0	0	0	94	0	0	87	38	148	19	109
AC093375.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
ACAA1	25	20	348	122	400	22	19	40	98	148	172	168	3	5	107	320	8	221	503	174	637	208	697
ACAA2	101	65	806	290	164	9	52	260	214	311	390	293	104	0	282	1186	2	481	1137	880	1210	512	1528
ACACA	64	56	453	480	788	23	307	86	207	382	602	335	439	15	316	696	9	712	852	375	990	466	1768
ACACB	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0
ACAD10	2	3	12	4	17	0	0	1	11	8	4	0	2	0	87	0	0	0	3	3	101	4	136
ACAD11	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	0	6	0	0
ACAD8	43	18	212	87	0	1	7	6	40	90	106	114	0	0	61	159	7	422	295	127	200	116	685
ACAD9	27	18	253	79	1	0	1	58	59	106	74	30	252	1	298	282	6	592	249	0	85	71	525
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	0	1	6	5	14	1
ACADM	54	54	408	285	365	2	20	95	105	196	138	366	0	4	55	675	12	164	575	236	884	491	1047
ACADS	0	0	3	0	0	0	8	0	4	10	10	0	0	4	0	5	2	16	28	10	8	9	28
ACADSB	6	10	74	69	252	0	5	128	26	53	59	75	0	3	5	94	10	66	193	19	279	65	495
ACADVL	5	19	252	46	130	3	31	7	54	98	111	23	224	0	51	427	7	271	157	8	156	150	275
ACAN	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
ACAP1	0	0	0	0	18	0	0	0	0	0	1	0	0	0	9	0	0	0	11	2	0	0	1
ACAP2	21	17	199	141	48	2	64	104	44	82	118	38	350	0	12	121	1	78	217	73	152	65	314
ACAP3	3	0	17	9	25	0	0	0	3	16	15	0	0	2	10	106	0	0	5	0	63	5	46
ACAT1	80	29	565	385	267	1	4	131	138	198	283	202	327	0	146	823	6	300	565	286	899	328	1677
ACAT2	263	105	1582	1108	1030	9	407	290	500	685	1222	955	1263	6	532	2385	10	1098	1370	978	3521	963	4080
ACBD3	17	10	121	102	128	0	23	12	59	107	98	165	140	2	0	245	6	21	263	149	265	263	509
ACBD4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	1	0	2	0	2	6	0
ACBD5	21	9	14	137	236	1	2	2	22	36	56	4	33	1	15	143	0	0	199	1	20	43	160
ACBD6	15	13	86	42	115	7	95	1	16	50	58	27	0	2	27	214	6	0	99	64	136	138	218
ACBD7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0
ACD	17	6	224	100	135	1	1	41	79	125	179	202	137	0	342	249	2	589	331	107	204	110	393
ACE	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	12	0	0	4	0	14	0	10
ACE2	8	1	2	64	5	1	0	1	10	7	28	11	0	0	0	1	0	228	11	44	156	14	136
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	0	18	7	0	1	0	0	8	14	4	0	0	0	0	17	0	0	28	1	52	101	21
ACER3	13	3	200	115	184	0	175	45	75	125	135	101	59	0	61	218	1	613	208	49	831	303	774
ACHE	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ACIN1	82	48	334	294	502	4	407	116	207	310	384	207	66	3	171	1109	11	710	567	353	976	364	1796
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	5	2	171	31	93	0	1	0	22	55	86	16	0	0	57	27	0	0	44	22	278	31	358
ACKR3	0	0	0	13	0	0	3	2	10	12	29	6	0	5	0	19	0	0	34	2	17	14	56
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	191	140	773	804	627	30	77	254	345	560	1037	406	290	34	994	1799	53	744	1372	868	1963	1029	2829
ACMSD	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	11
ACN9	69	52	368	205	182	2	1	124	51	87	140	182	662	1	93	260	3	204	338	87	467	162	667
ACO1	66	26	707	154	221	2	21	151	93	133	182	333	199	1	24	288	6	11	578	198	643	254	1013
ACO2	54	37	273	199	359	5	17	103	144	178	201	157	29	31	229	987	12	0	906	358	1062	262	847
ACOT1	0	0	2	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	9	0	9	3	9
ACOT11	0	0	0	0	0	0	0	1	9	4	11	12	0	0	0	3	0	0	68	0	4	7	75
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	42	22	138	89	317	0	2	46	35	60	110	85	6	3	44	49	6	2	205	59	495	49	340
ACOT2	12	3	33	5	0	3	0	1	8	12	14	10	0	0	0	28	1	0	63	0	86	7	47
ACOT4	6	6	35	48	1	1	0	0	13	11	0	14	0	0	0	65	0	0	18	77	0	43	116
ACOT6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	57	55	604	335	581	7	58	148	168	267	427	268	435	5	266	773	21	653	475	370	1216	318	1255
ACOT8	8	13	89	52	1	0	0	19	17	41	94	89	0	0	38	53	6	0	79	10	169	18	56
ACOT9	10	5	16	27	1	0	1	15	20	15	17	47	0	7	0	150	1	0	81	12	131	28	80
ACOX1	34	39	308	244	178	4	9	42	71	174	154	152	248	0	174	456	6	343	522	491	788	439	717
ACOX2	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	4	2	34	60	0	3	178	0	20	19	76	11	0	0	147	123	2	228	74	0	72	0	244
ACOXL	18	3	24	41	132	0	0	46	29	44	37	35	74	0	13	140	0	1	100	95	299	85	156
ACP1	187	113	1245	883	327	25	247	257	316	502	552	693	1271	2	291	2227	30	1242	1583	692	1824	701	2555
ACP2	7	6	89	7	300	0	2	1	26	51	53	56	184	0	0	10	0	184	183	2	91	161	330
ACP5	4	7	0	84	3	1	1	0	31	36	43	50	0	0	93	21	3	221	223	41	490	0	199
ACP6	8	4	26	53	211	0	27	2	17	17	16	0	0	3	80	79	7	0	142	32	223	56	58
ACPP	6	2	199	28	0	0	2	0	17	40	27	11	45	0	12	31	0	0	125	2	39	77	61
ACPT	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
ACRC	0	0	25	0	0	0	0	0	1	9	9	12	0	0	0	0	2	162	0	0	41	0	36
ACRV1	0	0	7	6	9	0	0	0	2	1	1	0	0	0	12	0	0	0	0	0	2	10	0
ACSBG1	0	0	1	0	0	0	0	0	3	0	0	18	0	0	0	0	0	0	0	0	0	7	69
ACSBG2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
ACSF2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	28	4
ACSF3	5	0	27	32	0	0	0	0	13	11	16	0	0	0	0	14	0	5	4	0	1	51	18
ACSL1	0	9	0	0	0	0	0	0	8	26	35	33	0	2	0	26	4	0	2	5	79	29	10
ACSL3	42	40	768	249	287	18	239	117	132	283	332	232	259	4	274	714	24	155	1099	368	1600	729	1824
ACSL4	4	6	119	124	39	0	34	0	25	34	60	28	0	2	1	159	0	36	61	21	41	7	205
ACSL5	0	0	0	2	0	0	19	0	0	0	0	0	0	2	0	6	0	0	0	2	0	9	2
ACSL6	1	0	7	3	1	0	0	39	16	24	27	53	76	1	0	77	1	4	56	0	2	56	88
ACSM1	0	0	0	3	14	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	0	0	0	52	0	0	24	0	2	0	30	0	0	0	0	0	0	0	0	0	2	0
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ACSS1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	6	3
ACSS2	6	3	4	43	2	0	242	11	28	43	62	37	0	0	111	29	3	0	151	3	175	109	146
ACSS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0
ACTA1	1	0	1	3	0	0	0	0	1	2	0	1	1	20	0	58	5	6	64	35	48	53	83
ACTA2	0	0	0	0	113	0	0	0	0	1	0	0	0	16	0	46	12	0	32	20	36	48	28
ACTB	3405	2447	29500	17334	15724	483	6465	6627	8663	14509	17624	14607	15741	130	12408	35478	319	24303	36548	12823	55881	12190	61721
ACTBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	93	19	0	75	78	84	132	99
ACTC1	23	33	80	90	427	0	208	34	31	89	182	124	0	13	52	242	13	231	490	143	466	100	834
ACTG1	663	665	4300	3942	3766	118	1455	1013	2164	3974	6006	6339	3593	100	1795	7442	144	3817	10017	2482	18189	3636	15496
ACTG1P4	1	0	0	1	1	0	0	0	0	0	3	0	0	7	0	19	2	0	11	14	15	10	15
ACTG2	2	0	0	4	0	0	1	0	3	9	1	0	0	35	0	125	24	1	100	72	79	166	96
ACTL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6A	150	109	1011	478	327	4	325	193	149	351	465	440	536	36	123	931	34	372	806	209	1822	620	1533
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	31	51	534	359	267	3	186	135	126	332	344	243	586	13	544	764	12	871	804	269	1350	645	925
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	2	1	62	31	0	0	0	1	6	0	19	0	0	1	0	3	0	0	9	78	0	52	52
ACTN3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	11	8	85	6	5
ACTN4	51	36	539	328	329	5	427	190	206	370	362	236	54	39	571	1111	16	487	817	226	1112	731	1667
ACTR10	25	14	143	123	43	1	291	115	62	58	43	47	96	7	0	219	15	0	152	148	248	206	445
ACTR1A	94	124	664	703	359	8	112	126	247	446	470	293	67	7	567	1564	3	490	1190	1039	1138	348	1459
ACTR1B	0	8	41	8	0	0	3	0	11	27	19	19	0	5	5	84	7	0	29	9	5	30	85
ACTR2	49	51	468	259	595	7	62	87	81	100	148	156	21	2	50	457	5	131	414	206	551	298	568
ACTR3	119	120	965	694	318	8	107	253	206	309	388	312	463	19	51	1536	54	313	795	370	1548	628	2038
ACTR3B	3	0	0	12	0	0	0	0	1	15	9	0	0	0	0	77	0	0	9	16	0	3	25
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	1	10	59	2	100	0	0	2	9	34	30	28	0	1	70	0	3	253	83	4	235	23	255
ACTR6	114	89	621	512	399	0	8	120	140	226	331	244	381	1	75	952	8	280	785	641	981	403	1080
ACTR8	35	22	328	44	188	18	3	30	65	84	195	218	372	7	0	346	6	578	510	254	330	132	622
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	4	0	0	13	96	0	0	0	2	10	4	3	139	0	43	98	2	0	37	0	57	7	4
ACVR1	1	6	102	49	13	0	99	38	12	59	22	47	0	0	0	117	2	173	119	4	151	135	100
ACVR1B	2	2	37	27	0	0	0	0	11	25	18	24	0	3	0	0	0	0	23	2	31	45	43
ACVR1C	0	0	74	0	108	0	0	0	1	1	2	0	0	0	0	0	0	0	22	66	0	1	0
ACVR2A	18	6	116	88	2	1	0	0	26	52	71	44	0	0	43	58	0	0	185	9	140	83	299
ACVR2B	33	36	368	153	296	19	142	19	67	153	240	184	58	1	9	229	10	584	401	457	761	277	837
ACVR2B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVRL1	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ACY1	0	0	13	4	21	0	10	0	4	7	9	5	0	0	21	32	2	11	17	12	51	5	40
ACY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1	35	12	183	139	67	0	44	10	60	73	120	89	75	0	40	89	5	0	242	95	137	167	351
ACYP2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	38
ADA	8	6	83	40	0	1	76	24	20	32	61	63	0	0	111	1	3	20	22	108	54	1	90
ADAD1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0
ADAD2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAL	14	6	2	73	18	0	22	5	15	29	40	26	395	1	16	104	0	0	108	93	129	9	188
ADAM10	52	38	441	229	138	7	355	141	151	280	341	268	266	3	257	303	4	156	589	119	1425	562	1836
ADAM11	0	0	0	1	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
