ABHD11	101	15	30	147	132	330	85	85	147	92
ABHD12	58	15	8	148	141	214	166	37	129	6
ABHD12B	0	8	22	46	29	97	19	53	61	34
ABHD13	91	12	29	25	35	20	70	42	37	9
ABHD14A	0	0	0	0	5	0	0	8	8	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0
ABHD14B	70	23	22	105	101	12	0	127	76	67
ABHD15	44	0	24	16	89	157	8	120	78	0
ABHD16A	12	49	38	26	7	75	44	36	16	49
ABHD16B	0	0	0	0	0	0	0	0	0	0
ABHD17A	3	0	0	4	0	0	0	1	0	0
ABHD17B	61	0	5	26	8	38	64	11	2	0
ABHD17C	50	0	26	51	46	182	114	3	34	20
ABHD2	45	59	30	79	50	68	88	127	79	36
ABHD3	132	83	59	143	242	160	168	217	258	72
ABHD4	0	0	0	0	0	0	0	0	0	0
ABHD5	62	44	32	72	48	131	209	111	94	13
ABHD6	101	8	10	1	7	38	0	33	10	1
ABHD8	0	0	0	0	11	0	0	0	0	0
ABI1	44	24	24	205	106	137	80	120	85	149
ABI2	24	0	0	48	26	47	35	89	35	0
ABI3	0	0	1	0	0	0	0	0	3	0
ABI3BP	0	1	0	0	0	0	0	0	0	0
ABL1	110	0	8	18	20	91	14	81	39	92
ABL2	21	8	9	5	59	62	123	147	99	59
ABLIM1	13	0	4	0	36	25	50	0	24	29
ABLIM2	0	0	0	0	0	0	0	0	0	0
ABLIM3	0	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	0	0
ABR	51	1	32	45	41	45	4	72	0	3
ABRA	0	0	0	0	0	0	0	0	0	0
ABRACL	196	67	2	178	77	285	729	148	289	143
ABT1	450	164	73	465	365	578	261	418	448	300
ABTB1	0	0	0	14	6	0	0	0	0	24
ABTB2	8	6	16	53	262	64	61	205	159	23
AC093375.1	2	0	1	0	2	1	0	5	0	0
ACAA1	13	73	13	31	0	41	63	168	104	65
ACAA2	138	127	64	158	219	370	195	109	269	116
ACACA	0	79	25	26	68	84	32	108	33	45
ACACB	0	11	0	0	5	0	0	0	1	0
ACAD10	117	9	25	45	81	123	35	114	56	17
ACAD11	6	0	0	0	0	0	2	0	0	2
ACAD8	25	52	22	76	100	20	20	84	69	0
ACAD9	74	77	52	152	160	123	0	157	76	35
ACADL	0	0	0	0	0	0	0	0	0	0
ACADM	0	27	10	48	58	17	14	35	58	27
ACADS	92	58	15	43	33	169	106	124	33	38
ACADSB	82	46	5	13	42	41	228	96	96	23
ACADVL	67	1	10	16	18	66	19	67	22	30
ACAN	0	0	0	0	17	47	0	0	0	0
ACAP1	0	0	1	0	4	0	7	0	0	0
ACAP2	70	118	18	22	87	61	71	114	76	35
ACAP3	0	0	0	0	0	0	0	16	0	0
ACAT1	41	86	32	85	103	48	164	83	84	56
ACAT2	31	11	11	23	35	234	83	166	170	63
ACBD3	76	22	9	141	67	163	38	44	26	24
ACBD4	0	0	0	0	0	0	0	0	0	0
ACBD5	29	32	19	23	62	7	77	55	65	4
ACBD6	180	18	27	32	53	43	26	23	69	33
ACBD7	0	0	2	5	1	0	8	11	0	4
ACCS	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	1	0	0	0	0	0	0	0
ACD	84	5	8	81	49	269	135	97	105	42
ACE	92	74	25	94	73	183	172	61	41	13
ACE2	0	0	0	0	0	16	51	88	58	1
ACER1	0	0	0	15	0	0	0	0	0	0
ACER2	0	0	2	7	27	85	65	65	11	0
ACER3	6	35	22	16	52	44	35	31	20	0
ACHE	0	22	0	0	5	0	33	16	6	0
ACIN1	201	43	56	169	137	367	123	134	191	62
ACKR1	0	0	0	0	0	0	0	0	0	0
ACKR2	0	0	0	0	0	0	0	0	0	0
ACKR3	0	0	0	0	1	0	0	0	0	0
ACKR4	7	0	0	0	0	0	0	0	5	0
ACLY	85	73	72	68	159	134	322	378	238	282
ACMSD	0	0	0	0	0	0	0	0	0	0
ACN9	282	68	49	152	202	173	263	237	261	109
ACO1	0	49	11	54	44	12	130	53	64	56
ACO2	53	73	45	96	174	146	77	237	171	97
ACOT1	0	0	0	0	0	0	0	0	0	0
ACOT11	9	0	21	2	38	15	27	75	2	54
ACOT12	0	0	0	0	4	0	0	0	0	0
ACOT13	28	26	27	41	86	87	49	69	58	4
ACOT2	57	10	12	16	62	65	45	35	13	8
ACOT4	25	14	4	0	8	0	0	0	0	0
ACOT6	0	0	0	0	0	0	0	0	0	0
ACOT7	107	5	1	180	30	271	297	198	201	62
ACOT8	80	31	18	144	85	215	123	190	76	56
ACOT9	37	43	33	52	87	48	4	34	33	10
ACOX1	40	44	22	479	14	49	142	168	57	89
ACOX2	0	0	0	0	0	0	9	0	0	0
ACOX3	4	0	9	34	9	12	14	110	7	29
ACOXL	0	20	1	0	0	4	17	29	0	0
ACP1	439	244	182	406	620	590	549	604	528	243
ACP2	103	0	35	66	113	149	58	102	79	113
ACP5	10	23	29	405	212	282	346	206	247	320
ACP6	1	0	7	5	8	0	62	14	7	13
ACPP	0	0	0	0	0	0	0	0	0	0
ACPT	8	0	1	6	9	0	5	3	2	1
ACR	0	0	0	0	0	0	4	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	1
ACRC	0	0	0	0	13	0	0	0	1	9
ACRV1	0	0	0	0	8	0	2	0	1	0
ACSBG1	0	0	0	0	0	0	0	0	0	0
ACSBG2	3	1	1	9	1	0	3	0	2	0
ACSF2	0	7	0	22	0	70	1	0	1	25
ACSF3	57	1	12	100	43	116	42	30	76	8
ACSL1	0	0	0	32	0	0	0	4	7	0
ACSL3	283	230	106	538	646	543	715	597	533	271
ACSL4	40	43	28	19	92	2	59	1	0	25
ACSL5	28	0	0	0	0	0	0	0	0	0
ACSL6	27	0	0	0	0	0	0	0	0	0
ACSM1	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0
ACSM3	0	0	1	0	0	0	0	0	0	0
ACSM4	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	0	9	6	0	0
ACSS1	0	0	0	0	0	0	0	0	0	0
ACSS2	0	27	29	31	77	0	10	0	30	31
ACSS3	0	0	0	2	0	0	0	0	0	0
ACTA1	1	0	0	3	5	0	0	0	2	0
ACTA2	0	0	0	0	0	0	1	4	0	0
ACTB	10381	9418	4602	20765	13479	40457	17111	28219	25089	12690
ACTBL2	0	0	0	0	0	0	0	0	0	2
ACTC1	0	0	0	0	0	0	1	0	0	1
ACTG1	6304	3898	4043	7898	10207	17062	5783	10837	8666	5503
ACTG1P4	0	0	0	5	1	3	0	2	2	0
ACTG2	0	29	3	96	3	1	58	31	74	39
ACTL10	0	0	0	0	0	0	0	0	0	0
ACTL6A	271	69	65	173	209	209	140	295	206	103
ACTL6B	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0
ACTL8	34	19	13	16	13	0	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0
ACTN1	178	94	55	372	153	397	994	371	222	136
ACTN1-AS1	0	0	0	0	0	0	0	2	0	0
ACTN2	38	0	0	0	2	0	0	0	3	0
ACTN3	0	1	0	0	0	0	0	0	0	0
ACTN4	102	29	23	88	71	191	132	121	153	39
ACTR10	36	70	36	53	104	89	145	180	109	167
ACTR1A	180	154	45	190	231	256	127	363	151	87
ACTR1B	2	34	0	23	26	41	0	110	11	0
ACTR2	57	52	20	53	135	100	104	56	150	93
ACTR3	289	51	84	221	231	396	394	172	217	112
ACTR3B	0	0	0	0	0	5	82	0	0	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0	0
ACTR5	2	0	18	32	45	21	75	123	38	54
ACTR6	0	5	34	27	92	0	38	43	19	38
ACTR8	115	114	20	61	214	283	122	131	95	30
ACTRT1	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	0	0	0	15	0	0	0	10	0
ACVR1	2	0	0	0	53	32	7	11	34	0
ACVR1B	31	16	1	1	47	28	5	16	41	0
ACVR1C	25	0	4	0	19	0	0	0	0	0
ACVR2A	40	5	11	107	24	37	29	21	47	23
ACVR2B	76	18	11	55	48	71	62	78	80	18
ACVR2B-AS1	0	0	0	0	0	0	0	0	0	0
ACVRL1	0	0	0	0	0	0	0	0	0	0
ACY1	3	0	2	1	0	0	3	2	0	3
ACY3	0	0	0	0	0	0	0	0	0	0
ACYP1	0	14	4	4	18	24	2	30	14	22
ACYP2	13	0	0	0	3	11	0	0	0	0
ADA	51	13	11	77	62	0	401	54	41	11
ADAD1	0	15	0	8	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	0	0	0	0
ADAL	11	69	25	43	96	115	71	126	131	55
ADAM10	64	57	25	159	152	302	207	102	92	84
ADAM11	0	0	0	0	0	0	0	0	0	0
ADAM12	0	0	0	0	0	0	0	0	0	0
ADAM15	0	0	9	39	17	9	37	11	0	19
ADAM17	33	16	21	79	37	25	29	180	97	14
ADAM18	0	0	0	0	8	0	0	0	0	0
ADAM19	107	17	23	45	71	186	303	69	96	11
ADAM1A	0	0	0	0	0	0	0	30	8	0
ADAM2	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	1	0	0	0	0
ADAM20P1	0	0	0	6	0	0	0	0	0	0
ADAM21	0	0	2	0	27	0	0	0	0	0
ADAM21P1	0	0	1	0	3	0	0	0	0	0
ADAM22	17	0	0	0	0	0	4	0	0	0
ADAM23	26	0	1	0	4	3	0	32	15	2
ADAM28	0	0	0	0	0	0	0	0	0	0
ADAM29	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0
ADAM32	0	0	0	10	6	0	0	0	1	0
ADAM33	0	0	0	0	16	0	0	0	0	0
ADAM3A	0	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0
ADAM8	0	0	0	0	20	0	0	0	0	0
ADAM9	16	60	6	117	96	71	56	90	127	75
ADAMDEC1	0	0	0	0	0	0	0	0	0	0
ADAMTS1	0	6	0	0	0	0	99	19	0	0
ADAMTS10	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0	2	0	0	0	0	0	0	0
ADAMTS13	0	0	0	0	0	0	8	0	0	0
ADAMTS14	0	0	3	0	0	45	29	36	0	0
ADAMTS15	0	0	0	0	8	20	0	0	0	0
ADAMTS16	0	0	0	0	0	0	0	0	0	0
ADAMTS17	0	0	18	13	4	0	0	9	0	0
ADAMTS18	0	0	0	0	0	18	0	0	12	0
ADAMTS19	23	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	0	19	0	0	0	42	0	0
ADAMTS20	0	0	0	0	0	0	0	0	0	0
ADAMTS3	0	0	8	0	6	0	0	0	0	0
ADAMTS4	10	0	0	0	0	0	0	0	0	0
ADAMTS5	0	0	0	0	11	0	4	0	1	0
ADAMTS6	0	0	0	0	0	0	0	0	0	8
ADAMTS7	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19698	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19702	0	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	0	0	0	0	0	0	0	0
ADAMTS9	18	0	0	0	0	8	0	0	0	0
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0
ADAMTSL2	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	0	9	2	0	35	0	7	3	4	0
ADAMTSL4	0	0	0	0	0	0	13	0	0	0
ADAMTSL4-AS1	0	0	0	3	6	0	0	0	0	4
ADAMTSL5	31	32	5	76	13	139	40	89	37	21
ADAP1	0	24	0	0	0	8	0	27	0	6
ADAP2	0	15	1	16	0	0	0	10	1	0
ADAR	185	84	50	118	282	276	171	256	178	172
ADARB1	9	0	0	33	2	34	4	21	1	0
ADARB2	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0
ADAT1	5	37	6	42	99	61	66	84	74	28
ADAT2	0	23	11	0	42	30	61	44	0	11
ADAT3	0	0	0	0	0	23	31	8	27	0
ADCK1	45	33	7	189	84	79	45	335	155	63
ADCK2	437	79	190	190	275	682	184	131	234	153
ADCK3	201	91	59	188	128	270	63	100	173	215
ADCK4	20	20	14	0	15	61	0	57	35	0
ADCK5	36	24	9	139	4	13	10	134	29	51
ADCY1	0	0	0	0	0	0	1	1	0	0
ADCY10	5	0	0	4	11	6	1	7	12	2
ADCY10P1	0	0	0	0	19	0	0	4	6	20
ADCY2	2	0	0	0	0	0	0	0	0	0
ADCY3	7	2	5	0	10	8	15	2	5	5
ADCY4	0	0	0	0	0	0	0	0	0	0
ADCY5	0	9	8	0	0	0	0	0	10	0
ADCY6	11	0	0	1	0	13	20	1	0	0
ADCY7	0	0	0	1	3	0	0	0	0	0
ADCY8	0	0	0	0	0	0	0	0	0	0
ADCY9	0	0	0	5	0	0	0	0	3	0
ADCYAP1	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0
ADD1	191	25	59	158	110	272	130	218	61	2
ADD2	0	0	0	0	12	0	0	0	0	0
ADD3	0	0	3	47	64	118	152	96	125	116
ADD3-AS1	0	0	0	0	0	0	0	0	0	0
ADGB	0	0	0	0	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	0	0	0	0	0
ADH5	127	72	46	137	164	194	249	97	187	47
ADH6	0	0	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0
ADHFE1	0	0	0	0	0	0	0	0	0	0
ADI1	460	306	94	933	352	994	875	967	736	343
ADIG	0	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0
ADIPOR1	175	69	43	329	145	303	322	160	181	126
ADIPOR2	142	7	6	25	83	27	149	23	24	25
ADIRF	0	0	0	0	0	0	0	0	0	1
ADK	6	5	1	15	10	26	42	15	21	13
ADM	113	55	31	30	105	0	471	89	195	99
ADM2	0	0	0	0	0	0	0	10	0	0
ADM5	6	0	0	0	1	0	1	0	0	0
ADNP	183	68	36	151	257	105	107	162	73	84
ADNP2	87	58	5	33	37	32	72	7	58	22
ADO	23	0	5	8	10	0	58	0	28	0
ADORA1	0	0	0	0	0	0	0	0	2	0
ADORA2A-AS1	1	0	0	2	10	0	3	0	0	0
ADORA2A.uid_25802	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25803	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25805	0	0	0	0	0	7	0	0	0	1
ADORA2B	0	51	35	66	58	86	33	178	63	90
ADORA3	14	0	0	0	0	0	2	2	5	0
ADPGK	2	65	41	77	185	248	38	322	90	96
ADPGK-AS1	1	0	0	0	0	0	0	1	0	0
ADPRH	0	0	0	0	0	0	0	0	0	0
ADPRHL1	8	0	1	0	0	0	37	0	0	0
ADPRHL2	57	51	68	93	254	432	20	462	291	166
ADPRM	0	13	24	18	31	0	0	30	26	22
ADRA1A	0	0	0	0	0	0	0	0	0	0
ADRA1B	0	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	0	0	0	0
ADRA2A	0	0	0	0	0	0	0	0	0	0
ADRA2B	0	0	0	0	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0	17	0	0	0
ADRB1	0	0	0	0	0	0	0	0	0	0
ADRB2	0	0	0	0	0	0	0	0	0	0
ADRB3	0	0	0	0	0	0	0	0	0	0
ADRBK1	76	9	24	27	61	121	41	110	26	27
ADRBK2	25	0	14	39	36	42	0	19	24	6
ADRM1	688	380	180	997	924	1560	1193	1252	1057	581
ADSL	276	85	81	406	261	378	309	160	198	82
ADSS	39	2	7	50	60	110	7	94	30	59
ADSSL1	0	0	0	0	0	0	0	0	0	0
ADTRP	36	60	8	171	76	193	180	68	52	45
AEBP1	0	0	0	0	0	0	0	0	0	0
AEBP2	13	28	49	85	109	2	204	226	115	89
AEN	385	295	233	643	1025	852	469	1416	488	211
AES	95	0	7	22	94	18	58	98	52	0
AFAP1	3	0	20	24	28	32	9	17	25	0
AFAP1-AS1	0	0	15	205	0	0	11	3	0	142
AFAP1L1	38	0	24	2	43	16	0	6	3	22
AFAP1L2	0	0	0	0	0	0	0	0	11	0
AFF1	83	34	100	143	210	215	128	272	54	46
AFF2	0	0	0	0	0	0	0	0	0	0
AFF3	0	0	0	0	0	0	0	0	2	0
AFF4	20	1	23	117	35	99	146	85	117	42
AFG3L1P	47	21	19	97	29	122	71	147	18	16
AFG3L2	73	49	38	67	103	219	69	147	122	69
AFM	0	0	0	0	0	0	0	0	0	0
AFMID	10	12	22	4	3	1	32	46	11	4
AFP	0	0	0	0	1	0	10	0	0	0
AFTPH	93	29	56	154	75	2	108	151	94	44
AGA	0	4	9	0	41	0	4	7	15	15
AGAP1	66	0	3	9	50	131	14	28	27	6
AGAP11	0	0	0	0	4	0	1	0	0	0
AGAP2	0	0	0	0	0	0	0	0	0	0
AGAP2-AS1	12	0	0	0	0	0	2	0	0	0
AGAP3	27	21	6	0	16	0	0	34	45	0
AGAP4	4	2	0	1	1	0	0	0	0	0
AGAP5	0	0	0	1	0	3	3	1	0	0
AGAP6	0	2	3	29	8	8	0	24	1	1
AGAP7P	0	0	1	0	0	0	0	1	0	0
AGAP9.uid_13673	0	0	0	0	0	0	0	0	0	0
AGAP9.uid_14188	0	0	0	1	0	0	0	0	0	0
AGBL1	0	0	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0	0
AGBL3	0	4	0	0	3	0	0	0	0	0
AGBL4	0	0	0	0	1	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0	0	0
AGBL5	43	0	11	1	6	0	1	1	28	0
AGBL5-AS1	0	0	0	0	0	0	0	0	0	0
AGER	0	0	3	30	35	0	99	79	25	0
AGFG1	22	13	27	40	175	147	119	111	113	30
AGFG2	0	0	2	4	6	0	22	0	2	0
AGGF1	184	23	36	134	137	271	29	97	122	62
AGK	0	28	11	78	79	26	74	43	8	73
AGL	560	139	149	714	421	517	287	419	211	192
AGMAT	0	1	0	0	1	0	3	1	0	0
AGMO	0	0	0	0	0	0	0	0	0	0
AGO1	8	1	10	0	38	37	23	0	20	0
AGO2	29	0	13	77	40	35	109	0	47	38
AGO3	0	37	2	21	22	0	23	32	1	13
AGO4	0	0	0	0	0	0	3	2	5	0
AGPAT1	79	22	14	105	105	17	0	37	45	28
AGPAT2	157	40	0	342	115	1027	317	75	184	156
AGPAT3	4	10	1	0	12	0	43	0	27	0
AGPAT4	0	0	0	1	0	0	77	35	0	0
AGPAT4-IT1	0	0	0	29	0	0	0	0	0	0
AGPAT5	35	1	1	14	1	4	31	52	6	14
AGPAT6	133	153	48	241	211	202	293	519	143	141
AGPAT9	74	170	28	170	123	243	199	151	142	79
AGPS	45	38	14	31	97	105	72	159	11	22
AGR2	0	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0
AGRN	2	0	0	3	0	10	20	11	9	1
AGRP	0	0	0	0	0	0	0	10	0	0
AGT	0	0	0	0	0	0	0	0	0	0
AGTPBP1	10	15	15	2	9	30	14	6	54	24
AGTR1	0	0	0	0	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	0	0
AGTRAP	73	46	11	72	44	191	161	124	65	67
AGXT	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0
AHCTF1	30	11	9	80	44	47	46	41	17	0
AHCTF1P1	18	1	3	8	18	9	6	2	12	0
AHCY	319	220	133	330	377	455	621	420	278	340
AHCYL1	15	17	26	132	95	122	121	27	44	20
AHCYL2	17	0	0	0	4	0	4	0	0	2
AHDC1	0	0	1	0	3	2	5	0	0	0
AHI1	42	12	8	26	23	39	0	12	21	39
AHNAK	58	195	52	244	219	648	230	602	398	166
AHNAK2	0	0	0	0	1	0	0	0	0	0
AHR	11	10	7	0	7	0	6	12	1	0
AHRR	0	0	5	0	5	15	0	0	22	0
AHSA1	628	257	178	648	733	1104	888	664	634	250
AHSA2	12	0	0	9	0	0	11	15	5	0
AHSG	0	0	0	0	0	0	0	0	0	0
AHSP	20	0	7	0	12	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0	0	0
AIDA	6	1	0	5	9	12	3	4	3	3
AIF1	0	0	0	0	0	0	0	0	0	0
AIF1L	208	111	157	422	729	734	1064	402	628	223
AIFM1	122	16	55	97	163	215	161	210	111	93
AIFM2	0	38	6	9	13	256	13	14	35	17
AIFM3	0	0	0	0	0	0	0	0	0	0
AIG1	0	0	0	0	0	0	0	0	0	0
AIM1	0	0	0	0	2	0	0	36	10	0
AIM1L	0	11	4	0	0	52	12	0	9	0
AIM2	0	0	0	0	0	0	0	0	0	0
AIMP1	268	130	75	160	316	346	323	301	309	81
AIMP2	196	83	29	255	162	233	360	242	223	76
AIP	9	0	18	34	106	44	0	81	28	0
AIPL1	0	0	0	0	0	0	0	0	0	0
AIRE	0	7	0	10	0	102	6	104	40	0
AIRN	0	0	0	0	0	0	0	0	0	0
AJAP1	0	0	0	0	0	0	0	0	0	0
AJUBA	0	0	20	0	31	49	179	59	42	6
AK1	123	40	21	0	22	185	69	61	28	75
AK2	236	90	93	268	321	463	362	434	311	228
AK3	18	0	0	0	0	0	0	0	3	0
AK4	439	181	93	679	414	603	666	348	393	149
AK5	12	9	5	0	8	11	28	20	6	0
AK6	227	29	44	97	259	158	137	167	156	52
AK7	0	0	3	11	24	0	18	0	0	1
AK8	0	0	0	0	0	5	2	10	1	15
AK9	0	8	0	0	6	7	0	15	18	12
AKAP1	236	173	111	294	583	505	351	272	257	190
AKAP10	147	68	32	102	132	111	85	114	52	25
AKAP11	101	18	16	141	29	0	22	8	54	0
AKAP12	591	231	127	774	794	1545	1565	728	691	520
AKAP13	107	42	35	130	196	28	86	86	83	132
AKAP14	0	0	0	0	0	0	0	0	0	0
AKAP17A.uid_12557	0	0	0	0	0	0	0	0	0	0
AKAP17A.uid_13521	0	0	0	0	0	0	0	0	0	0
AKAP2.uid_11393	0	4	0	4	1	0	3	6	5	0
AKAP2.uid_11925	0	0	0	7	0	0	0	6	0	3
AKAP3	20	5	0	1	16	22	2	28	2	1
AKAP4	0	0	0	0	0	0	0	0	0	0
AKAP5	0	4	0	0	1	37	9	0	0	0
AKAP6	0	0	0	0	5	0	0	27	0	17
AKAP7	9	0	5	12	26	0	0	0	22	0
