AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0
ABCA1	0	10	66	0	0	0	14	0	26	0	63	8	9	0	46	0	49	64	0	150	77	0	471	76	110	80	29
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	0	3	7	0	41	23	5	2	29	10	0	94	1	67	35	13	6	37	0	6	10	37	10	117	7	39	23
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ABCA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	13	0	1
ABCA17P	0	0	0	0	0	0	2	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA2	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	1	0	1	4	2	0	0	0	0	0	0
ABCA3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	1	7	0
ABCA4	0	0	21	53	23	0	0	2	1	17	0	0	0	0	93	0	4	0	0	0	0	0	1	59	2	22	59
ABCA5	0	26	0	0	0	0	0	0	0	0	0	0	0	6	0	1	21	0	0	0	0	0	0	54	1	0	0
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	25	0	0	30	23	0	59	24	61	0	46	0	56	99	0	42	0	62	8	17	45	0	2	14	6	43
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	0	2	66	590	29	1	4	0	22	194	0	10	0	1	206	106	20	0	183	35	138	101	124	137	35	61	29
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ABCB4	0	0	0	44	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	57	0	4	1	0	1	1	0	0	0
ABCB6	281	640	327	312	335	705	575	84	840	425	101	309	434	159	915	262	299	276	384	402	431	1797	344	692	671	38	1029
ABCB7	0	45	211	257	93	0	43	14	87	374	15	118	139	18	250	145	0	0	51	119	147	1	171	27	5	108	6
ABCB8	0	87	18	428	29	46	1	83	281	283	61	0	75	72	131	237	78	164	171	212	173	44	0	95	114	166	201
ABCB9	0	0	0	0	12	0	22	0	81	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	21	0	2
ABCC1	0	54	44	0	4	0	82	0	153	132	10	21	10	25	13	0	7	39	0	68	0	204	0	0	48	32	9
ABCC10	0	27	0	112	80	0	28	0	0	42	0	32	0	0	67	1	0	27	1	124	0	180	8	57	24	45	43
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	28	0	0	0	88	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
ABCC2	0	0	91	0	0	0	0	0	0	0	0	0	0	0	45	0	40	0	0	39	21	0	0	0	16	3	12
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABCC4	30	20	0	1	118	185	72	1	139	71	0	15	79	0	320	0	0	81	114	42	253	0	113	131	11	40	72
ABCC5	301	211	196	803	315	394	253	140	320	465	140	320	331	490	597	4	298	167	427	191	154	307	470	210	375	166	1118
ABCC5-AS1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0
ABCC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ABCC9	0	0	0	0	5	0	0	0	4	0	0	15	0	0	0	0	0	6	0	1	0	23	0	0	0	9	0
ABCD1	0	50	5	162	8	117	118	0	8	240	59	0	11	45	140	0	16	39	0	23	67	0	0	107	9	75	124
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	137	40	130	13	49	445	236	55	169	462	51	97	80	199	303	25	196	42	156	109	449	394	1026	117	198	136	325
ABCD4	0	8	70	276	0	0	0	0	40	49	0	125	0	88	100	13	0	0	0	9	127	0	31	19	41	0	1
ABCE1	389	374	335	1237	647	162	802	188	1034	1619	449	348	574	167	1319	248	672	592	890	502	765	1355	1262	735	661	796	796
ABCF1	254	561	568	1138	849	759	711	347	1820	2936	601	652	623	1176	1098	415	608	933	735	1045	789	2257	1278	1082	460	832	1522
ABCF2	364	352	200	850	584	723	846	192	525	2131	359	247	583	204	1517	98	411	534	576	353	825	807	903	875	511	230	705
ABCF3	202	291	190	0	297	77	371	189	355	162	195	202	85	303	408	139	201	171	5	221	295	654	220	286	252	277	387
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
ABCG2	931	815	705	655	1098	566	738	500	2210	2995	340	637	752	1158	2511	130	1224	328	1066	373	1579	1707	1685	2895	716	397	1115
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	1	0	1	0	0	0	0	10	0	0	0	0	0	2	1	0	0	0	1	0	32	2	7	0	0	0
ABHD10	24	107	17	0	56	107	95	103	219	174	0	52	0	0	299	156	128	77	72	87	125	98	18	96	143	174	116
ABHD11	395	114	272	1002	440	394	511	99	453	150	33	246	347	23	641	0	168	326	422	239	384	370	262	276	177	154	754
ABHD12	303	212	269	2	184	281	240	35	224	549	100	163	142	143	394	474	327	408	64	241	255	523	515	419	166	108	753
ABHD12B	0	16	115	23	0	21	42	12	0	0	18	42	0	0	0	1	20	41	0	35	0	0	4	0	10	87	39
ABHD13	0	40	99	20	115	88	161	48	230	7	24	249	0	0	127	129	63	166	136	13	121	114	217	14	93	33	152
ABHD14A	0	17	0	0	31	41	7	0	0	48	0	20	48	0	0	169	0	0	35	41	0	1	34	0	31	0	12
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	1	41	2	0	214	108	98	23	50	0	9	1	0	24	54	11	0	0	44	16	70	0	115	24	33	0	41
ABHD15	0	0	10	0	0	0	64	0	64	44	79	22	4	0	0	1	46	6	1	10	0	0	0	0	0	1	40
ABHD16A	46	28	0	0	5	73	95	38	76	126	27	37	0	227	86	0	51	223	186	121	35	109	1	306	43	44	251
ABHD16B	0	0	0	0	3	0	0	0	0	52	0	25	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ABHD17A	0	2	3	3	2	1	1	0	3	23	0	8	0	1	12	2	0	0	0	4	1	13	2	3	0	3	7
ABHD17B	92	3	63	0	50	1	87	16	123	182	1	29	191	0	85	0	167	98	4	60	61	181	253	99	90	124	162
ABHD17C	1	127	176	0	110	10	40	76	186	283	7	24	65	225	145	193	274	26	198	247	124	176	232	124	60	45	176
ABHD2	14	62	37	304	93	56	124	13	61	121	26	49	56	224	174	11	76	104	49	79	119	155	342	107	69	132	106
ABHD3	221	137	68	543	68	192	112	38	342	267	0	86	15	98	319	3	1	42	117	215	115	311	0	257	164	93	228
ABHD4	416	50	123	218	131	140	378	90	287	735	131	94	102	36	54	250	253	161	411	185	109	576	273	77	84	0	309
ABHD5	135	216	117	280	137	477	556	72	405	717	307	243	102	119	772	177	151	527	123	297	376	299	496	523	341	75	464
ABHD6	0	74	50	0	77	9	18	45	0	362	0	22	141	77	248	0	80	72	0	172	211	264	180	282	50	13	86
ABHD8	0	5	49	0	47	10	32	0	43	303	15	10	31	35	0	0	81	0	67	26	14	1	88	34	34	8	27
ABI1	2	231	194	0	441	641	286	4	355	1089	67	65	505	125	666	93	304	102	47	137	454	188	308	598	255	29	457
ABI2	106	0	32	171	77	4	143	66	0	97	18	2	10	20	86	0	46	33	144	42	58	225	140	68	51	21	23
ABI3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ABI3BP	0	4	29	0	0	0	3	0	6	0	0	38	0	0	0	0	0	0	0	9	0	6	0	0	0	155	0
ABL1	1	2	209	0	15	141	117	12	11	14	19	1	20	0	71	140	73	0	34	110	105	268	404	187	29	154	40
ABL2	0	40	22	1	76	22	29	50	31	226	0	111	1	0	103	3	59	128	0	45	0	128	137	333	35	119	77
ABLIM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	27	29
ABLIM2	0	0	0	0	3	0	0	0	0	0	0	18	0	0	0	0	3	0	0	0	2	103	0	0	0	0	39
ABLIM3	0	1	0	478	18	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	21	0	0	0	19	0	0
ABO	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	268	98	91	805	118	190	152	66	225	248	55	153	199	0	108	224	80	35	232	136	148	58	370	156	142	359	379
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	86	279	289	239	399	262	295	167	644	981	217	229	289	153	458	0	311	331	308	531	283	102	89	404	361	72	261
ABT1	537	516	770	496	979	423	1394	259	1524	2539	295	542	668	955	1720	182	580	687	1048	755	877	2739	867	590	734	848	972
ABTB1	0	11	57	0	26	0	0	0	53	38	21	0	0	0	0	0	0	1	0	13	0	39	0	0	8	0	68
ABTB2	39	24	2	367	112	48	38	0	1	115	42	93	131	0	145	270	64	236	2	115	0	4	77	95	21	128	368
AC093375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	4	0	2	20	0	3	0
ACAA1	240	232	219	417	424	134	432	61	723	801	1	311	188	44	613	2	197	69	138	360	523	484	247	381	353	234	279
ACAA2	72	135	230	49	599	379	296	143	234	1236	49	632	109	214	322	104	211	217	80	348	366	867	274	151	309	317	471
ACACA	268	146	117	995	545	747	411	173	467	1268	139	345	434	1132	1407	104	312	175	334	303	419	1290	985	1400	320	695	516
ACACB	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAD10	0	15	26	0	0	21	28	68	6	47	13	0	0	0	106	33	0	0	0	4	82	10	56	0	35	0	0
ACAD11	0	0	0	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	27	0	0	0	7	0
ACAD8	64	171	237	617	167	194	32	0	36	420	56	58	96	0	400	0	9	48	132	55	124	208	136	0	115	0	185
ACAD9	140	55	97	0	20	110	129	86	154	154	35	3	33	15	190	0	120	0	146	94	157	100	4	234	114	92	174
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	213	159	409	0	367	447	560	1	360	585	24	261	314	382	168	166	235	62	103	482	145	459	221	16	257	179	303
ACADS	0	53	69	0	0	137	9	0	232	84	0	1	0	48	178	0	51	100	0	69	11	81	0	0	1	175	50
ACADSB	66	27	101	9	132	20	115	19	20	126	0	123	130	106	241	0	45	12	50	73	101	108	442	300	72	33	181
ACADVL	480	168	395	236	285	386	585	36	248	689	72	300	175	45	251	277	386	67	401	214	129	528	106	410	192	139	789
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ACAP1	0	0	0	11	0	0	6	0	1	131	0	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	3
ACAP2	87	27	124	0	143	95	230	43	305	234	0	89	356	186	279	54	117	221	73	97	30	302	570	122	117	127	252
ACAP3	61	0	32	165	32	103	37	2	39	87	32	32	22	16	254	0	8	0	0	37	0	33	20	31	20	58	47
ACAT1	75	158	90	15	408	514	292	99	320	1434	175	374	294	195	507	85	202	356	718	295	224	484	476	642	231	433	312
ACAT2	640	543	469	519	629	756	318	255	411	1681	251	363	664	606	2995	608	222	566	536	450	852	639	231	676	660	380	974
ACBD3	28	84	186	1	76	57	57	8	132	170	175	165	181	134	276	14	93	45	411	234	26	420	743	35	82	257	165
ACBD4	80	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	17	0	0	0	0	13	0	8	3	9	0
ACBD5	0	37	0	0	63	6	79	10	100	22	58	87	0	0	249	0	82	29	1	80	96	8	261	179	33	8	93
ACBD6	18	26	100	0	49	3	98	33	93	171	27	0	0	38	72	14	35	70	272	124	207	394	109	80	99	33	88
ACBD7	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ACD	142	47	24	0	262	123	238	76	445	369	40	100	157	131	174	0	146	184	336	169	154	169	44	153	75	77	224
ACE	0	0	2	0	0	0	16	0	0	4	0	114	0	81	54	1	0	0	0	38	0	0	0	0	1	51	1
ACE2	0	36	0	0	0	0	0	0	5	135	0	137	0	0	0	0	34	0	0	26	74	205	0	0	0	0	0
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	18	0	0	19	115	0	14	0	5	0	32	0	0	0	0	0	0	0	7	0	0	0	93	1	0	74
ACER3	1	87	76	77	77	109	204	1	599	418	54	97	24	337	310	19	161	105	0	77	315	102	150	521	190	116	182
ACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ACIN1	239	192	140	546	260	418	254	254	444	969	189	287	331	449	1104	45	317	256	124	315	462	313	983	595	320	736	521
ACKR1	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0	98	0	64	10	59	146	1	316	10	8	38	6	254	484	115	183	0	79	54	120	253	274	140	72	33	189
ACKR3	0	0	41	0	43	137	0	0	0	0	0	0	0	0	0	0	0	36	0	18	0	0	0	0	17	42	8
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ACLY	555	365	312	353	871	283	641	291	982	1968	528	342	843	755	1797	110	384	804	595	542	1697	1608	846	838	895	429	1877
ACMSD	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	75	152	326	0	313	93	288	136	446	449	0	65	93	178	377	205	219	404	265	291	476	565	552	327	181	223	312
ACO1	106	157	208	11	202	126	236	0	310	261	173	0	262	234	531	70	310	15	429	184	53	59	160	271	140	65	386
ACO2	361	246	209	0	318	352	243	131	821	472	167	269	202	0	536	0	244	204	355	235	395	326	273	777	406	246	516
ACOT1	0	4	9	0	3	2	5	0	0	0	0	1	0	0	0	0	1	0	6	3	0	0	3	4	0	0	2
ACOT11	0	10	0	0	0	161	69	2	1	0	0	69	0	0	0	0	0	0	0	34	0	0	0	0	40	1	11
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	0	148	132	34	217	274	157	129	312	198	76	229	90	20	149	35	141	346	287	411	151	152	636	43	222	60	225
ACOT2	22	48	7	0	21	31	28	0	75	40	0	15	14	0	0	0	60	0	7	11	40	36	12	34	37	16	18
ACOT4	1	16	14	1	92	0	0	44	58	79	0	78	0	0	1	39	0	0	0	57	61	0	79	106	33	47	13
ACOT6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	118	149	133	441	556	482	314	197	425	1261	82	461	191	73	720	97	287	425	385	318	421	396	222	573	421	345	456
ACOT8	0	27	55	145	16	13	66	0	38	138	21	41	0	116	8	0	13	92	54	45	79	0	69	20	57	94	18
ACOT9	0	43	0	0	0	142	17	0	100	54	0	0	52	0	107	14	19	0	70	119	0	31	0	0	47	70	40
ACOX1	156	255	281	642	449	167	369	103	263	251	259	82	469	308	513	134	383	185	262	177	96	306	389	135	296	215	956
ACOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	0	8	192	0	29	0	69	0	127	27	23	26	63	61	0	0	17	27	6	23	7	1	0	94	87	0	215
ACOXL	23	32	1	0	46	86	48	29	0	189	4	0	0	78	242	1	0	128	209	61	279	62	0	59	59	44	109
ACP1	535	702	655	268	866	528	466	290	429	1912	278	484	419	458	1054	359	472	868	549	854	667	1003	1125	646	575	698	1112
ACP2	0	0	0	435	8	82	6	4	55	55	68	7	0	0	5	0	0	0	164	38	163	253	0	0	52	0	112
ACP5	2	137	1	192	114	41	85	34	126	279	7	90	157	2	344	0	194	80	0	62	375	1	0	109	110	62	199
ACP6	1	72	4	0	42	93	52	45	68	25	97	53	160	150	215	1	59	173	10	55	88	175	0	8	112	0	48
ACPP	0	0	0	0	48	26	24	41	32	63	14	1	0	102	0	0	16	12	0	52	0	0	0	0	8	59	16
ACPT	0	0	0	0	13	0	7	0	0	0	0	3	0	0	0	0	0	13	0	0	5	0	0	1	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ACRC	23	7	0	0	0	0	13	37	0	0	0	0	0	0	41	0	0	0	0	0	0	0	2	0	0	0	28
ACRV1	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	14	14
ACSBG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	8	0
ACSBG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	14	0	0	0	0	0	0	0	0
ACSF2	0	0	0	0	0	0	0	47	0	0	0	0	0	2	0	0	0	0	0	0	0	29	0	0	13	0	20
ACSF3	6	0	0	0	1	40	1	0	0	119	12	27	0	103	231	2	7	0	112	0	176	0	147	41	34	28	47
ACSL1	136	17	0	0	0	147	77	0	193	0	0	0	0	0	0	0	66	159	0	83	0	0	47	89	0	7	0
ACSL3	867	410	722	654	482	332	780	665	700	1900	124	856	521	289	1710	359	358	758	974	905	1110	717	1348	1543	637	726	906
ACSL4	3	2	17	0	18	3	155	13	42	366	0	79	4	59	405	1	153	51	123	223	121	160	75	188	38	248	80
ACSL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ACSL6	0	0	3	622	0	0	20	0	29	121	1	65	3	13	24	150	0	0	0	0	165	0	106	36	18	0	25
ACSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	72	0
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ACSS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	23
ACSS2	0	17	29	0	92	218	25	0	39	20	0	0	53	38	182	331	46	204	260	112	260	0	66	296	81	10	152
ACSS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ACTA1	0	0	0	0	3	1	0	0	1	2	0	0	1	0	4	0	30	0	1	3	2	52	4	2	0	0	1
ACTA2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	1	0	0	0
ACTB	14072	16499	20037	21380	31857	22747	22398	8399	38838	55816	11861	15566	18903	19420	75358	12363	18928	14736	26027	16937	45741	31054	23193	28415	20605	18043	36753
ACTBL2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	14	34	101	0	136	146	150	1	149	54	1	10	85	182	242	19	1	66	0	35	0	174	0	25	68	73	211
ACTG1	7298	6152	6716	5201	12173	11668	10919	3711	11396	13142	4057	5418	5766	5478	10146	4409	9886	7011	11066	12129	6429	5760	1527	6340	7843	7406	9855
ACTG1P4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	2	0	0	0
ACTG2	0	1	69	1	47	0	0	47	0	59	0	77	0	0	193	45	59	55	0	0	0	0	1	18	10	0	78
ACTL10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ACTL6A	794	259	222	391	664	335	620	264	376	528	169	51	176	170	841	147	230	164	356	348	437	1258	997	525	403	415	688
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
ACTL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	347	437	366	1276	916	723	1102	218	2908	2987	384	1035	671	1122	2400	580	1097	419	1266	683	3060	2189	1215	1536	659	557	2012
