AASDHPPT	24	27	8	275	0	38	147	491	383	245	15	504	289	429	72	224	351	307	255	74	120	656	469	615
AASS	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	43	108	12	0	3	36	3	30
AATF	42	33	64	581	29	40	181	749	438	690	36	315	404	698	407	267	445	304	282	246	372	390	744	460
AATK	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ABCA1	28	56	26	493	19	2	146	282	120	78	16	173	157	378	429	291	140	219	149	40	140	443	155	119
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ABCA11P	0	0	0	1	0	14	18	71	2	21	3	49	38	18	6	8	3	9	15	35	40	24	8	21
ABCA12	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0	0	0	0	0	1	0	0	3
ABCA13	5	0	0	40	4	0	66	0	81	3	0	0	1	90	0	50	5	55	3	24	15	36	0	35
ABCA17P	2	0	0	19	0	12	7	8	6	12	0	0	2	12	0	0	7	12	12	3	0	25	22	14
ABCA2	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	25	0	0	0	0	0
ABCA3	0	0	0	0	2	0	19	0	0	0	0	0	5	0	0	0	0	2	0	2	0	0	0	0
ABCA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA5	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	8	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	5	0	0	0	65	0	0	0	0	0	0	0	0	1	0	0	0	0	61	0	0
ABCB10	9	1	36	63	8	0	25	0	0	19	0	31	48	56	49	154	60	40	86	16	38	110	54	64
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0
ABCB6	10	0	0	248	2	0	12	519	133	41	11	211	171	159	253	248	115	286	112	75	49	204	225	244
ABCB7	5	16	17	77	2	0	28	104	63	136	22	0	55	105	93	33	44	71	58	50	30	209	72	17
ABCB8	21	26	0	347	25	147	89	699	156	251	47	273	440	908	542	276	687	555	261	206	265	447	896	499
ABCB9	0	0	0	25	0	0	0	0	0	0	0	0	0	31	0	6	0	0	0	0	18	0	0	24
ABCC1	0	0	30	16	0	18	0	0	0	0	0	0	0	4	0	0	55	21	3	24	1	0	62	0
ABCC10	0	0	0	28	0	0	0	140	0	15	0	0	98	6	20	0	0	46	0	0	0	0	44	74
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	4	0	0	37	10	0	17	0	22	0	0	0	38	149	0	71	0	191	21	0	21	105	87	118
ABCC2	1	0	0	0	0	0	10	0	0	0	0	15	31	8	0	0	0	0	0	0	0	0	0	1
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	8	0	0	142	62	0	36	0	5	1	0	0	145	215	120	62	54	110	63	76	1	227	101	77
ABCC5	8	8	1	490	28	0	97	351	108	9	25	338	188	206	101	189	114	230	126	32	83	402	143	271
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P1	0	12	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ABCD1	0	0	0	16	0	0	0	13	0	0	0	0	0	8	0	0	0	0	0	0	0	39	18	0
ABCD2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	19	1	2	174	26	45	2	411	299	218	0	316	239	336	371	172	151	265	75	90	146	373	393	163
ABCD4	1	0	6	61	0	0	0	58	45	0	0	58	131	149	0	0	38	39	21	68	5	55	2	39
ABCE1	16	0	75	293	10	40	211	290	110	206	16	273	291	509	224	224	213	114	155	96	126	377	399	240
ABCF1	54	100	77	312	30	72	188	1264	399	524	30	518	471	829	48	347	466	375	155	176	281	259	671	783
ABCF2	24	22	2	517	11	34	92	527	221	527	61	302	438	929	176	286	305	601	167	220	335	566	689	542
ABCF3	15	0	11	432	19	0	87	456	179	271	32	141	358	461	136	164	311	376	94	148	179	367	508	277
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
ABCG2	0	0	0	1	0	0	0	0	0	0	0	0	53	158	0	0	0	0	0	0	0	0	50	58
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
ABCG5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	65	0	0
ABHD1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD10	2	0	0	206	0	0	44	245	38	221	1	0	62	66	242	95	165	204	161	0	130	273	189	242
ABHD11	13	1	1	212	27	28	48	340	54	250	4	203	305	186	121	85	168	69	40	78	187	357	180	94
ABHD12	26	123	22	168	12	18	128	628	119	136	63	79	180	475	48	126	162	193	92	44	126	364	278	201
ABHD12B	0	1	0	288	19	0	15	185	21	63	6	42	89	212	0	0	84	59	17	88	67	173	61	149
ABHD13	6	0	7	63	5	0	32	133	3	22	18	73	84	66	73	0	162	272	161	50	64	158	214	125
ABHD14A	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	5
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	1	0	0	429	13	30	87	277	48	402	0	184	153	180	122	17	179	228	114	36	60	332	236	321
ABHD15	6	0	0	97	0	0	52	87	87	30	0	0	46	62	47	0	30	0	0	0	0	21	0	91
ABHD16A	0	13	0	107	8	1	42	268	33	0	9	77	33	149	94	1	49	195	40	26	46	169	235	56
ABHD16B	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABHD17A	0	0	0	1	2	0	0	10	0	0	0	0	2	1	0	0	2	2	1	0	0	0	0	1
ABHD17B	2	35	0	117	0	0	5	0	16	60	0	0	32	137	0	0	0	13	23	14	19	0	31	67
ABHD17C	15	1	22	221	2	2	61	185	129	61	5	15	84	141	75	0	69	117	89	14	43	265	215	124
ABHD2	14	25	0	159	9	7	66	112	133	48	7	81	89	210	9	59	120	238	121	18	189	277	163	126
ABHD3	6	2	104	107	32	64	17	83	228	0	12	176	298	248	229	192	267	232	113	95	275	398	245	217
ABHD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD5	2	0	53	247	5	101	99	43	183	113	0	167	167	130	245	0	142	151	170	58	15	271	231	130
ABHD6	8	0	55	160	4	9	34	110	119	0	16	1	69	108	102	24	12	109	45	8	14	74	151	35
ABHD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	25	0	0	111	7	4	67	133	131	282	0	206	39	281	3	67	251	163	206	89	164	310	189	232
ABI2	1	0	22	1	3	10	34	70	15	52	0	46	119	54	0	0	73	59	22	17	0	36	46	32
ABI3	0	0	0	1	0	0	0	0	0	15	0	0	6	0	0	0	14	0	3	6	0	5	0	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0
ABL1	7	0	0	155	0	0	48	239	124	8	0	0	60	77	0	12	59	72	29	28	36	44	108	72
ABL2	9	0	33	51	9	1	7	208	79	25	1	29	185	63	76	1	55	67	38	50	8	6	71	155
ABLIM1	0	0	0	24	0	36	21	61	20	56	0	85	68	101	1	146	14	1	0	41	21	0	76	1
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2	0
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ABR	3	37	66	19	0	38	2	137	41	6	1	1	98	32	63	119	23	1	0	15	48	43	102	76
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	44	0	2	394	57	42	175	365	230	142	5	145	383	478	72	205	337	361	299	368	382	778	579	457
ABT1	40	2	1	574	27	42	90	1015	152	738	56	488	565	1108	203	172	785	666	664	277	535	1390	687	604
ABTB1	0	0	0	0	4	0	1	0	0	43	0	0	17	0	0	0	0	4	0	9	0	0	0	0
ABTB2	3	18	3	82	26	12	47	62	27	0	0	144	73	120	0	51	141	193	45	22	53	119	216	185
AC093375.1	0	0	0	1	0	3	0	0	0	0	1	0	4	0	0	0	0	4	0	2	0	2	1	1
ACAA1	1	0	32	121	12	0	1	78	100	0	0	86	116	133	19	0	123	51	66	61	96	89	151	190
ACAA2	10	10	91	543	42	100	240	1133	424	694	66	451	606	1554	378	345	872	653	354	273	338	904	960	391
ACACA	4	0	65	108	5	63	109	64	35	97	8	51	95	167	45	75	127	25	22	36	40	86	135	76
ACACB	0	0	0	0	11	0	0	0	63	0	0	0	0	0	0	0	1	1	0	0	0	54	36	32
ACAD10	1	0	0	190	0	0	48	76	21	18	0	90	68	100	0	102	55	78	0	21	25	95	111	125
ACAD11	0	0	0	0	0	5	0	0	0	0	0	7	0	11	0	0	0	8	4	0	0	0	0	1
ACAD8	11	1	0	76	21	0	67	438	34	213	16	73	136	312	115	20	194	245	74	14	30	215	61	124
ACAD9	7	0	0	244	50	36	11	197	181	185	19	130	206	86	53	0	99	188	0	24	57	115	130	64
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	0	2	0	38	0	0	76	115	0	25	0	0	41	45	0	0	5	29	53	0	11	86	78	77
ACADS	4	0	20	71	0	0	20	341	40	203	5	7	168	183	178	72	75	264	49	35	43	204	359	127
ACADSB	8	32	1	2	0	0	25	46	148	83	1	64	34	160	93	17	132	492	15	0	11	81	30	85
ACADVL	1	0	0	50	0	1	1	27	27	0	0	12	28	22	0	54	44	76	0	10	60	78	55	254
ACAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
ACAP1	1	0	0	7	0	3	0	38	0	0	1	5	5	3	18	0	6	25	0	6	6	13	9	5
ACAP2	3	3	18	155	28	6	42	70	119	81	1	149	54	265	47	97	99	103	97	7	0	275	99	147
ACAP3	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	5
ACAT1	10	0	64	366	28	31	101	277	27	261	52	179	365	268	55	0	268	366	287	243	174	593	314	136
ACAT2	9	33	0	207	0	19	51	207	119	72	15	224	132	206	285	27	139	224	48	32	79	324	205	77
ACBD3	17	1	15	132	1	7	50	134	87	164	0	169	152	65	1	62	30	28	19	20	51	100	97	117
ACBD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBD5	8	0	0	91	1	1	29	86	57	53	27	0	45	93	1	0	66	1	109	33	57	173	171	170
ACBD6	6	1	43	46	33	0	20	60	196	65	15	14	73	51	135	38	134	162	57	53	92	207	174	110
ACBD7	0	1	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ACD	4	0	1	100	6	2	2	263	26	151	27	0	188	89	109	34	201	58	41	53	38	236	51	157
ACE	7	40	5	137	6	9	50	137	15	46	3	32	73	113	86	116	177	36	16	23	44	50	108	108
ACE2	1	0	0	3	0	0	0	7	1	1	0	0	0	208	244	293	259	650	232	43	105	442	144	0
ACER1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0
ACER2	8	1	0	50	0	0	0	97	88	0	12	35	35	37	32	0	23	60	0	9	0	28	39	36
ACER3	0	1	1	112	17	0	18	0	100	0	0	1	12	85	0	135	24	33	48	21	45	86	23	18
ACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ACIN1	16	29	39	183	17	4	29	346	73	124	0	207	183	292	61	43	106	163	41	42	37	185	113	192
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	9	1	0	0	0	0	0
ACLY	54	56	61	327	36	79	104	443	166	74	25	240	205	710	105	41	562	359	79	95	82	431	753	174
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	39	6	58	596	25	40	161	413	304	462	14	316	481	373	146	195	338	535	333	245	248	482	535	629
ACO1	11	16	43	119	11	0	42	339	168	167	0	71	139	280	21	66	111	289	106	31	64	279	591	113
ACO2	29	0	6	235	41	44	82	976	148	207	60	300	291	537	79	228	256	241	195	56	87	542	556	301
ACOT1	0	0	0	4	0	0	0	0	1	0	0	2	2	0	0	2	0	3	0	0	0	0	0	4
ACOT11	1	0	0	34	3	0	29	17	25	1	0	0	15	1	0	0	13	17	0	0	0	1	17	30
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	9	1	20	198	0	0	53	109	127	85	22	28	85	243	19	4	228	142	128	50	63	239	100	204
ACOT2	4	0	0	35	0	0	9	0	3	0	0	58	42	36	2	12	4	60	7	9	4	25	33	21
ACOT4	0	0	27	0	0	0	0	0	30	0	0	0	0	10	0	0	0	0	17	0	0	46	0	2
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	3	0	81	253	53	54	82	215	289	341	45	238	466	454	282	16	261	344	213	223	199	434	231	297
ACOT8	2	0	0	96	10	19	14	301	46	70	3	184	27	211	87	42	105	109	99	34	28	110	146	74
ACOT9	1	1	26	192	5	0	0	181	97	42	0	135	51	14	108	16	0	78	98	103	128	55	90	10
ACOX1	1	0	0	22	2	0	35	132	0	77	0	9	176	101	66	69	326	135	109	9	171	315	99	74
ACOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	0	1	0	1	22	17	15	101	27	0	0	0	88	0	79	0	48	0	0	23	51	31	0	42
ACOXL	3	0	3	15	3	0	20	1	0	0	9	62	21	31	0	5	48	37	6	25	0	51	8	16
ACP1	59	39	103	915	98	140	286	1075	582	739	97	823	743	1010	271	284	646	960	686	366	463	1255	892	1149
ACP2	7	0	0	44	1	1	17	5	7	92	0	5	63	244	78	235	103	37	51	49	19	169	229	54
ACP5	6	1	2	313	11	60	132	554	212	104	58	454	71	129	141	38	564	67	40	45	149	142	111	324
ACP6	0	0	0	39	0	0	21	0	17	36	12	0	0	59	0	2	26	4	0	3	0	49	0	25
ACPP	2	0	0	0	0	0	25	6	0	0	0	0	0	38	0	0	0	4	0	0	40	30	0	0
ACPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	30	0	22	0
ACRC	0	0	2	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
ACRV1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	3	0	2	0	0	4
ACSBG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6
ACSF2	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	25	56	0	0	0	0	0
ACSF3	2	0	0	35	0	0	0	163	62	33	0	79	0	97	0	35	16	0	35	28	20	62	51	20
ACSL1	0	0	0	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27
ACSL3	77	110	296	1175	89	34	546	1787	734	272	89	1918	1109	1525	937	841	1686	1174	1001	641	614	1421	1571	684
ACSL4	11	51	27	223	11	0	62	278	19	68	0	92	151	258	35	0	182	244	27	37	0	271	272	62
ACSL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ACSL6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0
ACSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ACSM3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ACSM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACSS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS2	7	1	0	89	0	2	110	154	31	85	0	90	87	24	1	35	25	0	19	103	0	12	52	0
ACSS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA1	0	0	4	2	0	0	1	0	1	0	0	1	0	2	2	3	1	4	0	1	0	2	3	3
ACTA2	0	0	2	0	0	0	1	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ACTB	1333	746	2009	23209	1642	2833	7611	36979	12743	17575	1363	24062	22879	48405	13912	14708	27499	43726	35817	15187	18851	64916	55714	38751
ACTBL2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ACTC1	0	0	3	1	0	0	0	0	0	3	0	0	0	1	0	0	1	0	17	1	0	0	40	0
ACTG1	243	283	974	15145	963	1479	4169	18664	6715	7197	564	15792	11239	14697	6079	4834	7427	10837	13387	3995	9010	25627	17381	10863
ACTG1P4	0	0	0	2	0	0	1	2	0	0	0	1	0	3	2	0	2	19	2	2	0	1	4	4
ACTG2	1	1	1	15	1	0	0	1	0	4	0	2	0	57	1	52	64	256	79	33	51	252	295	270
ACTL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6A	40	1	27	369	63	0	129	695	289	250	37	313	448	853	84	126	397	412	286	170	253	352	402	489
ACTL6B	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	1	2	5	34	591	32	215	61	67	8	1	45	24	10	0	2	1	0	0	1	28	1	17
ACTL9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	12	4	50	162	21	33	78	156	191	43	23	144	254	885	271	425	214	689	487	113	341	1291	905	684
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	34	6	0	0	0	0	16
ACTN3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ACTN4	32	34	52	360	16	17	149	1076	328	207	26	111	410	626	214	146	415	271	76	160	119	230	687	253
ACTR10	19	1	0	390	14	34	75	630	254	177	47	335	145	275	57	90	209	295	260	113	213	363	302	259
ACTR1A	49	2	48	550	24	95	158	1218	96	700	19	612	402	596	149	189	520	511	321	210	195	645	743	364
ACTR1B	1	0	0	48	1	0	39	1	33	101	0	141	28	14	1	1	0	29	15	10	0	47	0	68
ACTR2	24	0	0	235	4	28	38	330	71	240	2	30	235	181	13	110	140	135	107	26	102	274	189	119
ACTR3	50	1	136	487	28	21	273	908	338	441	21	149	551	984	294	156	370	428	535	157	275	692	502	546
ACTR3B	7	1	0	18	1	0	0	128	0	15	0	0	7	25	0	0	33	37	6	0	0	4	34	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ACTR5	1	0	0	73	0	0	21	49	30	15	0	109	44	28	0	17	9	38	76	0	0	57	123	106
ACTR6	7	0	6	128	0	35	47	224	79	88	17	288	136	335	182	13	94	123	132	78	69	274	113	148
ACTR8	8	1	1	230	15	29	82	135	109	66	0	87	213	349	0	78	158	173	81	57	85	301	155	100
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	28	0	0	0	38	7
ACVR1	8	0	0	15	0	0	40	147	11	3	0	0	39	96	1	23	41	30	0	0	0	10	2	21
ACVR1B	3	1	0	34	13	5	8	0	0	0	0	0	44	13	0	0	23	14	31	0	18	16	0	25
ACVR1C	0	0	0	42	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	14	0	3
ACVR2A	11	21	0	122	1	0	84	0	100	0	0	0	90	183	96	62	119	80	25	10	17	128	171	32
ACVR2B	10	19	30	144	34	0	31	186	169	0	0	55	67	71	1	48	27	25	23	23	64	146	43	115
ACVR2B-AS1	0	0	0	0	0	0	0	0	5	0	0	34	0	2	0	0	0	0	0	3	0	0	0	2
ACVRL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACY1	1	0	0	6	0	0	0	3	3	0	0	3	7	7	6	11	6	7	0	2	2	11	3	1
