ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ACAP1	0	0	0	429	20	0	1	0	0	0	14	0	0	0	13	0	0	0	0	0	0	0	0	15	1	106
ACAP2	148	39	1	477	34	10	207	70	80	217	79	15	287	12	207	200	118	44	124	606	212	4	94	773	705	700
ACAP3	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	119	1	0	0	0	202	10	0
ACAT1	519	0	142	1388	33	44	1497	135	293	85	294	45	1906	73	476	1	125	618	238	690	61	8	816	2367	2291	1144
ACAT2	2363	543	347	8405	265	327	4479	1019	1509	3145	454	406	7480	1146	2235	790	417	775	780	4391	503	22	5516	6761	4981	3415
ACBD3	532	42	37	383	35	1	656	28	244	178	208	7	291	29	146	0	40	43	344	242	87	1	47	613	1758	407
ACBD4	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACBD5	25	67	31	882	0	0	0	0	81	2	67	2	227	0	84	0	0	33	0	638	8	0	50	535	292	431
ACBD6	606	0	33	525	74	1	441	134	0	12	203	0	145	85	180	0	0	497	72	792	23	0	93	335	851	0
ACBD7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ACD	728	264	178	2054	8	3	2162	106	505	142	412	25	1045	128	278	368	352	121	13	602	206	3	1123	1081	705	1040
ACE	282	465	42	851	0	16	592	222	556	168	481	71	844	37	103	104	101	328	810	587	1	6	103	296	696	711
ACE2	11	1	1	1	205	190	2977	2	0	1280	1	0	2782	603	180	0	223	769	368	1282	0	0	1466	1758	0	872
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	1	0	30	138	1	0	140	0	5	0	99	0	408	0	0	120	0	1	0	0	1	0	0	27	604	21
ACER3	72	20	0	576	0	12	100	0	0	89	76	0	427	1	0	0	0	1	0	0	0	0	272	373	98	125
ACHE	0	0	0	118	0	0	0	0	0	1	0	0	15	0	0	0	0	1	0	552	0	0	0	0	1	104
ACIN1	574	97	102	2504	184	83	1256	209	551	548	268	56	2889	265	687	220	220	892	1286	1108	225	5	874	1963	2740	1273
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACKR2	1	0	0	0	0	0	423	0	25	0	0	0	54	0	0	0	0	3	0	18	0	0	0	1	1	141
ACKR3	1	0	2	25	0	0	29	0	0	755	0	0	691	365	0	0	1	0	0	0	0	0	193	325	0	211
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	1020	697	287	5048	441	237	5080	951	307	2826	837	388	6884	922	1204	291	426	737	1436	3590	405	31	1445	5048	7165	3110
ACMSD	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	355	55	39	1498	51	11	453	206	197	193	93	92	873	95	229	0	72	35	23	166	1	8	289	813	1636	557
ACO1	155	239	68	612	64	21	1277	347	280	290	0	0	722	385	446	1	1	0	355	1254	254	3	930	1460	885	917
ACO2	1424	372	480	3744	1	48	2810	300	895	429	654	157	1854	193	702	0	78	266	533	1216	146	26	852	3247	3106	2060
ACOT1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT11	538	139	42	799	0	0	395	0	99	0	109	57	390	37	0	0	65	0	159	0	0	3	70	83	0	103
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACOT13	125	9	40	1947	20	3	450	212	379	270	22	31	567	103	100	0	38	100	73	879	149	5	437	1957	1534	646
ACOT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT4	0	0	0	0	0	0	0	0	0	0	0	0	231	0	57	0	0	0	121	0	0	0	64	198	2	143
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACOT7	357	115	133	2177	0	27	2211	173	550	695	502	1	1500	303	473	423	186	233	586	1516	77	4	1210	1263	1371	1155
ACOT8	38	135	45	1141	1	0	101	275	441	232	210	143	1298	76	182	0	0	375	146	129	1	16	390	1351	370	888
ACOT9	0	0	0	770	0	0	247	0	4	0	0	0	2	9	109	0	1	0	290	1169	0	0	173	251	0	255
ACOX1	898	488	182	2709	116	43	782	285	235	752	62	138	1764	222	164	133	277	5	236	306	223	5	316	1070	1405	696
ACOX2	0	0	0	544	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ACOX3	318	3	68	787	0	25	523	0	25	0	24	1	838	0	152	0	100	822	47	0	187	1	137	0	324	457
ACOXL	712	187	211	2086	1	27	838	159	249	150	116	26	321	50	80	319	169	78	428	1199	46	6	34	769	416	441
ACP1	2112	342	416	5452	107	39	1976	601	832	774	554	285	4146	241	1074	712	505	1061	1089	2331	856	19	2472	2466	5545	2617
ACP2	13	0	212	2390	0	21	175	50	109	2	223	0	1303	137	0	71	0	0	488	0	1	1	213	109	884	298
ACP5	1277	146	0	582	0	15	1005	206	0	594	719	56	684	71	279	0	0	2	0	861	1	12	232	0	0	449
ACP6	233	0	46	0	0	0	1	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	553	0	15
ACPP	479	0	17	307	0	0	1	272	455	0	47	54	724	13	0	1	176	0	339	361	333	9	0	298	6120	395
ACPT	0	0	0	0	0	0	0	0	12	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	1	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0
ACRC	0	75	0	0	0	0	0	0	0	0	0	0	445	132	90	0	165	0	0	0	0	0	4	368	856	142
ACRV1	0	0	10	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ACSBG1	0	0	0	1	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0
ACSF2	0	0	13	171	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	91
ACSF3	121	27	0	0	120	18	347	1	232	150	0	0	457	0	0	0	0	42	0	0	0	0	35	705	3	301
ACSL1	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	0	120	0	325	96
ACSL3	1578	753	449	5324	57	76	4181	969	887	1247	617	404	5269	541	851	497	684	219	753	2993	363	23	943	3219	4715	2156
ACSL4	229	8	0	446	102	28	628	117	18	204	38	2	172	149	72	0	362	6	394	388	91	4	114	1321	1633	307
ACSL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	2	0	0	0	0	0	0	99	0	0	0	1	1	0	165	0	0	0	183	0	0	1	415	791	0
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACSS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACSS2	0	73	84	415	42	38	379	0	0	808	1	0	199	0	153	0	12	28	450	300	20	1	309	252	781	997
ACSS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA1	5	1	0	5	1	0	9	0	4	0	1	1	2	2	4	1	1	2	3	16	1	0	7	1	7	3
ACTA2	0	0	0	3	0	0	2	1	0	0	0	0	3	0	0	1	0	1	1	0	0	0	1	6	0	1
ACTB	83129	12846	16308	247783	10871	7429	206844	20577	48797	85751	24830	8349	407039	70477	136648	14881	19638	52160	75842	148960	31496	981	265636	218775	269364	290271
ACTBL2	2	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	2	0
ACTC1	0	0	0	0	0	0	1	0	0	0	0	0	4	54	0	0	0	0	1	0	0	0	1	0	1	1
ACTG1	39392	4378	10992	96574	4163	364	49505	7812	16555	10139	13841	5951	83642	12049	35473	5584	6820	19921	25015	55884	8913	497	34093	48728	95034	61441
ACTG1P4	2	1	0	3	0	0	3	0	0	1	0	0	5	0	4	1	1	3	2	2	0	0	4	1	13	3
ACTG2	0	0	1	5	0	14	3	1	0	0	0	1	3	0	1	0	0	86	0	1	0	0	471	4	3	1
ACTL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
ACTL6A	740	49	189	3373	2	35	1355	314	479	303	390	144	2528	194	967	0	183	1058	34	866	1	10	628	2434	5128	1096
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	303	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	86	156	2	2192	12	191	2084	88	860	1543	271	22	4961	381	1524	826	253	264	2672	3051	43	1	2315	4635	1030	1590
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN4	884	192	81	672	31	77	2894	293	478	236	81	195	3294	440	311	847	1168	266	2681	808	24	8	678	3173	2511	894
