ACACB	4	0	0	1	0	0	0	0	0	1	42	0	286
ACAD10	0	0	0	113	24	0	159	0	0	0	0	152	0
ACAD11	0	0	8	0	0	7	0	0	0	0	0	0	0
ACAD8	0	0	51	178	42	248	1012	76	0	18	259	243	0
ACAD9	57	3	198	465	143	193	215	209	175	859	524	0	59
ACADL	0	0	3	0	0	0	0	46	0	0	0	0	0
ACADM	12	1	127	179	25	287	388	63	22	577	191	38	0
ACADS	70	6	105	1	9	388	263	141	660	858	48	146	0
ACADSB	24	1	18	25	7	0	1426	34	30	0	0	262	0
ACADVL	1	6	1	117	11	9	971	100	313	1282	91	142	2
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	0	0	0	0	0	0	1	0	0	0	0	0	0
ACAP2	35	2	31	126	20	34	260	68	103	1202	14	70	110
ACAP3	45	0	0	74	6	0	0	23	11	0	0	2	0
ACAT1	1	0	23	139	18	0	1528	42	0	580	1	58	15
ACAT2	103	18	663	4046	301	265	13729	762	598	1204	42	2865	6250
ACBD3	144	1	14	94	21	86	24	8	80	74	36	144	15
ACBD4	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBD5	0	0	148	60	14	0	202	32	2	0	113	0	1
ACBD6	69	0	134	102	15	86	377	91	416	0	150	73	0
ACBD7	0	0	0	0	0	0	0	0	2	1	0	0	1
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	166	1	119	4	59	185	911	37	4	164	367	98	375
ACE	26	0	68	0	0	101	170	54	0	237	75	1	759
ACE2	15	2	0	333	2	0	2346	4	7	0	1	556	1
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	0	0	0	7	0	0	0	0	0	0	0	0
ACER3	20	0	15	225	17	29	2	2	0	0	0	43	0
ACHE	0	0	0	0	0	0	0	0	0	0	141	0	0
ACIN1	1023	19	173	315	81	196	1563	415	628	1324	939	883	61
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	41	0	0	314	0	0	3354	0	3	0	0	411	0
ACKR3	0	0	0	0	0	0	267	0	0	0	0	64	0
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	545	20	729	2273	180	115	13277	966	111	463	633	2631	3240
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	80	1	25	97	20	73	699	23	0	157	29	64	1
ACO1	43	0	149	128	23	37	2084	222	390	1	86	613	329
ACO2	0	3	685	303	227	285	2147	220	2	1271	252	426	2301
ACOT1	0	0	0	12	0	0	0	0	0	67	0	0	10
ACOT11	0	3	353	0	41	486	0	53	582	177	160	0	577
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	40	3	24	19	32	184	454	117	1	1409	0	65	2
ACOT2	0	0	16	0	0	0	0	0	0	11	0	0	110
ACOT4	0	0	0	39	1	0	275	0	0	0	0	103	0
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	141	1	50	582	3	172	1474	120	140	2005	151	287	438
ACOT8	67	0	86	40	54	0	779	157	0	0	0	16	1050
ACOT9	0	0	45	46	15	0	0	0	0	0	0	0	0
ACOX1	319	2	144	215	11	0	2023	90	11	1190	1	201	4
ACOX2	0	0	0	0	0	0	0	0	0	0	1	0	0
ACOX3	1	0	0	168	0	0	589	0	0	0	0	178	185
ACOXL	0	0	162	3	4	7	1095	73	616	1303	0	110	135
ACP1	271	7	418	967	160	280	3951	809	392	2187	213	925	2254
ACP2	0	0	15	134	0	0	524	63	0	0	192	65	209
ACP5	0	8	53	287	50	0	596	0	0	0	0	27	977
ACP6	0	0	0	0	12	7	617	18	0	38	0	0	0
ACPP	0	1	57	0	0	0	1	1	0	0	0	0	0
ACPT	0	0	0	0	10	0	0	0	0	0	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	19	0	0	0	0
ACRC	0	0	0	0	0	0	0	0	0	0	0	1	0
ACRV1	0	0	2	0	0	0	0	0	0	0	0	0	0
ACSBG1	0	0	0	0	0	0	122	0	0	0	1	0	0
ACSBG2	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF2	0	0	0	0	0	0	0	0	0	0	1	0	0
ACSF3	5	2	0	2	1	84	6	0	1	1	2	0	0
ACSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL3	127	5	127	654	188	354	3358	651	29	349	77	352	1359
ACSL4	141	6	49	106	13	58	307	10	44	1231	350	104	0
ACSL5	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL6	0	0	0	0	0	0	185	0	0	0	0	14	0
ACSM1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS1	0	0	0	0	0	0	0	0	0	0	1	0	0
ACSS2	67	1	85	867	44	82	3344	146	17	3	102	674	798
ACSS3	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA1	0	0	1	2	0	2	5	0	0	1	1	2	1
ACTA2	0	0	0	3	0	1	1	0	0	0	0	0	0
ACTB	9556	392	8840	42815	7053	15048	193078	13753	12971	47903	9062	36727	34225
ACTBL2	0	0	0	3	0	0	5	0	0	0	0	0	0
ACTC1	0	0	0	1	0	0	521	0	1	0	0	0	0
ACTG1	3187	159	6972	7970	3868	10556	42800	4769	4958	35026	4600	4954	24875
ACTG1P4	0	0	2	1	0	0	1	0	0	1	1	2	2
ACTG2	27	0	46	133	0	97	3085	148	79	0	2	162	0
ACTL10	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6A	28	1	226	352	30	118	2261	153	13	676	2	235	1059
ACTL6B	0	0	0	1	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	1	0	0	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	1780	12	184	1857	58	786	7299	129	598	525	105	1644	0
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	0	0	0	109	0	0	0	0	0	0	0	0	0
ACTN3	0	0	6	0	0	0	0	38	1	4	159	0	0
ACTN4	1200	33	189	676	71	237	2650	644	1078	5754	564	211	369
ACTR10	6	1	59	87	35	72	749	63	0	0	14	137	301
ACTR1A	421	4	410	419	209	65	4585	465	694	1502	160	410	932
ACTR1B	0	5	0	2	20	0	81	44	0	5	98	23	0
ACTR2	84	1	100	49	57	124	1131	131	45	699	113	173	850
ACTR3	111	3	158	310	106	321	1618	112	532	2424	78	202	976
ACTR3B	0	5	39	29	0	0	0	10	1	1	3	0	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	1	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0	221	0	0	0
ACTR5	15	0	41	0	0	0	661	85	0	0	0	0	454
ACTR6	35	1	49	153	1	8	852	112	0	44	5	210	0
ACTR8	15	2	101	208	41	121	1005	287	1	1	0	5	0
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	0	0	131	7	0	293	17	0	0	0	0	0
ACVR1	6	1	41	250	19	0	167	14	12	839	0	64	0
ACVR1B	0	0	1	0	34	0	141	65	0	146	274	5	178
ACVR1C	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2A	33	0	0	1	3	0	34	0	401	1	0	88	0
ACVR2B	260	7	130	111	72	0	248	211	59	654	589	54	1039
ACVR2B-AS1	0	0	18	0	0	0	0	0	0	0	0	0	0
ACVRL1	0	1	72	0	28	215	0	0	0	0	1	0	0
ACY1	1	0	10	0	3	0	30	0	1	87	0	0	25
ACY3	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1	2	0	0	97	0	12	36	0	0	16	0	11	83
ACYP2	0	0	2	0	0	0	0	0	0	0	0	0	0
ADA	1	9	85	1	0	242	927	0	254	1	0	100	0
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAL	60	0	25	9	1	47	303	47	12	614	19	4	0
ADAM10	131	5	267	260	61	50	2480	159	13	448	62	189	913
ADAM11	0	0	0	1	0	0	0	0	0	0	1	153	0
ADAM12	0	0	0	0	0	0	0	0	0	1	1	0	0
ADAM15	243	9	29	113	0	140	1512	0	415	0	0	979	0
ADAM17	35	4	78	59	48	9	108	7	125	0	89	100	876
ADAM18	0	0	20	0	9	0	0	15	0	285	0	0	0
ADAM19	0	0	0	106	11	0	744	0	0	0	0	113	0
ADAM1A	0	1	23	168	0	0	56	1	13	0	0	38	0
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM22	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	2	0	35	86	9	25	0	1	2	1738	0	0	0
ADAM28	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	0	0	0	2	0	0	0	0	0	0	7	23	0
ADAM33	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	0	0	0	0	0	0	0	0	0	0	1	117	0
ADAM9	82	1	74	369	142	104	3689	92	6	1	0	294	0
ADAMDEC1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	1	1	0	0	0	0	1201	0	18	0	0	0	434
ADAMTS10	0	0	0	0	0	0	0	0	0	1	1	0	0
ADAMTS12	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS13	0	0	0	0	8	0	0	0	0	0	0	0	0
ADAMTS14	0	0	0	0	0	0	0	0	0	0	1	0	0
ADAMTS15	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	0	0	0	0	0	0	0	0	0	223	0	0	0
ADAMTS17	0	0	0	0	0	0	0	0	0	0	1	0	0
ADAMTS18	0	0	0	0	0	0	0	0	15	0	0	22	0
ADAMTS19	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTS20	0	0	4	0	9	0	0	0	0	0	0	0	0
ADAMTS3	0	0	0	16	21	0	0	0	65	32	0	18	0
ADAMTS4	0	0	0	0	0	0	0	0	0	1	0	0	1
ADAMTS5	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS6	35	0	0	0	0	0	0	3	0	0	2	0	0
ADAMTS7	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19698	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19702	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	0	0	53	0	9	41	0	19	2	1046	0	0	0
ADAMTSL4	26	3	0	235	0	0	267	0	1	355	0	91	0
ADAMTSL4-AS1	0	0	0	0	0	6	0	0	0	0	0	0	0
ADAMTSL5	0	0	0	0	8	0	0	0	2	670	1	0	0
ADAP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	69	1	28	16	31	0	757	9	94	72	147	0	50
ADAR	222	15	438	267	273	363	4118	146	101	3537	425	788	214
ADARB1	238	0	0	0	0	0	0	0	3	0	0	0	0
ADARB2	0	0	0	0	0	0	0	0	0	1	0	0	1
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	67	0	0	63	0	0	902	25	1	138	0	72	97
ADAT2	0	0	26	102	23	0	693	0	1	0	0	156	0
ADAT3	68	1	12	30	0	54	209	0	60	0	165	26	0
ADCK1	1	3	88	173	60	0	298	0	591	0	0	82	0
ADCK2	222	3	84	183	40	0	285	26	93	1478	328	170	306
ADCK3	110	5	62	182	0	1	394	0	20	40	0	418	0
ADCK4	0	1	21	0	21	0	1183	0	25	0	0	24	0
ADCK5	73	11	86	46	75	227	820	107	0	323	786	0	0
ADCY1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY10	0	1	5	0	5	0	192	1	0	0	16	0	2
ADCY10P1	0	0	0	0	0	0	0	0	5	0	2	0	0
ADCY2	0	0	0	0	0	0	0	0	0	0	16	0	0
ADCY3	0	0	9	70	0	8	20	17	0	1	0	38	0
ADCY4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	0	0	0	0	0	0	0	0	0	1	15	0	0
ADCY6	0	0	75	0	0	0	0	0	0	0	4	0	0
ADCY7	3	0	0	0	0	0	0	1	0	282	1	0	0
ADCY8	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	0	0	0	296	0	6	0	0	1	2	0	0	0
ADCYAP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	206	14	185	588	36	394	2789	85	477	1993	0	274	165
ADD2	5	0	0	0	0	0	0	27	0	0	0	0	0
ADD3	52	2	109	143	216	15	681	207	158	1099	4	145	2907
ADD3-AS1	0	0	0	40	0	0	77	0	0	0	0	0	0
ADGB	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	24	0	222	138	82	308	848	117	118	1359	91	121	372
ADH6	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	0	0	0	57	0	0	0	0	0	0	0	0	0
ADI1	313	10	513	1288	85	723	8685	561	116	3697	186	2400	662
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	188	15	184	601	128	1	1006	240	1	1752	3	950	1458
ADIPOR2	109	5	0	139	88	0	903	55	54	30	203	261	1268
ADIRF	0	0	0	0	0	0	105	0	0	0	0	0	0
ADK	115	4	2	145	8	0	1462	53	63	0	0	389	20
ADM	103	1	21	136	1	205	2359	1	23	0	300	690	1
ADM2	0	0	0	0	0	0	0	0	0	0	1	0	0
ADM5	120	3	35	23	0	0	0	147	16	861	244	169	79
ADNP	105	10	325	163	130	502	3257	422	1	658	196	569	1810
ADNP2	0	2	26	47	38	5	0	0	0	413	1	194	0
ADO	22	0	0	0	15	35	0	18	0	467	0	0	39
ADORA1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	0	0	0	0	4	0	0	8	0	0	0	0	0
ADORA2A.uid_25802	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25803	0	0	0	0	0	0	0	0	0	0	1	0	0
ADORA2A.uid_25805	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2B	105	0	58	0	57	129	0	110	85	1278	0	0	0
ADORA3	0	0	0	0	0	0	0	59	0	0	0	0	265
ADPGK	0	10	317	141	71	265	1294	271	1	719	350	270	512
ADPGK-AS1	0	0	0	0	0	0	0	0	0	3	0	0	0
ADPRH	0	0	0	110	0	0	0	0	0	0	0	0	0
ADPRHL1	0	0	44	1	0	0	297	0	457	1	0	0	0
ADPRHL2	0	7	193	149	18	168	2432	247	2	0	0	364	0
ADPRM	18	0	0	0	14	0	0	45	25	0	0	0	0
ADRA1A	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1B	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2A	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	0	0	0	0	0	0	0	0	0	0	1	0	0
ADRB2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRBK1	379	7	67	209	86	87	1097	306	411	494	197	124	8
ADRBK2	1	1	30	40	42	0	680	43	89	0	11	0	0
ADRM1	632	54	1566	3881	580	2291	15538	1226	1759	4462	1084	2542	4457
ADSL	219	2	284	663	108	1022	3368	510	614	735	567	798	349
ADSS	133	0	68	1	15	124	251	7	34	1	39	205	0
ADSSL1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADTRP	179	0	0	210	2	0	2095	25	0	91	0	308	0
AEBP1	0	0	0	1	0	0	0	0	0	0	1	0	0
AEBP2	25	2	60	64	24	3	753	36	80	506	173	327	745
AEN	150	22	401	364	143	1119	1942	476	284	2615	1275	688	2195
AES	0	1	19	32	9	0	203	20	0	0	0	9	1
AFAP1	17	4	2	0	0	249	262	0	0	191	62	12	0
AFAP1-AS1	0	0	0	0	0	0	0	0	0	0	2	0	0
AFAP1L1	0	0	0	0	0	0	0	0	0	0	0	47	0
AFAP1L2	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF1	101	0	74	105	6	26	439	178	41	1292	311	96	260
AFF2	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF3	0	0	0	0	0	0	2	0	0	0	0	0	0
AFF4	152	0	138	35	56	1	1211	23	19	1471	14	245	107
AFG3L1P	0	1	69	218	26	56	1695	49	9	0	37	0	22
AFG3L2	555	22	326	870	74	446	3174	413	966	6505	797	649	1509
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	136	0	43	25	7	23	545	36	33	1	15	25	346
AFP	0	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	118	4	189	54	33	189	321	141	185	1302	107	136	0
AGA	0	0	0	24	2	100	0	12	0	239	0	0	0
AGAP1	36	1	0	81	34	1	367	14	26	1330	31	12	0
AGAP11	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP2	0	0	0	1	0	0	0	0	0	1	0	0	0
AGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP3	316	3	53	89	28	76	1543	3	0	2	2	333	1
