ABCD1	2	0	3	0	0	0	20	89	0
ABCD2	0	0	1	0	0	0	0	0	0
ABCD3	85	12	25	276	395	82	272	158	11
ABCD4	1	42	16	0	3	0	409	0	0
ABCE1	247	168	194	570	318	146	641	321	241
ABCF1	404	258	217	1800	1805	410	2158	643	217
ABCF2	177	101	348	1750	1271	291	964	700	203
ABCF3	4	47	20	312	317	55	250	490	121
ABCG1	0	0	0	0	0	0	0	0	0
ABCG2	221	102	91	1393	109	174	876	253	228
ABCG4	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	13	0	0	134	0
ABHD1	0	0	0	1	0	0	1	0	0
ABHD10	0	13	21	57	0	46	18	73	0
ABHD11	20	50	51	316	803	172	349	203	45
ABHD12	281	162	32	934	222	423	610	522	28
ABHD12B	62	40	60	229	0	100	42	243	36
ABHD13	1	24	26	26	28	50	89	133	6
ABHD14A	0	0	0	0	0	0	0	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0
ABHD14B	0	0	25	47	10	0	107	88	0
ABHD15	0	3	34	0	186	0	0	132	0
ABHD16A	0	14	0	0	0	27	333	0	16
ABHD16B	0	0	0	0	0	0	0	0	0
ABHD17A	0	1	0	10	0	16	2	6	0
ABHD17B	11	7	14	159	12	0	0	0	0
ABHD17C	18	68	23	446	21	130	293	64	1
ABHD2	33	46	64	193	81	126	387	79	32
ABHD3	64	184	7	750	250	32	0	203	17
ABHD4	2	5	11	0	857	158	0	81	8
ABHD5	105	17	26	94	150	116	361	101	24
ABHD6	172	0	52	19	397	76	296	232	0
ABHD8	0	2	0	0	0	0	0	0	0
ABI1	55	58	93	576	276	130	276	212	72
ABI2	106	32	0	330	255	0	337	50	15
ABI3	0	0	0	0	0	0	4	14	0
ABI3BP	0	7	0	0	14	0	0	0	0
ABL1	214	6	37	15	112	2	147	46	3
ABL2	113	35	100	590	263	36	322	218	100
ABLIM1	0	0	0	0	0	0	0	0	0
ABLIM2	0	0	0	0	0	0	0	0	0
ABLIM3	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	0
ABR	58	60	57	78	1	21	51	6	71
ABRA	0	0	0	0	0	0	0	1	0
ABRACL	196	285	110	807	627	177	647	690	150
ABT1	267	236	364	884	1278	424	1275	312	131
ABTB1	0	0	0	0	0	0	0	0	2
ABTB2	55	3	47	0	268	9	87	0	32
AC093375.1	0	1	0	18	14	0	0	0	0
ACAA1	49	37	33	781	391	84	486	97	29
ACAA2	120	228	386	659	623	152	1152	485	128
ACACA	259	99	239	1097	719	130	686	190	115
ACACB	0	25	0	0	0	0	0	0	0
ACAD10	27	43	1	43	55	2	218	0	0
ACAD11	0	0	0	0	0	0	0	0	0
ACAD8	0	15	74	220	42	66	214	45	27
ACAD9	63	7	1	138	33	69	454	584	31
ACADL	0	0	0	0	0	0	0	0	0
ACADM	78	77	60	184	188	59	431	60	56
ACADS	1	55	17	121	455	75	177	317	30
ACADSB	19	16	51	122	117	114	77	19	0
ACADVL	5	4	6	115	303	16	77	62	12
ACAN	0	0	0	0	0	0	0	0	0
ACAP1	0	0	0	0	0	0	0	57	0
ACAP2	115	38	4	458	221	84	137	131	75
ACAP3	2	0	1	16	0	0	0	23	0
ACAT1	0	105	83	499	103	43	236	105	26
ACAT2	452	237	757	2097	3490	817	3134	1478	562
ACBD3	20	109	44	101	104	2	48	206	21
ACBD4	0	0	0	0	0	0	0	0	0
ACBD5	14	4	27	252	90	0	25	0	17
ACBD6	72	0	11	312	299	46	231	232	30
ACBD7	0	0	0	0	0	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0
ACD	90	85	39	167	32	138	237	329	75
ACE	0	18	1	0	0	137	231	0	0
ACE2	5	49	225	653	622	265	1858	952	90
ACER1	0	0	0	0	0	0	0	0	0
ACER2	0	0	0	0	0	0	0	1	0
ACER3	8	6	0	108	41	85	0	0	0
ACHE	0	0	0	0	0	0	0	0	0
ACIN1	234	145	97	318	1103	76	1022	759	48
ACKR1	0	0	0	0	0	0	0	0	0
ACKR2	20	0	0	188	0	0	241	0	0
ACKR3	0	2	0	0	0	0	0	0	0
ACKR4	0	0	0	0	0	0	0	0	0
ACLY	461	323	366	1675	1587	258	2862	819	198
ACMSD	0	0	0	0	0	0	0	0	0
ACN9	60	196	51	283	136	122	383	162	44
ACO1	9	18	23	50	1	79	467	23	10
ACO2	57	65	109	500	347	5	926	193	87
ACOT1	0	0	0	0	1	0	12	4	2
ACOT11	0	1	0	17	0	0	0	0	0
ACOT12	0	0	0	0	0	0	0	0	0
ACOT13	62	210	82	580	535	62	551	84	15
ACOT2	0	7	3	0	6	0	23	82	17
ACOT4	0	0	0	0	0	0	0	0	10
ACOT6	0	0	0	0	0	0	0	0	0
ACOT7	2	116	24	1229	872	292	982	1775	68
ACOT8	0	83	43	134	571	108	28	1	57
ACOT9	17	1	19	0	0	0	0	78	0
ACOX1	181	134	155	676	70	197	489	202	23
ACOX2	0	0	0	0	0	0	0	0	0
ACOX3	0	15	1	0	199	141	195	0	1
ACOXL	0	47	6	179	8	61	15	0	21
ACP1	542	497	348	2152	1951	564	1788	1266	289
ACP2	53	0	14	0	93	0	0	0	7
ACP5	1	32	0	0	182	0	117	241	18
ACP6	0	0	0	56	63	0	127	0	0
ACPP	0	0	0	0	0	0	0	0	0
ACPT	0	0	0	0	0	0	0	0	0
ACR	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	72	0	0	0	0	0
ACRC	0	0	0	0	0	0	0	2	0
ACRV1	0	0	0	0	124	0	0	0	0
ACSBG1	0	0	0	0	0	0	0	0	0
ACSBG2	0	0	0	0	0	0	0	0	0
ACSF2	0	19	0	17	0	0	0	0	0
ACSF3	0	25	21	441	0	0	0	0	0
ACSL1	0	24	0	0	0	1	0	0	0
ACSL3	667	461	335	766	867	294	1989	826	526
ACSL4	66	57	65	275	140	123	657	111	53
ACSL5	0	0	0	0	0	0	0	0	0
ACSL6	31	1	0	0	1	0	0	106	0
ACSM1	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0
ACSM3	0	0	0	0	0	0	0	0	17
ACSM4	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	4	0	0	0
ACSS1	0	0	0	0	0	0	0	0	0
ACSS2	264	60	28	752	2048	181	648	133	144
ACSS3	0	0	0	0	0	0	0	0	0
ACTA1	2	0	0	2	2	1	5	2	0
ACTA2	0	0	0	0	1	1	0	0	0
ACTB	17368	11061	15571	61364	71414	22266	54464	62326	11617
ACTBL2	0	0	0	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0	0	1	1
ACTG1	2246	3303	4481	20713	15882	3658	20444	10999	2460
ACTG1P4	0	1	0	0	2	1	0	1	0
ACTG2	1	192	120	136	502	137	365	579	9
ACTL10	0	0	0	0	0	0	0	0	0
ACTL6A	236	98	182	303	459	69	235	339	100
ACTL6B	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0
ACTL8	51	0	0	0	0	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0
ACTN1	481	432	255	2217	1412	360	1776	1665	583
ACTN1-AS1	0	0	1	0	0	0	0	0	0
ACTN2	0	18	1	0	2	0	0	4	0
ACTN3	0	0	0	0	0	0	5	0	0
ACTN4	261	98	94	435	920	201	609	168	153
ACTR10	0	81	81	617	315	198	488	125	36
ACTR1A	26	90	141	1104	1067	424	844	497	86
ACTR1B	113	1	13	8	79	0	0	73	0
ACTR2	117	144	191	419	420	67	654	360	103
ACTR3	523	247	331	833	394	305	784	225	77
ACTR3B	25	8	23	66	151	0	5	0	2
ACTR3BP2	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0
ACTR5	0	27	24	32	122	0	0	141	6
ACTR6	61	65	47	71	37	130	443	78	37
ACTR8	37	47	109	414	227	105	671	236	129
ACTRT1	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0
ACTRT3	0	12	0	0	0	0	22	94	32
ACVR1	41	72	69	188	98	31	190	0	14
ACVR1B	92	15	10	37	130	150	0	104	0
ACVR1C	0	0	0	0	2	0	0	0	0
ACVR2A	0	23	19	37	0	53	150	0	0
ACVR2B	28	41	21	143	47	24	201	110	41
ACVR2B-AS1	0	0	0	0	0	0	9	0	0
ACVRL1	2	0	0	0	0	0	0	0	0
ACY1	1	0	2	0	12	23	16	16	2
ACY3	0	0	0	0	0	0	0	0	0
ACYP1	9	22	9	235	105	38	53	45	12
ACYP2	0	0	0	0	0	0	0	0	4
ADA	0	0	1	1	0	0	723	265	0
ADAD1	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	0	0	0
ADAL	0	46	45	165	115	174	398	11	105
ADAM10	187	181	66	566	280	178	870	165	103
ADAM11	0	0	0	0	0	0	0	0	0
ADAM12	0	0	0	0	0	0	0	0	0
ADAM15	139	5	9	483	0	12	108	255	51
ADAM17	220	108	108	354	343	144	500	166	66
ADAM18	0	5	0	64	55	0	66	79	0
ADAM19	0	2	17	0	0	0	0	0	32
ADAM1A	0	0	3	0	0	0	0	1	0
ADAM2	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	0	0	0	0
ADAM20P1	0	0	0	0	0	0	0	0	0
ADAM21	0	0	0	0	0	0	0	0	0
ADAM21P1	0	0	0	0	0	0	0	0	0
ADAM22	0	0	0	0	0	0	0	0	0
ADAM23	7	51	3	377	245	1	126	0	54
ADAM28	0	0	0	0	0	0	0	0	0
ADAM29	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0
ADAM32	0	0	0	0	20	0	2	0	0
ADAM33	0	0	0	0	0	0	0	0	0
ADAM3A	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0
ADAM8	5	0	0	0	1	0	0	0	0
ADAM9	611	152	158	874	621	431	762	214	79
ADAMDEC1	0	0	0	0	0	0	0	0	0
ADAMTS1	0	0	0	20	0	0	0	27	0
ADAMTS10	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0	19	0	0	0	0	0	0
ADAMTS13	0	0	0	0	0	0	0	0	0
ADAMTS14	0	0	20	1	0	0	15	0	0
ADAMTS15	0	0	0	0	0	0	0	0	0
ADAMTS16	0	0	0	0	0	0	0	0	0
ADAMTS17	0	0	0	1	0	0	1	0	0
ADAMTS18	0	0	1	0	0	0	0	0	0
ADAMTS19	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	0	151	0	0	0	0	0
ADAMTS20	0	0	0	0	0	0	0	0	0
ADAMTS3	0	2	23	0	114	0	38	0	0
ADAMTS4	0	0	0	0	0	0	0	0	0
ADAMTS5	0	0	5	1	5	0	3	0	0
ADAMTS6	0	7	0	0	71	0	119	0	0
ADAMTS7	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19698	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19702	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	0	0	0	0	0	0	0
ADAMTS9	0	0	0	0	0	24	88	5	25
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0
ADAMTSL2	0	0	0	0	0	0	0	0	0
ADAMTSL3	0	0	0	167	0	0	123	0	0
ADAMTSL4	66	2	1	44	0	5	5	109	0
ADAMTSL4-AS1	0	0	0	0	0	0	0	0	0
ADAMTSL5	0	17	0	62	0	0	179	0	0
ADAP1	0	0	0	0	0	0	0	0	0
ADAP2	0	0	0	0	0	0	0	0	0
ADAR	547	311	124	516	1291	185	1099	853	75
ADARB1	9	10	42	20	90	20	46	0	15
ADARB2	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0
ADAT1	51	18	116	1	163	0	0	0	62
ADAT2	41	8	20	0	43	14	16	0	0
ADAT3	0	3	0	0	0	3	13	0	0
ADCK1	111	50	50	178	855	29	276	0	0
ADCK2	64	108	75	134	33	94	309	155	81
ADCK3	1	25	35	311	564	0	402	107	25
ADCK4	0	5	6	0	0	0	101	6	0
ADCK5	0	33	64	339	215	0	78	189	0
ADCY1	0	0	0	0	0	0	0	0	1
ADCY10	14	1	19	11	13	11	89	18	8
ADCY10P1	0	0	0	0	0	0	0	0	0
ADCY2	0	0	0	0	0	0	0	0	0
ADCY3	0	0	0	0	1	0	18	0	2
ADCY4	0	0	0	0	0	0	0	0	0
ADCY5	0	0	0	0	0	0	0	0	0
ADCY6	0	0	0	0	0	0	0	0	0
ADCY7	0	0	0	0	0	0	7	0	37
ADCY8	0	0	0	0	0	0	0	0	0
ADCY9	0	7	0	7	0	20	0	16	0
ADCYAP1	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0
ADD1	124	61	46	364	841	42	619	122	54
ADD2	0	0	0	0	0	0	0	0	0
ADD3	58	43	52	580	189	214	228	60	83
ADD3-AS1	0	0	0	0	0	0	0	0	0
ADGB	0	0	0	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	0	0	0	0
ADH5	153	85	115	803	525	192	814	338	56
ADH6	0	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0
ADHFE1	0	0	0	0	0	0	0	0	0
ADI1	332	481	159	627	452	510	1682	1158	147
ADIG	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0
ADIPOR1	235	289	212	838	1243	410	846	627	328
ADIPOR2	95	97	49	301	731	93	595	153	34
ADIRF	0	0	0	0	0	0	0	0	0
ADK	93	126	109	45	478	183	249	326	127
ADM	117	124	24	1754	1	3	523	1157	0
ADM2	1	9	0	0	0	0	0	0	0
ADM5	0	1	0	0	0	0	44	0	0
ADNP	162	111	156	327	463	174	291	347	218
ADNP2	79	38	36	43	0	3	0	0	106
ADO	0	0	12	32	112	35	0	17	0
ADORA1	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	0	0	0	0	0	0	11	0	0
ADORA2A.uid_25802	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25803	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25805	0	0	0	0	0	0	0	0	0
ADORA2B	0	7	0	1	0	0	179	160	14
ADORA3	0	11	0	0	108	0	1	51	0
ADPGK	276	93	35	245	499	45	524	6	86
ADPGK-AS1	0	0	6	0	0	0	0	0	0
ADPRH	0	0	0	0	0	0	0	0	0
ADPRHL1	0	15	9	0	0	0	0	0	0
ADPRHL2	0	28	70	14	251	139	513	324	50
ADPRM	0	0	0	0	0	0	100	0	0
ADRA1A	0	0	0	0	0	0	0	0	0
ADRA1B	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	0	0	0
ADRA2A	0	0	0	0	0	0	0	0	0
ADRA2B	0	0	0	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0	0	0	0
ADRB1	0	0	0	0	0	0	0	0	0
ADRB2	0	0	0	0	0	0	0	0	0
ADRB3	0	0	0	0	0	0	0	0	0
ADRBK1	77	13	41	89	20	36	121	426	0
ADRBK2	63	118	38	1	158	99	180	62	2
ADRM1	390	640	463	3388	4498	1026	1396	3625	463
ADSL	200	251	360	1825	1385	194	880	1296	207
ADSS	54	51	65	72	150	39	260	62	31
ADSSL1	0	0	0	0	0	0	0	0	0
ADTRP	164	33	70	624	244	52	386	69	97
AEBP1	0	0	0	0	0	0	0	0	0
AEBP2	156	63	107	352	417	79	427	168	128
AEN	200	305	325	953	2139	489	1163	784	183
AES	36	4	0	203	351	0	0	48	4
AFAP1	120	17	10	104	15	9	215	63	1
AFAP1-AS1	25	7	0	2	0	0	308	0	0
AFAP1L1	0	1	0	0	114	0	0	0	0
AFAP1L2	0	0	0	0	0	0	0	0	0
AFF1	230	66	75	383	613	151	746	435	32
AFF2	0	0	0	0	0	0	99	0	0
AFF3	0	0	0	136	0	0	0	0	0
AFF4	223	64	168	363	797	0	278	386	56
AFG3L1P	1	0	6	54	222	5	98	51	48
AFG3L2	81	259	175	966	2234	123	1253	698	121
AFM	0	0	0	0	0	0	0	0	0
AFMID	2	32	1	107	39	0	48	0	10
AFP	0	0	0	0	0	0	0	0	0
AFTPH	10	201	47	400	159	67	459	46	3
AGA	80	17	18	41	1	92	91	0	0
AGAP1	14	99	72	278	40	61	202	85	26
AGAP11	0	0	0	0	0	0	0	0	0
AGAP2	0	5	0	0	0	0	0	0	0
AGAP2-AS1	0	0	0	0	0	0	0	0	0
AGAP3	35	105	58	232	453	137	88	425	3
AGAP4	0	0	0	0	0	3	0	0	0
AGAP5	0	0	1	0	0	0	0	0	0
AGAP6	0	1	0	5	0	0	23	6	0
AGAP7P	0	0	0	0	0	0	0	3	0
AGAP9.uid_13673	0	0	0	0	0	0	0	0	0
AGAP9.uid_14188	0	0	0	0	0	0	0	0	0
AGBL1	0	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0
AGBL3	0	9	0	0	0	0	20	0	0
AGBL4	0	1	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0	0
AGBL5	1	6	0	308	55	2	130	0	1
AGBL5-AS1	0	0	0	0	0	0	0	0	0
AGER	190	36	126	782	27	437	170	287	183
AGFG1	287	60	96	462	350	182	305	148	70
AGFG2	0	0	0	0	0	0	0	0	0
AGGF1	265	112	135	302	233	30	100	246	54
AGK	14	12	24	24	135	5	298	51	24
AGL	522	344	788	1939	1501	582	3933	533	286
AGMAT	0	0	6	94	0	0	0	0	0
AGMO	0	0	0	0	0	0	0	0	0
AGO1	0	47	75	642	376	1	390	2	25
AGO2	299	54	91	176	144	7	102	198	12
AGO3	0	9	0	7	83	0	16	0	22
AGO4	0	22	0	1	138	0	0	0	0
AGPAT1	0	7	36	0	548	25	8	134	0
AGPAT2	105	33	82	963	617	115	322	964	21
AGPAT3	31	35	0	0	0	0	1	0	0
AGPAT4	0	0	0	0	0	3	0	0	0
AGPAT4-IT1	0	0	1	0	0	0	0	0	0
AGPAT5	95	12	14	420	248	0	262	107	58
AGPAT6	160	135	53	594	542	59	148	441	43
AGPAT9	81	9	184	1219	1368	163	1062	242	52
AGPS	77	48	71	225	80	3	162	94	29
AGR2	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0
AGRN	1	8	8	90	182	68	13	20	20
AGRP	0	0	0	0	0	0	0	0	0
AGT	0	0	0	0	0	0	0	0	0
AGTPBP1	1	13	25	123	136	3	5	20	1
AGTR1	0	0	0	0	66	0	0	43	0
AGTR2	0	0	0	0	0	0	0	0	0
AGTRAP	19	49	20	367	503	46	459	186	70
AGXT	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0
AHCTF1	106	83	41	399	161	40	177	68	30
AHCTF1P1	21	17	5	93	150	24	29	12	12
AHCY	133	198	174	890	549	78	580	287	184
AHCYL1	332	42	82	735	404	97	335	207	98
AHCYL2	1	15	27	56	0	0	64	0	0
AHDC1	22	2	37	87	232	0	0	2	0
AHI1	17	0	0	0	40	42	14	0	34
AHNAK	1404	113	561	1717	1535	626	1585	1149	349
AHNAK2	0	0	0	0	0	0	0	0	0
AHR	29	16	0	0	30	0	0	0	0
AHRR	0	0	0	0	0	0	0	16	0
AHSA1	561	864	404	2694	2651	275	1932	2421	133
AHSA2	2	9	0	10	38	6	23	0	0
AHSG	0	0	0	0	0	0	0	0	0
AHSP	0	9	0	0	0	0	177	0	0
AICDA	0	0	0	0	0	0	0	0	0
AIDA	0	9	2	28	8	15	28	0	3
AIF1	0	0	0	0	22	0	0	3	0
AIF1L	707	262	697	4607	5330	1158	5749	1923	679
AIFM1	74	150	113	573	503	317	688	381	75
AIFM2	0	14	17	1	194	0	130	66	10
AIFM3	0	0	0	0	0	0	0	0	0
AIG1	0	0	0	0	0	0	0	0	0
AIM1	0	0	12	0	0	0	0	0	0
AIM1L	17	14	50	393	744	26	159	104	46
AIM2	0	7	0	0	0	0	0	0	0
AIMP1	428	447	405	1344	1765	501	1828	704	164
AIMP2	161	158	218	968	1684	368	523	1434	156
AIP	0	3	0	193	105	0	32	125	0
AIPL1	0	0	0	0	0	0	0	0	0
AIRE	0	1	6	81	98	1	0	0	0
AIRN	0	0	0	0	0	0	0	0	0
AJAP1	0	0	14	0	0	0	0	0	0
AJUBA	24	0	20	170	105	0	59	211	0
AK1	0	55	0	0	79	43	303	0	0
AK2	192	253	285	1596	1309	249	1425	1084	190
AK3	0	0	0	5	49	0	0	0	0
AK4	478	232	349	1377	1617	730	1806	1198	291
AK5	0	2	11	0	194	13	61	50	3
AK6	128	129	139	336	344	111	539	216	69
AK7	20	17	0	0	0	71	261	0	11
AK8	0	4	0	12	11	0	0	40	0
AK9	0	0	0	0	23	0	0	28	0
AKAP1	71	260	127	207	550	82	897	521	130
AKAP10	43	17	11	92	119	24	146	0	50
AKAP11	80	19	4	187	0	6	1	30	4
AKAP12	1817	519	300	2761	2872	636	2292	889	432
AKAP13	117	3	7	185	224	0	303	191	42
AKAP14	0	0	0	0	0	0	0	0	0
AKAP17A.uid_12557	0	0	0	0	0	0	0	0	0
AKAP17A.uid_13521	0	0	0	0	0	0	0	0	0
AKAP2.uid_11393	8	0	0	0	7	0	13	7	0
AKAP2.uid_11925	0	0	3	0	6	0	2	0	0
AKAP3	0	0	0	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0	0	0	0
AKAP5	15	4	0	0	0	0	0	0	0
AKAP6	0	0	0	0	0	0	0	0	0
AKAP7	0	0	0	0	0	0	0	0	0
AKAP8	2	61	17	49	242	64	69	192	104
AKAP8L	2	1	5	27	539	1	2	32	0
AKAP9	125	80	77	298	569	165	504	372	43
AKIP1	34	105	66	419	161	187	196	312	59
AKIRIN1	55	91	183	696	1019	88	938	335	88
AKIRIN2	94	121	84	90	799	65	615	397	70
AKNA	0	0	0	2	172	153	0	112	0
AKNAD1	0	0	0	0	0	0	0	0	0
AKR1A1	1049	371	599	2695	2166	711	3856	1939	393
AKR1B1	34	32	1	303	1	8	130	242	92
AKR1B10	0	0	0	0	0	0	0	0	0
AKR1B15	0	0	0	1	0	0	0	0	0
AKR1C1	0	0	0	0	0	0	0	0	0
AKR1C2	0	0	0	0	0	0	0	0	0
AKR1C3	0	0	0	0	0	0	0	0	0
AKR1C4	0	0	0	0	0	0	0	0	0
AKR1C6P	0	0	0	0	0	0	0	0	0
AKR1CL1	0	0	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	0	0	0	0	0
AKR1E2	0	0	0	0	0	0	0	0	0
AKR7A2	0	41	15	3	348	0	81	2	19
AKR7A2P1	0	1	0	6	9	0	4	0	1
AKR7A3	0	0	0	39	0	0	0	0	0
AKR7L	0	0	0	1	0	0	0	0	0
AKT1	260	66	49	668	232	87	22	201	66
AKT1S1	159	98	109	413	1166	69	313	221	66
AKT2	6	28	62	281	225	0	14	291	38
AKT3	0	2	4	121	181	41	104	1	1
AKTIP	49	30	51	40	123	55	358	94	46
ALAD	286	90	420	1858	1468	280	1491	1474	397
ALAS1	157	300	389	898	1842	160	1362	1402	342
ALAS2	0	0	1	0	0	0	0	0	0
ALB	0	0	0	0	0	0	0	0	0
ALCAM	0	0	0	0	0	0	0	0	0
ALDH16A1	0	16	0	0	0	0	3	12	0
ALDH18A1	92	0	6	142	0	0	0	20	15
ALDH1A1	0	0	0	0	0	0	0	0	0
ALDH1A2	0	0	0	0	0	0	0	0	0
ALDH1A3	0	0	0	0	0	0	0	0	0
