ACBD7	0	54	0	0	0	0	0	0	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0
ACD	284	0	508	603	116	118	493	480	37	54	207	429
ACE	1	48	0	0	60	15	76	0	0	0	169	0
ACE2	195	1	518	1653	1	1502	1325	1381	0	0	1	1
ACER1	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	11	0	0	51	21	187	0	0	6	0	44
ACER3	16	0	0	0	0	162	86	0	0	34	0	63
ACHE	0	0	0	0	0	0	27	0	0	0	0	0
ACIN1	138	50	130	413	479	335	451	1312	156	237	324	579
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0	0	0	97	1	212	43	0	86	0	1	0
ACKR3	0	0	23	0	1	5	9	181	0	0	0	0
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	1011	192	922	529	824	1751	1600	1702	613	112	384	379
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	105	153	69	478	281	405	473	488	2	238	108	180
ACO1	238	160	167	0	143	292	147	0	271	131	151	209
ACO2	90	0	260	185	267	350	381	43	174	85	22	451
ACOT1	0	0	0	0	0	6	0	0	0	8	0	0
ACOT11	0	0	0	0	224	0	88	0	36	0	7	0
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	186	72	0	330	47	161	341	131	59	153	109	188
ACOT2	0	0	0	0	1	0	13	0	0	32	0	0
ACOT4	0	0	0	0	0	91	2	580	0	0	0	0
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	521	450	441	959	602	495	646	1553	234	257	429	538
ACOT8	77	195	129	42	255	182	163	0	20	80	286	334
ACOT9	0	0	0	1	1	17	31	0	0	5	0	0
ACOX1	24	200	98	106	176	613	732	1610	172	104	93	34
ACOX2	0	0	0	0	0	0	0	0	0	1	0	0
ACOX3	0	0	19	86	0	5	35	0	0	0	4	0
ACOXL	0	55	0	0	0	136	0	0	37	9	124	229
ACP1	672	538	585	1019	1069	982	907	837	764	283	322	792
ACP2	0	2	58	0	0	70	0	0	128	187	0	0
ACP5	144	198	453	0	100	3	51	0	0	0	118	0
ACP6	77	0	0	0	0	177	0	0	0	0	0	0
ACPP	0	0	0	0	102	18	238	0	0	0	0	0
ACPT	0	0	0	0	1	0	0	0	0	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0	0
ACRC	0	0	32	70	0	37	1080	1	0	0	0	0
ACRV1	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG1	0	0	0	0	0	0	4	0	0	0	0	0
ACSBG2	0	0	0	0	0	0	0	0	0	0	0	0
ACSF2	0	86	1	1	0	0	34	0	0	4	0	0
ACSF3	69	0	0	84	0	48	0	0	0	4	153	115
ACSL1	0	0	0	0	0	0	0	0	0	0	0	0
ACSL3	151	444	678	1554	809	1338	660	2416	435	355	155	691
ACSL4	53	374	345	600	448	312	41	546	179	173	30	210
ACSL5	0	0	0	0	0	0	0	16	0	0	0	0
ACSL6	0	0	0	0	0	160	65	0	1	0	0	0
ACSM1	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	0	0	0	0	0	0	93	0	58	0	74
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	0	0	0	4	0	6	0
ACSS1	0	0	0	0	0	0	0	0	0	0	0	0
ACSS2	123	0	448	644	20	646	1332	1164	1	124	239	1
ACSS3	0	0	0	0	0	0	0	0	0	0	0	0
ACTA1	3	0	1	1	0	3	71	3	0	0	0	0
ACTA2	0	0	1	0	0	0	0	0	0	0	0	0
ACTB	53051	17050	35657	89453	20072	63347	71431	139603	9216	12422	13376	21782
ACTBL2	0	0	0	0	0	0	0	1	0	0	0	0
ACTC1	0	0	0	1	0	0	0	1	0	0	0	0
ACTG1	7472	9383	10457	14040	12341	9314	23769	13068	4629	5642	4778	12365
ACTG1P4	1	0	0	0	1	1	1	5	0	1	0	2
ACTG2	1	0	2	1	0	2	991	329	0	5	0	1
ACTL10	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6A	85	189	439	315	197	488	465	433	174	360	328	83
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	2	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	928	2	847	1432	13	1486	679	320	1	602	106	0
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	0	0	0	0	0	0	0	0	0	0	0	0
ACTN3	0	0	0	0	0	0	0	0	0	0	0	0
ACTN4	150	286	615	221	213	238	177	1821	44	104	312	430
ACTR10	216	163	247	273	95	301	254	486	109	101	139	227
ACTR1A	141	46	676	696	447	513	584	864	165	190	359	359
ACTR1B	11	0	0	64	0	49	0	598	58	2	62	6
ACTR2	68	151	103	342	152	120	331	875	197	208	58	155
ACTR3	347	351	180	787	324	756	451	269	267	114	274	397
ACTR3B	0	1	20	56	1	1	0	160	62	1	28	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0	31	0	0
ACTR5	90	0	27	199	70	296	48	0	25	67	146	191
ACTR6	147	17	170	463	180	391	502	209	188	208	130	207
ACTR8	204	0	9	13	237	147	199	0	299	351	244	179
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	0	0	1	0	0	0	0	50	0	0	0
ACVR1	10	13	52	103	61	209	55	321	156	10	24	196
ACVR1B	0	29	95	0	83	34	0	0	92	4	0	101
ACVR1C	0	0	0	0	15	0	0	0	0	0	0	255
ACVR2A	0	0	98	11	0	33	53	56	0	59	99	70
ACVR2B	2	106	119	89	8	106	106	1	1	16	93	26
ACVR2B-AS1	0	0	0	0	0	8	0	0	1	0	0	0
ACVRL1	0	0	0	0	40	0	0	0	0	0	0	0
ACY1	0	0	0	8	3	6	11	12	0	13	2	17
ACY3	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1	0	1	1	0	46	13	43	0	0	0	59	16
ACYP2	0	0	0	0	0	19	0	0	0	0	0	0
ADA	1	269	0	13	256	118	171	0	23	21	0	410
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	2	0	0	0	0	0
ADAL	118	122	2	0	93	93	158	101	0	61	23	33
ADAM10	115	223	58	342	254	296	214	406	145	190	124	288
ADAM11	0	0	0	0	0	0	0	0	0	0	0	0
ADAM12	0	0	0	0	0	0	0	0	0	0	0	0
ADAM15	215	1	535	527	2	221	83	773	0	0	0	0
ADAM17	89	149	285	127	83	235	220	653	69	42	83	223
ADAM18	0	340	0	0	96	39	0	29	0	58	238	13
ADAM19	0	1	0	0	0	102	61	39	0	0	0	2
ADAM1A	0	0	0	0	0	0	0	809	26	0	17	0
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	0	0	21	0	0	0	0
ADAM20P1	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21P1	0	0	0	0	0	0	0	0	0	0	0	0
ADAM22	0	0	0	0	0	0	0	0	1	0	0	0
ADAM23	1	1	213	0	181	11	0	3	100	14	0	0
ADAM28	0	0	0	0	0	0	0	0	0	0	0	0
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	1	0	0	0	0
ADAM32	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	0	0	0	0	0	0	0	0	0	0	0	0
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	0	0	0	0	0	0	0	0	0	0	0	0
ADAM9	343	0	294	313	114	267	527	2051	1	2	0	90
ADAMDEC1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	0	0	0	0	0	23	48	0	0	0	0	0
ADAMTS10	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0	0	0	0	0	0	0	61	0	74	0
ADAMTS13	0	0	0	0	0	0	0	212	0	0	0	39
ADAMTS14	1	0	0	0	12	0	0	0	46	0	0	0
ADAMTS15	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	0	0	0	0	0	8	0	1	0	0	0	0
ADAMTS18	0	0	0	0	0	0	0	1	0	0	0	0
ADAMTS19	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	0	0	40	91	0	0	0	0	0	1
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	0	0	0	0	0	14	0	0	10	0	0	0
ADAMTS4	0	0	0	0	0	0	1	0	0	0	0	0
ADAMTS5	0	0	0	0	0	12	0	0	0	0	0	0
ADAMTS6	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19698	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19702	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	0	0	0	112	1	0	0	0	0	0	0	0
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL2	0	0	0	0	0	1	0	0	0	0	141	0
ADAMTSL3	0	0	0	0	0	0	0	0	0	209	20	34
ADAMTSL4	0	0	463	0	0	0	1	0	1	0	0	0
ADAMTSL4-AS1	0	0	0	0	7	0	0	0	49	0	0	0
ADAMTSL5	84	113	0	4	11	0	0	120	0	0	95	0
ADAP1	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	0	0	0	0	0	20	0	0	0	0	0	0
ADAR	376	265	336	752	460	1130	192	810	590	446	60	220
ADARB1	0	0	46	59	203	0	29	1	0	0	55	0
ADARB2	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	86	51	76	438	9	50	67	0	111	0	0	177
ADAT2	0	0	0	379	45	198	33	0	0	48	0	0
ADAT3	1	0	2	292	39	93	37	489	0	8	7	91
ADCK1	4	0	179	45	31	13	0	0	17	32	72	188
ADCK2	78	0	54	0	0	76	3	1021	21	15	27	0
ADCK3	105	0	1	0	215	136	98	0	1	1	4	275
ADCK4	0	0	151	0	0	0	0	0	0	0	0	0
ADCK5	0	0	0	3	1	1	19	460	48	0	54	0
ADCY1	73	0	0	0	0	0	0	0	0	0	0	0
ADCY10	4	17	1	0	0	5	32	0	7	0	0	138
ADCY10P1	0	0	0	0	36	0	0	0	0	0	0	0
ADCY2	0	0	0	0	1	0	0	0	0	0	0	0
ADCY3	0	38	0	31	9	6	4	3	8	0	0	0
ADCY4	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	0	0	0	0	3	0	0	0	0	0	0	62
ADCY7	0	0	21	2	9	0	4	0	0	0	0	0
ADCY8	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	0	0	0	0	0	57	22	0	0	0	0	0
ADCYAP1	0	0	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	88	273	55	0	142	198	212	346	93	94	173	278
ADD2	0	0	0	0	0	0	0	0	0	77	0	0
ADD3	4	61	0	0	0	47	248	287	1	2	252	159
ADD3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ADGB	0	0	0	0	0	0	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	106	491	162	228	611	311	221	345	142	294	494	219
ADH6	0	0	0	0	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	0	0	0	0	0	0	7	0	0	0	0	0
ADI1	313	133	614	1721	1123	1345	1705	2708	281	395	202	160
ADIG	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	129	99	175	1337	265	279	273	2610	249	114	32	380
ADIPOR2	71	37	581	118	71	236	351	435	2	104	116	1
ADIRF	0	0	0	0	0	0	0	0	0	0	0	0
ADK	262	82	153	667	0	963	535	964	10	26	51	49
ADM	127	1	545	469	2	553	3263	2174	2	3	125	1
ADM2	0	0	0	0	0	0	0	0	0	0	0	0
ADM5	2	1	139	12	0	0	0	312	0	0	0	1
ADNP	179	332	80	315	248	369	177	509	370	409	178	350
ADNP2	14	276	130	184	0	84	227	1	188	236	18	305
ADO	0	0	24	0	42	0	16	1	0	42	0	0
ADORA1	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25802	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25803	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25805	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2B	8	155	18	6	0	5	0	0	353	157	97	131
ADORA3	0	0	0	0	33	0	0	0	0	0	0	0
ADPGK	370	556	129	115	246	24	307	300	21	293	155	214
ADPGK-AS1	0	0	50	0	0	0	0	0	1	0	0	0
ADPRH	0	0	0	0	0	0	0	0	0	0	0	0
ADPRHL1	0	0	0	0	0	0	1	0	0	0	0	0
ADPRHL2	267	3	53	180	183	346	486	1	424	389	317	642
ADPRM	0	33	0	0	82	16	163	0	111	87	0	0
ADRA1A	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1B	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2A	0	0	0	0	0	0	0	2	0	0	0	0
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	0	0	0	0	0	2	0	2	1	0	0	0
ADRB2	0	0	0	0	0	0	0	0	0	0	0	0
ADRB3	0	0	0	0	0	0	0	0	0	0	0	0
ADRBK1	112	0	105	54	67	0	0	123	62	0	123	279
ADRBK2	1	0	3	80	83	93	52	105	41	67	9	31
ADRM1	1476	950	2129	2009	1398	3074	1992	2539	1060	1197	1388	2779
ADSL	658	80	506	2177	239	930	680	2173	420	588	330	1076
ADSS	101	47	129	0	9	187	130	1	0	45	105	55
ADSSL1	0	0	0	0	0	0	0	0	0	0	0	0
ADTRP	190	30	406	306	76	303	374	1	0	55	0	0
AEBP1	0	148	0	0	0	0	0	0	77	0	0	0
AEBP2	42	189	39	164	93	57	180	0	28	38	0	79
AEN	423	408	919	772	657	352	657	2778	403	162	581	741
AES	0	0	0	0	8	0	0	0	0	1	0	0
AFAP1	87	0	0	23	0	240	109	0	0	1	99	0
AFAP1-AS1	1	0	0	0	0	27	0	0	0	0	0	0
AFAP1L1	0	0	0	0	3	18	0	0	0	0	0	55
AFAP1L2	0	0	0	0	0	0	0	0	0	0	0	0
AFF1	133	202	112	477	72	310	10	1642	274	12	67	42
AFF2	0	0	0	0	0	0	0	0	0	0	0	0
AFF3	0	0	0	0	0	1	0	1	1	0	0	0
AFF4	189	78	328	227	106	23	257	739	25	79	108	259
AFG3L1P	3	137	206	0	67	134	37	838	82	0	16	0
AFG3L2	506	504	576	302	593	874	463	398	190	428	314	637
AFM	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	71	11	143	1	20	24	149	112	0	5	8	0
AFP	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	25	394	193	48	190	47	106	606	146	203	315	117
AGA	0	0	0	0	0	0	110	0	0	0	1	0
AGAP1	64	0	38	50	27	36	45	1	21	6	2	1
AGAP11	0	0	0	0	0	0	0	0	0	0	0	0
AGAP2	0	1	0	0	0	0	0	1	0	0	0	0
AGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
AGAP3	51	0	131	10	1	114	127	0	55	0	0	0
AGAP4	0	0	0	0	0	2	0	0	0	0	0	0
AGAP5	0	0	0	0	0	5	0	0	0	0	0	0
AGAP6	1	0	50	1	3	5	0	29	0	8	33	0
AGAP7P	0	0	1	0	0	0	0	0	0	0	3	0
AGAP9.uid_13673	0	0	0	0	0	0	0	0	0	0	0	0
AGAP9.uid_14188	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0	0	0	0
AGBL3	0	0	6	0	35	0	17	106	0	0	0	0
AGBL4	0	0	0	12	0	0	0	0	0	0	0	79
AGBL4-IT1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	1	0	1	1	13	1	1	3	1	0	1	0
AGBL5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
AGER	60	21	117	187	0	396	549	0	37	67	0	0
AGFG1	87	259	211	114	117	70	43	596	310	224	35	254
AGFG2	0	0	0	0	0	0	0	0	0	0	6	1
AGGF1	7	209	36	108	569	21	34	173	117	75	224	113
AGK	149	237	87	0	310	109	0	0	0	0	126	0
AGL	201	2734	812	290	3015	347	412	3374	1321	1211	1066	2191
AGMAT	0	0	0	0	0	0	0	1	0	0	0	0
AGMO	0	0	0	0	0	0	0	0	0	0	0	0
AGO1	15	4	1	28	102	77	61	617	0	169	0	133
AGO2	46	0	277	199	31	403	320	72	2	0	0	1
AGO3	59	104	0	38	0	85	84	0	47	22	0	39
AGO4	0	0	1	0	0	1	61	0	0	0	15	0
AGPAT1	22	243	39	0	13	3	39	380	11	1	1	0
AGPAT2	238	1267	1413	1028	393	1217	168	4419	188	94	336	87
AGPAT3	0	0	0	0	11	0	13	0	0	41	0	2
AGPAT4	0	0	0	0	0	0	4	0	2	0	0	0
