AAED1	13	35	0	78	0	19	55	46	0	27	22	43	88	0	0	66	32	0	5	0	72	77	21	37	16	10	102	51	3	84	54
AAGAB	132	405	330	804	531	409	238	1339	593	690	427	788	250	346	462	696	620	105	167	768	273	697	743	132	667	396	309	334	142	582	582
AAK1	249	273	668	582	273	295	324	425	108	613	289	519	103	166	341	305	245	538	444	211	247	292	354	153	233	153	118	305	256	480	353
AAMDC	98	0	95	35	37	55	0	6	0	95	41	28	0	136	81	33	17	0	55	6	1	4	43	1	29	14	0	9	46	38	0
AAMP	1171	900	2274	4449	2904	2404	2101	4907	1640	3530	2905	2916	1634	1503	1867	3772	3276	2866	1167	3035	974	2292	3072	1475	3258	2624	1533	1796	909	1469	1000
AANAT	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	420	180	652	710	668	439	357	552	469	594	697	249	565	544	515	809	413	737	263	526	289	493	595	240	615	444	541	164	167	491	220
AARD	0	0	0	0	0	0	0	0	0	40	0	4	0	0	0	0	0	61	4	0	0	6	0	0	0	0	0	2	0	0	0
AARS	807	341	857	1400	1613	850	490	1960	705	1416	612	1286	346	493	874	622	1473	1152	747	286	97	1040	1065	299	743	538	361	460	557	526	437
AARS2	163	0	293	270	342	4	171	313	64	545	178	300	87	485	309	62	386	0	173	80	38	165	91	106	146	110	82	58	127	59	0
AARSD1	15	4	8	14	12	13	2	14	1	19	2	15	10	5	10	12	12	24	3	9	5	12	8	0	5	5	8	1	2	16	3
AASDH	3	6	154	280	58	62	71	39	143	224	54	153	122	111	115	215	59	0	34	82	78	187	71	30	31	15	160	49	28	0	3
AASDHPPT	107	117	385	904	465	465	273	953	732	1193	826	742	187	280	277	372	1037	355	286	110	697	487	577	220	563	251	267	304	251	627	237
AASS	35	9	301	55	353	85	33	221	8	190	47	67	3	157	181	67	19	0	140	81	52	32	22	29	21	20	6	28	98	86	41
AATF	1067	630	1125	1307	768	968	451	1694	757	1395	1528	1597	532	181	867	895	949	480	996	756	939	896	1279	204	1052	666	503	641	857	1098	753
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	35	0	0	0	0	19	0	0	2	0	0	13	0	0	0	4	0	0	0	0	28	0	0	0	0	1	0	0
ABCA1	280	0	165	0	28	0	17	0	0	242	5	60	0	125	564	80	23	0	69	0	0	0	83	35	2	1	0	14	56	0	0
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	15	5	53	63	6	17	5	51	52	20	4	31	9	16	47	27	3	0	0	25	19	56	71	17	10	9	8	26	0	13	13
ABCA12	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	37	0	0	0	28	0	0	0	0	11	0	0	0	0	0	60	7	0	16	0	0	11	0	0	0	0	0	12	12	0	0
ABCA17P	0	1	0	0	0	0	0	66	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	25	24	0	6	0	0	4
ABCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	11	10	0	0	0	0	0
ABCA3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA4	0	0	46	0	5	0	0	29	0	22	0	30	0	0	33	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
ABCA5	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	1	0	0	0	0	0	0	0
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	25	57	28	42	0	0	31	0	40	7	131	0	0	13	55	0	0	38	0	0	0	21	18	16	5	0	16	25	7	19
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	50	76	103	81	146	15	8	100	171	105	49	172	60	268	39	30	95	431	82	98	99	71	148	4	13	9	88	51	68	1	123
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	46	29	0	0	0	0	0
ABCB5	75	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB6	562	327	327	655	486	370	216	894	117	695	261	833	374	17	223	890	773	801	453	553	397	639	368	249	180	161	347	213	339	90	379
ABCB7	255	6	169	0	149	121	75	86	34	145	173	64	0	42	126	84	209	0	11	170	122	33	177	270	104	57	0	61	13	65	6
ABCB8	45	138	222	90	105	96	0	304	81	465	168	146	120	121	132	201	382	0	76	41	36	279	209	113	359	288	102	40	56	285	139
ABCB9	0	0	0	0	0	0	4	53	0	1	0	103	0	0	0	0	0	0	0	0	0	0	0	0	12	19	0	2	0	51	0
ABCC1	0	0	5	0	0	2	12	45	0	35	30	19	0	177	17	0	0	0	10	21	0	0	0	0	0	0	0	0	11	0	0
ABCC10	6	4	155	96	164	49	15	330	0	48	0	139	183	138	75	0	118	28	194	0	83	0	5	0	61	40	182	19	155	132	3
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	0	15	0	0	10	44	62	0	0	0	9	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC2	0	0	28	33	2	0	0	10	0	86	0	0	0	46	4	0	0	0	33	0	56	0	20	26	42	26	0	24	20	0	0
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	7	0	44	1	69	54	0	25	0	37	0	147	51	0	23	0	60	0	20	0	0	0	25	1	0	0	80	10	13	96	0
ABCC5	280	277	296	17	606	256	416	658	256	414	97	253	12	1	214	212	693	123	236	211	183	188	328	163	466	305	12	322	148	275	383
ABCC5-AS1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	1	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ABCC6P2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ABCD1	0	0	12	31	27	2	1	12	0	105	0	5	0	0	0	82	58	0	26	2	0	0	16	34	0	0	0	0	25	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	320	76	445	568	636	163	153	418	754	744	483	956	349	210	96	283	483	109	74	366	263	298	467	22	136	76	494	242	48	295	133
ABCD4	164	0	54	39	62	27	1	18	25	135	75	184	119	422	92	8	91	50	29	6	0	78	9	83	36	32	109	0	23	68	3
ABCE1	1277	348	778	1270	832	451	505	1196	977	1564	1026	1330	227	310	383	1028	1495	69	658	573	840	741	1046	265	652	295	373	639	527	844	694
ABCF1	1523	888	1626	2724	2477	1332	1060	2082	672	2209	1692	1440	667	1224	1234	2010	2019	495	1970	1177	1308	2030	2029	1139	1641	1182	718	969	1393	1486	1261
ABCF2	1302	837	1452	1602	2131	1633	1227	2852	895	1927	1731	2212	715	888	1015	2540	2406	1971	1307	776	1070	1249	1676	628	1514	1087	688	832	998	1830	1036
ABCF3	986	261	358	1423	773	628	244	1165	691	584	411	423	451	306	678	390	829	729	408	1409	233	657	573	150	508	388	424	322	362	832	309
ABCG1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	730	1161	1678	2599	2283	3027	2253	3902	2503	3572	2315	3262	2162	474	661	2877	3764	1849	1570	1992	2552	2681	4203	1179	1473	826	2867	1417	1252	1910	1885
ABCG4	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	8	0	0	0	0	0	0	2	0
ABHD10	354	57	186	226	89	7	20	196	36	304	192	23	43	25	60	114	156	96	13	6	49	102	149	83	108	36	66	93	10	432	91
ABHD11	257	641	734	1293	595	586	347	1070	211	855	608	860	398	347	165	517	815	1263	491	486	534	726	1305	671	832	614	387	315	329	413	805
ABHD12	245	91	502	243	138	360	270	762	260	395	199	158	168	734	245	843	323	726	227	509	184	242	220	351	225	196	202	73	157	108	140
ABHD12B	0	33	176	0	201	14	0	22	32	216	3	163	17	349	89	101	2	1	85	0	0	7	74	25	113	82	29	19	71	61	48
ABHD13	0	12	70	0	9	39	27	27	92	103	21	25	0	0	16	0	196	0	0	128	0	45	78	1	8	4	0	14	0	79	15
ABHD14A	62	0	9	0	12	3	8	28	0	34	36	22	56	0	0	0	0	0	25	0	8	0	0	0	0	0	44	6	20	25	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	116	86	279	110	256	188	148	236	101	284	113	221	203	116	19	541	69	10	108	265	53	41	140	172	103	71	231	53	78	68	136
ABHD15	0	0	0	151	11	7	0	92	0	48	65	53	0	0	35	0	0	0	124	0	0	65	0	0	0	0	0	3	77	128	1
ABHD16A	0	218	210	407	196	85	86	372	96	236	167	142	66	56	356	392	175	233	171	178	89	303	159	145	77	59	63	38	87	283	294
ABHD16B	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ABHD17A	0	7	1	8	6	4	5	9	8	4	4	0	5	8	3	0	3	0	5	0	0	5	7	0	1	0	7	3	3	0	6
ABHD17B	0	13	20	234	164	80	49	101	92	105	12	153	0	17	193	24	163	0	31	142	34	214	126	20	104	54	0	62	13	12	23
ABHD17C	205	112	278	0	147	27	18	96	70	195	164	347	248	40	244	13	125	396	66	2	151	289	154	27	169	74	335	70	40	200	193
ABHD2	558	63	113	223	207	107	96	190	234	342	158	226	84	92	93	241	194	282	114	301	163	365	189	57	96	74	98	162	93	210	69
ABHD3	93	1	59	149	145	131	49	135	143	101	117	348	157	1	125	170	98	0	16	233	31	59	99	90	3	0	169	48	16	10	1
ABHD4	539	2	196	506	110	335	21	484	0	296	230	116	508	0	132	613	452	0	173	243	129	287	323	230	188	96	518	219	140	131	6
ABHD5	646	78	390	843	645	388	494	808	882	923	753	627	636	439	559	871	546	26	456	725	495	291	426	179	833	463	904	314	329	392	98
ABHD6	92	0	0	0	34	0	20	28	0	38	60	0	193	13	0	154	11	0	46	10	0	0	6	0	71	33	212	0	40	0	0
ABHD8	0	0	34	13	117	127	12	40	17	56	9	10	61	0	2	77	20	82	19	0	2	54	76	80	28	20	54	17	13	41	1
ABI1	234	276	482	963	522	273	158	564	199	554	480	377	554	275	40	426	652	366	287	213	247	290	458	300	218	145	619	260	226	490	379
ABI2	121	0	63	93	143	38	0	93	42	335	19	86	116	71	41	66	264	546	120	0	290	0	204	0	2	4	122	37	102	610	0
ABI3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	273	19	38	8	65	52	87	180	0	190	154	121	134	0	91	103	209	0	151	56	31	64	170	0	43	26	113	135	103	1	38
ABL2	186	0	148	185	127	59	73	372	75	77	32	213	1	0	160	173	178	0	111	0	55	93	43	58	37	28	0	24	75	115	0
ABLIM1	0	0	0	0	3	41	0	0	0	50	0	0	0	0	0	0	12	0	3	0	1	0	0	0	49	26	0	0	1	0	0
ABLIM2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ABLIM3	0	0	43	106	0	3	5	49	47	8	22	12	73	0	5	109	27	0	4	173	1	0	71	0	0	0	71	18	1	96	0
ABO	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	126	0	258	53	15	6	2	194	144	465	61	212	37	179	262	285	71	7	187	0	39	46	98	148	241	179	43	28	163	109	0
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	147	249	384	423	513	191	90	232	205	650	377	422	210	333	558	339	322	122	78	171	322	437	364	264	393	184	268	112	67	559	474
ABT1	1499	1075	1778	1929	1867	1059	997	1597	739	1910	1623	1509	858	1461	1339	1230	2134	1279	1271	990	1001	1359	2207	875	2030	1518	886	782	952	1564	1324
ABTB1	0	0	3	0	54	17	0	33	0	87	6	121	0	52	56	0	0	10	72	0	37	0	17	0	0	0	0	15	45	0	0
ABTB2	348	1	185	332	184	10	13	194	67	323	259	27	0	6	117	45	396	32	56	0	65	15	87	4	181	161	0	138	37	0	0
AC093375.1	4	3	0	0	0	3	0	0	0	5	4	0	0	3	0	0	4	0	2	7	0	0	3	0	0	0	0	0	1	1	2
ACAA1	721	517	512	762	476	435	468	931	305	732	752	901	206	131	249	1192	572	940	307	619	174	596	701	570	334	247	168	213	192	647	588
ACAA2	738	866	486	1184	1274	583	584	1108	921	1192	958	1856	620	757	530	1226	643	1194	450	1585	381	1187	1197	453	988	661	657	415	326	130	1166
ACACA	198	75	502	584	569	259	258	1488	311	1069	703	881	214	178	378	308	656	608	287	731	533	543	594	175	116	97	228	224	187	288	117
ACACB	0	0	5	0	4	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACAD10	0	0	108	75	255	67	48	3	0	180	77	32	0	16	155	156	150	0	25	184	23	0	94	63	153	117	0	0	21	0	0
ACAD11	0	0	0	0	0	1	0	0	0	9	0	0	0	6	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0
ACAD8	96	111	388	784	362	141	161	430	297	436	9	178	268	45	252	120	154	110	272	152	180	350	320	271	162	98	369	228	206	346	139
ACAD9	314	58	293	584	235	267	83	298	18	741	199	297	154	387	343	759	294	780	248	215	69	121	318	187	437	310	156	135	195	202	82
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	436	87	450	806	392	276	118	1016	513	715	528	391	142	320	346	974	247	315	407	388	67	615	585	279	627	337	258	222	301	325	169
ACADS	10	0	210	0	4	60	16	68	0	107	0	163	0	45	14	80	14	1	27	1	0	0	86	19	15	22	0	64	22	0	0
ACADSB	383	44	62	229	138	92	68	207	19	193	47	182	0	104	267	187	172	108	76	277	75	330	201	5	64	35	0	82	68	193	94
ACADVL	295	415	483	561	695	748	320	685	184	597	692	1164	1372	333	180	726	527	495	342	368	278	729	609	245	337	263	1265	234	268	725	484
ACAN	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	0	28	4	0	2	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	30
ACAP2	95	96	352	469	420	115	119	598	384	520	532	332	134	233	126	401	477	534	243	0	316	276	296	82	266	124	233	39	179	582	166
ACAP3	16	37	9	1	10	0	2	97	0	18	7	13	0	0	0	44	52	0	0	0	0	1	24	12	0	0	0	15	0	0	19
ACAT1	410	224	375	962	608	524	148	646	298	1146	876	880	82	96	315	517	570	26	369	820	498	322	417	72	678	428	95	246	242	366	333
ACAT2	1813	1177	1305	2328	960	1339	1332	1921	1134	2163	1818	1778	913	1313	595	2116	2332	1183	1349	2187	1009	1178	1581	798	2621	1684	1057	783	1023	959	1567
ACBD3	99	106	375	202	313	119	121	128	88	516	62	285	232	110	186	42	318	0	235	14	134	28	76	87	288	161	307	75	193	195	173
ACBD4	0	0	0	85	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
ACBD5	231	45	41	234	75	99	111	183	0	439	110	62	39	185	145	123	263	0	124	37	15	77	66	59	47	37	47	14	132	108	69
ACBD6	88	48	119	165	89	35	85	151	71	205	153	240	95	35	165	100	66	137	95	0	24	234	223	0	94	79	86	12	83	397	63
ACBD7	0	0	5	17	12	0	8	0	0	24	0	0	0	0	0	0	3	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	453	128	327	621	343	305	237	576	250	409	371	699	197	328	239	392	445	412	163	128	223	239	326	387	413	351	187	200	126	210	139
ACE	0	0	40	10	0	8	0	31	0	49	0	0	6	9	26	0	0	0	7	0	0	0	1	0	0	0	8	0	2	0	0
ACE2	0	1	13	62	34	64	63	0	274	112	18	15	60	0	0	136	165	284	22	269	66	53	139	248	67	36	92	23	20	101	2
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	6	0	45	0	0	7	31	0	0	90	41	11	63	7	1	131	100	0	2	0	19	3	1	7	1	0	76	15	3	0	0
ACER3	70	156	328	600	203	131	134	815	333	292	363	100	99	140	105	435	447	481	288	201	276	213	388	95	189	97	148	74	238	374	244
ACHE	24	0	0	0	0	0	0	58	64	3	0	0	0	22	0	0	0	0	0	0	0	0	5	25	0	0	0	24	0	0	0
ACIN1	663	237	623	552	929	423	341	1065	186	898	520	573	840	442	407	908	754	686	591	583	266	787	681	397	442	336	884	308	390	441	317
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	29	113	79	26	197	78	66	398	73	321	106	176	91	133	67	210	76	7	135	110	115	261	349	243	203	140	101	37	97	423	148
ACKR3	3	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR4	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	617	493	1069	1901	859	859	866	1134	660	1664	1190	1459	275	440	856	855	1800	294	483	1134	848	731	1004	303	643	483	334	757	352	676	651
ACMSD	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0
ACN9	416	120	462	718	454	366	330	592	236	643	493	721	238	230	374	871	395	459	273	258	385	543	543	61	612	309	341	276	203	547	220
ACO1	1113	64	486	254	219	115	59	117	0	274	345	396	151	110	117	218	137	4	110	268	0	290	330	95	272	173	149	75	81	110	75
ACO2	636	247	620	359	774	486	115	866	451	767	745	744	208	212	351	488	791	166	341	432	244	477	672	278	567	439	211	75	275	269	244
ACOT1	0	0	6	4	7	1	0	0	1	1	4	5	8	0	0	2	1	0	5	0	0	0	1	0	0	0	5	4	3	5	1
ACOT11	144	0	83	28	55	0	0	0	0	102	0	10	0	18	63	0	34	0	71	0	0	0	0	0	0	0	0	0	51	0	0
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	642	119	247	502	329	227	165	708	126	488	106	363	274	51	128	210	297	459	214	0	133	316	280	82	283	191	297	69	195	250	163
ACOT2	2	44	46	9	40	35	20	46	16	26	93	54	23	0	40	64	39	0	52	19	0	35	53	1	48	27	13	46	38	98	48
ACOT4	1	0	41	0	0	28	17	28	0	0	0	48	42	0	115	71	86	0	0	0	0	78	49	51	0	0	67	0	0	0	0
ACOT6	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ACOT7	231	276	959	932	740	622	302	1324	381	1350	826	541	736	649	710	839	941	722	571	709	276	691	795	311	564	471	752	339	415	428	327
ACOT8	108	0	212	74	87	149	6	93	46	177	92	65	31	34	88	162	27	41	129	336	18	20	99	57	44	40	26	34	86	41	0
ACOT9	146	51	6	0	7	16	0	0	0	189	84	0	121	0	53	82	0	0	20	0	70	0	42	1	0	0	158	0	23	0	67
ACOX1	367	259	358	1330	330	550	262	1113	615	654	711	425	444	636	347	660	657	365	309	745	694	486	821	353	603	396	506	378	203	591	412
ACOX2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	4	59	66	127	37	15	97	0	37	75	80	67	3	177	50	21	15	0	97	345	116	66	93	147	219	153	1	18	93	227	81
ACOXL	43	276	252	290	82	289	23	171	248	489	130	291	0	116	201	120	142	492	74	0	220	37	143	11	64	41	0	37	49	114	291
ACP1	1770	945	1080	1996	1522	1278	895	2287	949	1454	1239	1792	770	721	923	1866	1511	1430	913	1120	1137	1152	1285	483	2036	1286	917	946	607	1431	1431
ACP2	319	0	131	0	37	11	0	61	159	71	59	66	168	0	77	146	21	0	1	0	12	296	98	51	19	15	183	24	1	211	0
ACP5	4	0	47	88	3	17	74	104	0	310	244	187	0	32	183	292	189	0	49	0	0	0	159	81	69	68	0	18	49	1	0
ACP6	0	0	172	19	72	26	55	211	0	109	100	204	5	107	0	102	7	0	72	0	0	226	198	0	152	81	1	17	62	0	1
ACPP	0	0	0	86	76	16	0	0	0	71	0	0	0	165	39	0	0	0	0	1	0	116	0	0	0	0	0	0	0	0	0
ACPT	0	0	0	3	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRC	0	0	69	0	0	19	0	0	0	0	0	0	0	23	0	14	33	0	1	1	0	0	0	0	0	1	0	15	0	0	0
ACRV1	56	8	13	21	2	3	0	0	0	8	0	0	0	0	0	10	10	0	0	18	0	0	20	0	0	0	0	9	0	0	9
ACSBG1	0	0	0	0	1	0	0	2	0	0	0	96	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
ACSBG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ACSF2	0	0	0	0	35	0	0	0	0	22	0	0	0	242	0	0	0	0	0	0	77	2	0	0	0	0	0	0	1	0	0
ACSF3	219	0	42	166	82	127	0	121	0	70	0	46	100	136	27	0	139	91	0	74	14	0	60	9	1	2	99	23	0	0	0
ACSL1	385	1	21	0	0	0	0	0	0	166	70	117	0	5	14	0	94	0	53	0	0	10	7	0	70	44	0	31	49	75	5
ACSL3	1262	276	1459	467	984	671	583	1522	1058	2564	1614	1309	618	1363	1411	1013	1965	238	1027	368	1062	979	1617	483	579	288	799	537	832	867	420
ACSL4	257	1	234	55	112	73	54	230	0	141	38	90	75	173	25	156	116	0	75	0	177	168	177	28	69	29	108	61	48	158	7
