ABCC4	2	0	0	22	0	50	0	0	126	0	0	18	0	1
ABCC5	21	205	5	9	3	141	10	61	67	0	79	55	109	2
ABCC5-AS1	0	9	6	0	0	6	4	0	0	0	0	0	2	0
ABCC6	0	0	0	0	0	23	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1	0	0	3	1	0	0	2	0	17	0	0	6	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	13	115	25	22	8	178	28	43	84	115	111	220	156	2
ABCD4	15	25	1	0	0	69	0	20	2	32	46	15	0	0
ABCE1	126	122	36	62	57	133	37	166	190	70	176	138	123	52
ABCF1	304	462	232	166	326	568	193	301	339	206	397	214	294	86
ABCF2	241	88	34	103	155	346	45	231	343	104	128	475	293	95
ABCF3	15	103	2	16	11	148	4	182	81	90	24	75	60	11
ABCG1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ABCG2	0	0	0	0	0	0	0	0	50	0	2	4	0	0
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ABHD10	6	63	0	0	0	66	0	30	66	35	1	49	11	1
ABHD11	11	67	95	16	32	140	96	24	48	30	98	81	19	0
ABHD12	150	174	46	110	101	337	39	321	186	146	107	159	40	64
ABHD12B	27	58	94	9	42	0	83	23	101	5	36	64	104	66
ABHD13	12	0	0	1	0	28	0	26	13	31	55	16	45	3
ABHD14A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	23	0	0	19	4	24	0	20	27	0	1	100	0	0
ABHD15	12	95	0	3	21	1	0	28	1	12	42	16	0	0
ABHD16A	24	26	17	26	0	13	17	18	37	45	119	58	6	0
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ABHD17A	6	0	0	2	2	15	0	0	10	2	1	3	8	3
ABHD17B	9	37	0	40	16	22	0	68	5	80	44	28	29	4
ABHD17C	69	176	42	39	70	276	42	114	178	62	150	75	133	93
ABHD2	8	211	57	14	9	49	49	58	60	3	35	35	94	58
ABHD3	7	62	11	13	0	14	5	8	54	3	17	33	83	0
ABHD4	0	48	0	0	0	36	0	0	1	0	0	0	0	0
ABHD5	0	116	0	2	14	108	2	64	108	9	44	81	23	14
ABHD6	14	197	25	1	5	98	30	95	6	0	20	81	32	0
ABHD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	18	207	58	21	21	91	62	146	145	65	149	126	31	99
ABI2	13	0	0	24	1	53	0	18	47	67	35	54	64	4
ABI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ABL1	27	118	49	7	43	112	41	71	34	105	109	1	17	3
ABL2	51	214	16	30	18	105	25	36	173	87	81	10	149	59
ABLIM1	0	4	0	0	0	0	0	0	4	2	0	0	0	0
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	0	33	0	0	0	0	0	0	1	0	0	17	0	0
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	58	79	27	12	25	312	24	99	37	15	176	54	102	4
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	77	315	0	53	17	356	0	94	118	201	85	125	107	2
ABT1	197	308	15	97	11	100	15	158	226	213	219	302	209	48
ABTB1	12	0	0	0	0	0	0	4	1	0	0	0	0	0
ABTB2	30	22	0	23	2	82	0	73	39	23	21	25	138	64
AC093375.1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
ACAA1	44	221	99	90	19	260	120	174	138	141	148	266	75	125
ACAA2	93	384	72	61	49	163	78	179	159	282	87	181	181	133
ACACA	8	31	4	85	6	16	1	28	102	3	4	121	64	73
ACACB	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ACAD10	5	44	47	0	0	27	46	19	14	7	1	20	41	0
ACAD11	0	0	0	0	0	0	0	0	1	0	0	2	0	0
ACAD8	7	80	13	29	0	126	10	7	37	49	31	12	102	6
ACAD9	15	77	58	26	3	121	65	16	14	6	100	51	8	4
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	44	118	36	5	21	124	46	55	41	66	109	15	9	32
ACADS	167	238	68	47	90	445	57	302	107	87	126	269	245	45
ACADSB	7	68	0	3	1	12	0	12	34	59	49	16	33	19
ACADVL	67	42	21	37	73	42	22	106	37	1	28	39	113	39
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	1	4	5	3	0	0	7	0	0	0	0	0	0	6
ACAP2	29	43	46	40	124	205	46	60	72	25	119	80	82	15
ACAP3	2	14	0	0	33	9	0	0	5	1	60	9	0	0
ACAT1	1	38	42	1	1	2	33	44	32	0	2	33	112	0
ACAT2	23	230	3	25	0	24	2	128	17	18	84	332	49	6
ACBD3	156	157	43	43	34	71	44	56	80	65	73	101	15	31
ACBD4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACBD5	2	27	0	5	2	2	1	20	16	12	35	22	122	20
ACBD6	13	42	45	19	29	23	49	58	43	7	16	63	11	35
ACBD7	1	0	0	0	0	0	0	0	0	0	1	0	1	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	14	120	83	3	25	155	90	108	83	51	152	129	140	41
ACE	92	133	144	121	67	14	138	206	5	85	114	164	350	43
ACE2	0	0	0	16	0	0	0	3	137	0	0	1	0	0
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	0	4	0	1	0	1	10	0	0	0	31	0	5
ACER3	0	0	0	10	28	0	0	18	14	50	0	0	0	0
ACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACIN1	297	495	108	148	171	199	91	149	215	93	154	77	161	106
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ACKR3	0	0	0	0	1	0	0	0	0	0	0	33	0	0
ACKR4	0	0	1	0	0	0	1	0	0	0	0	0	10	0
ACLY	99	234	8	66	63	239	16	141	218	88	167	151	102	27
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	68	288	36	22	52	99	27	164	143	128	122	220	99	7
ACO1	0	74	1	5	22	97	0	0	32	21	40	32	43	2
ACO2	1	37	21	12	4	34	30	95	61	25	5	178	26	5
ACOT1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACOT11	38	112	6	3	40	16	6	41	0	71	5	12	11	18
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	39	150	0	19	10	1	0	47	23	111	4	61	26	52
ACOT2	0	3	0	0	0	2	0	0	2	0	17	0	0	0
ACOT4	0	0	0	0	0	0	0	0	0	0	3	0	40	0
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	35	125	16	45	6	68	13	50	60	115	138	130	119	14
ACOT8	5	155	19	12	6	55	15	32	34	0	50	73	107	8
ACOT9	0	3	0	1	0	0	0	20	3	0	73	16	68	0
ACOX1	39	125	40	5	57	185	40	80	32	80	157	61	98	53
ACOX2	6	0	0	0	0	9	0	0	0	0	0	0	0	0
ACOX3	1	0	0	0	0	0	0	14	38	0	37	15	15	0
ACOXL	11	5	0	0	0	51	0	24	6	0	87	0	0	0
ACP1	442	503	191	145	172	460	160	286	281	133	253	335	449	97
ACP2	17	22	0	21	38	0	0	11	10	0	47	40	12	10
ACP5	70	115	85	52	41	152	100	191	98	111	192	109	336	66
ACP6	5	0	7	1	12	0	8	0	0	0	0	9	0	0
ACPP	1	0	109	1	1	25	111	21	0	29	1	208	0	36
ACPT	3	0	0	11	0	12	0	7	1	0	18	11	6	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRC	0	9	0	0	0	11	0	4	0	0	0	0	48	0
ACRV1	0	4	0	0	0	12	0	2	0	0	0	0	0	0
ACSBG1	4	1	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF2	1	0	0	0	0	0	0	0	0	6	0	0	0	0
ACSF3	15	29	42	4	0	39	40	6	32	3	79	1	40	44
ACSL1	0	0	0	0	43	0	0	0	34	0	0	0	0	0
ACSL3	129	263	80	266	39	214	70	389	555	185	460	310	298	40
ACSL4	11	79	55	53	0	155	44	117	83	23	154	84	32	1
ACSL5	0	0	0	0	0	0	0	0	5	0	0	0	1	0
ACSL6	0	0	0	0	0	0	0	13	1	0	0	3	0	0
ACSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	15	0	0	0	0	0	0	0	6	0	0	0	0
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	5	0	0	0	0	4	0	0	0	0	0
ACSS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSS2	2	0	0	4	0	2	0	0	22	11	0	121	12	5
ACSS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTB	3886	9190	1321	5000	1620	9069	1287	9812	15634	5446	7850	12278	5842	1335
ACTBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ACTG1	2064	3823	845	2374	1109	6933	860	6814	4579	2023	5234	9180	4296	910
ACTG1P4	0	0	0	0	0	1	0	0	2	1	0	1	0	0
ACTG2	0	0	0	27	0	13	0	1	185	0	0	25	0	0
ACTL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6A	42	48	11	73	41	82	9	204	146	123	116	222	37	38
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	22	0	0	0	8	0	0	8	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	1	23	0	57	6	32	0	25	319	38	8	110	3	8
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	0	0	0	1	0	0	0	0	0	0	0	27	0	0
ACTN3	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ACTN4	361	806	256	238	435	597	274	371	333	239	248	167	715	266
ACTR10	14	62	19	34	12	113	18	109	86	75	72	121	126	0
ACTR1A	177	219	66	72	161	129	79	212	151	285	302	350	346	89
ACTR1B	4	160	57	2	4	37	64	21	33	11	0	38	18	0
ACTR2	80	199	61	57	74	218	49	154	116	65	194	139	107	97
ACTR3	178	346	123	78	57	414	115	490	253	155	272	362	211	57
ACTR3B	5	0	0	6	15	5	0	1	15	16	6	0	0	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	65	25	37	14	21	3	45	32	10	8	0	67	23	1
ACTR6	11	61	5	12	26	24	7	13	46	0	1	57	52	10
ACTR8	70	134	2	9	8	25	1	106	50	9	21	20	76	19
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	2	0	0	0	0	0	0	0	0	22	0	0	0
ACVR1	3	83	5	0	6	8	6	23	37	15	1	13	120	2
ACVR1B	34	144	0	9	6	135	0	41	33	33	29	83	166	36
ACVR1C	0	0	0	0	5	0	0	40	15	0	0	0	0	1
ACVR2A	16	20	40	12	0	32	31	9	71	19	2	35	15	9
ACVR2B	157	146	89	29	148	50	91	81	61	125	221	51	103	27
ACVR2B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVRL1	39	6	0	0	0	47	2	0	1	0	0	0	0	4
ACY1	0	4	0	0	0	3	0	4	0	0	0	0	4	0
ACY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1	0	18	0	20	0	24	0	1	28	0	9	7	0	0
ACYP2	0	0	0	0	0	14	0	4	0	0	0	0	14	0
ADA	62	29	38	0	22	129	25	129	104	42	79	66	76	29
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ADAL	14	45	91	1	21	65	109	20	48	0	35	33	57	2
ADAM10	76	50	50	56	17	143	52	121	146	10	69	97	124	40
ADAM11	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ADAM12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM15	1	8	0	5	1	0	0	0	16	14	4	2	0	1
ADAM17	102	26	17	44	6	171	17	77	70	81	93	109	19	18
ADAM18	40	154	0	0	2	60	1	0	3	26	42	77	20	6
ADAM19	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ADAM1A	0	0	0	0	0	1	0	0	16	0	0	0	3	0
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20P1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ADAM21	0	0	0	0	0	0	0	0	0	0	0	0	64	0
ADAM21P1	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ADAM22	0	0	0	6	0	0	0	0	1	0	0	0	0	0
ADAM23	0	174	10	8	15	79	8	18	35	9	49	8	0	3
ADAM28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	0	0	7	0	0	0	3	0	0	0	0	0	0	0
ADAM33	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ADAM9	5	7	9	36	25	45	8	68	88	2	12	36	45	1
ADAMDEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	0	0	0	0	0	0	0	0	9	0	20	12	0	0
ADAMTS10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	39	1	0	0	0	0	0	0	7	0	0	9	0	0
ADAMTS13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS15	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ADAMTS16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	1	25	0	0	5	0	0	0	0	0	0	0	0	0
ADAMTS18	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMTS19	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	5	73	14	0	6	3	23	0	4	6	65	0
ADAMTS20	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADAMTS3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS4	6	2	0	6	14	81	0	6	0	0	20	0	82	11
ADAMTS5	0	0	0	0	1	1	0	1	1	0	1	18	0	0
ADAMTS6	22	20	0	0	0	0	0	5	1	0	0	20	0	0
ADAMTS7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19702	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ADAMTS9	0	0	0	0	0	0	0	0	8	0	0	0	0	14
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL2	0	0	0	0	2	0	0	0	1	0	0	0	27	0
ADAMTSL3	0	11	11	3	30	11	5	0	3	10	0	0	14	0
ADAMTSL4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ADAMTSL4-AS1	0	2	0	0	0	9	0	0	0	0	0	0	0	0
ADAMTSL5	11	53	25	26	9	25	36	27	20	14	21	23	103	31
ADAP1	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ADAP2	0	0	0	10	0	0	0	0	1	0	0	0	0	0
ADAR	118	301	42	102	57	254	36	117	209	115	61	165	364	51
ADARB1	0	3	0	0	0	34	0	0	0	0	0	5	0	0
ADARB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	25	49	0	12	0	2	0	30	40	0	0	8	0	0
ADAT2	4	0	5	0	0	0	7	1	13	16	0	13	3	1
ADAT3	32	10	6	0	48	4	4	5	21	20	6	8	66	12
ADCK1	40	24	4	71	28	17	6	37	106	26	76	92	44	0
ADCK2	81	63	44	59	132	98	33	58	191	38	88	26	88	5
ADCK3	48	41	71	10	0	30	68	34	50	25	18	25	87	0
ADCK4	0	0	0	26	0	0	0	0	2	19	1	7	26	0
ADCK5	2	7	0	20	23	0	0	8	8	32	0	49	2	0
ADCY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY10	13	12	11	4	14	21	9	7	36	0	12	6	2	0
ADCY10P1	0	0	46	0	0	1	25	0	4	0	0	7	0	0
ADCY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY3	0	10	7	5	0	0	1	10	2	12	9	2	1	0
ADCY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	0	0	0	0	0	2	0	0	0	0	0	0	3	10
ADCY7	1	10	1	0	0	0	0	3	6	2	9	1	4	0
ADCY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	0	38	0	0	0	0	0	0	4	0	0	0	29	0
ADCYAP1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	178	359	86	71	65	239	97	184	119	30	106	135	279	67
ADD2	20	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD3	52	76	0	37	1	19	8	37	121	15	19	33	9	3
ADD3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	68	370	80	61	23	123	95	257	97	105	182	186	123	27
ADH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADI1	120	145	0	63	101	179	0	313	185	104	87	201	187	2
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	89	315	89	51	26	230	89	224	146	103	178	69	183	9
ADIPOR2	74	116	4	34	30	171	12	142	99	16	185	75	157	14
ADIRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADK	0	0	0	0	0	1	0	24	1	1	14	14	1	0
ADM	55	0	0	24	0	23	1	0	46	0	0	1	0	10
ADM2	0	0	0	0	0	0	0	0	0	0	0	0	34	0
ADM5	0	0	0	6	3	0	0	22	8	8	0	1	40	1
ADNP	84	369	44	99	86	256	32	175	270	19	163	192	220	15
ADNP2	35	236	92	27	0	216	101	5	159	125	135	9	117	51
ADO	8	0	0	34	28	126	1	10	90	24	79	76	45	5
ADORA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ADORA2A.uid_25802	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ADORA2A.uid_25803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25805	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2B	17	137	31	16	19	70	25	103	63	137	80	26	21	18
ADORA3	0	0	0	0	0	0	0	0	0	0	0	7	26	0
ADPGK	33	53	121	55	29	63	90	34	93	61	83	138	61	8
ADPGK-AS1	1	5	0	0	0	10	0	0	3	1	4	0	0	0
ADPRH	0	0	0	0	0	0	0	0	0	0	42	0	0	0
ADPRHL1	0	2	0	0	0	15	0	0	4	0	7	16	19	0
ADPRHL2	48	54	0	5	0	41	2	43	65	66	73	12	0	2
ADPRM	2	5	0	0	0	23	0	12	4	0	0	3	0	0
ADRA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	6	0	3	0	0	7	9	0	0	11	12	0	1	0
ADRB1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADRB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB3	0	0	0	0	0	0	0	0	0	0	28	2	0	0
ADRBK1	21	61	2	42	20	189	5	32	40	34	74	14	140	30
ADRBK2	43	28	16	2	56	168	22	3	88	17	80	5	87	12
ADRM1	401	629	131	240	180	599	110	431	467	341	566	709	612	218
ADSL	106	134	140	89	41	311	163	140	287	77	194	255	281	28
ADSS	40	71	2	14	64	10	2	25	21	1	29	29	68	7
ADSSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADTRP	106	103	12	27	0	2	14	21	34	3	15	26	3	0
AEBP1	0	0	0	0	0	42	0	0	0	0	1	2	0	0
AEBP2	41	116	28	25	67	75	31	60	36	27	44	85	78	49
AEN	356	391	149	199	351	453	145	208	333	255	224	212	464	77
AES	48	13	19	39	8	50	9	51	1	14	69	47	23	7
