ABCA11P	11	90	33	1	53	6	13	33	100	84	24	46	27	0	28
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	0	183	0	5	0	115	21	0	49	91	0	36	0	0	186
ABCA17P	111	212	156	144	111	0	70	100	300	291	284	224	441	34	281
ABCA2	13	0	0	1	0	0	0	0	0	38	0	0	32	0	0
ABCA3	14	99	0	0	0	0	9	0	0	41	111	2	0	0	0
ABCA4	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
ABCA5	38	206	0	0	126	0	0	0	0	24	0	0	4	0	0
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	1	34	0	0	0	0	0	0	34	0	0	15	0	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	79	0	0	0	0	0	0	0	36	0	0	0	0	0
ABCB10	11	0	0	0	1	0	25	0	0	106	1	0	0	0	0
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0	0	2	0	110	0	0	0
ABCB6	203	812	93	15	0	0	63	0	220	250	288	268	32	247	105
ABCB7	81	161	182	0	56	0	58	1	0	244	15	136	145	0	261
ABCB8	436	708	594	184	659	534	239	0	38	1047	588	262	1047	333	0
ABCB9	2	0	0	0	0	105	3	0	37	0	104	10	3	0	0
ABCC1	0	0	0	0	0	0	37	0	0	108	0	0	162	0	0
ABCC10	4	0	0	8	0	0	0	0	1	22	0	0	22	0	0
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	22	0	17	1	0	0	7	0	0	0	47	0	13	0	0
ABCC2	3	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	0	161	58	17	0	2	0	0	0	74	40	0	40	16	0
ABCC5	322	279	101	168	278	173	150	416	1260	1008	458	530	596	64	84
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	0	44	2	0	2	0	0	0	0	17	0	0	32	0	0
ABCC6P1	0	30	15	0	54	0	8	0	0	61	0	33	20	0	70
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
ABCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	175	32
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	60	35	50	131	103	146	53	67	268	238	126	21	145	3	234
ABCD4	126	249	77	78	266	0	102	6	1	166	44	0	99	531	0
ABCE1	132	528	106	15	165	471	152	215	600	469	543	149	295	213	664
ABCF1	795	2611	602	1572	1259	2253	756	1712	2990	4637	2467	1685	4147	1084	1657
ABCF2	1452	3932	1353	677	1962	1407	804	2409	3486	3361	2934	2125	3702	1405	1641
ABCF3	330	948	511	186	656	376	232	552	930	1625	820	453	687	290	1392
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG4	22	73	0	0	0	0	0	0	0	168	0	0	0	0	1
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ABHD10	0	103	42	0	0	0	21	166	0	156	40	34	94	0	185
ABHD11	61	263	45	249	0	0	16	243	154	209	0	2	80	0	204
ABHD12	24	89	63	0	0	167	29	0	1	273	178	21	60	78	0
ABHD12B	0	54	44	52	0	0	5	0	81	12	45	22	0	251	0
ABHD13	46	269	20	27	108	135	31	1	105	113	141	170	151	0	0
ABHD14A	0	0	43	0	0	0	7	0	0	0	0	0	52	0	104
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	146	99	86	130	1	0	69	0	459	689	353	25	891	234	1102
ABHD15	0	25	0	0	0	0	3	0	0	72	57	23	0	0	0
ABHD16A	52	586	247	0	3	198	32	0	0	117	0	142	17	0	312
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ABHD17A	0	0	0	6	0	0	2	4	10	7	0	0	0	0	0
ABHD17B	7	19	44	0	0	0	22	92	0	12	51	0	0	0	0
ABHD17C	54	228	88	0	0	1	11	16	163	134	103	395	0	0	3
ABHD2	55	235	91	103	45	318	30	9	103	165	135	71	98	30	144
ABHD3	181	751	293	328	214	337	114	181	815	746	489	505	527	250	436
ABHD4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD5	34	1	23	0	0	0	42	0	211	70	18	12	0	0	0
ABHD6	0	144	20	0	0	0	37	0	0	5	1	218	0	0	0
ABHD8	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ABI1	36	589	85	171	39	39	44	0	144	311	331	76	97	4	0
ABI2	0	42	0	0	0	0	14	0	135	0	16	0	155	0	321
ABI3	17	0	0	0	0	0	0	0	0	13	44	20	0	0	0
ABI3BP	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ABL1	0	0	97	1	0	117	2	0	345	104	158	0	38	122	0
ABL2	27	49	0	18	0	239	11	1	31	160	75	199	60	0	0
ABLIM1	0	51	0	0	0	0	0	0	0	40	1	1	0	0	0
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	50	10	0	0	67	0	1	2	0	0
ABR	41	26	31	42	8	0	0	178	7	167	118	159	2	0	476
ABRA	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0
ABRACL	73	64	127	67	148	215	59	141	277	310	111	241	70	0	372
ABT1	968	2661	1212	796	1823	1789	772	235	2848	3762	2108	1799	2052	194	2496
ABTB1	71	0	1	79	1	3	18	0	0	42	101	0	31	177	0
ABTB2	72	348	117	2	818	2	44	300	59	750	579	187	179	275	502
AC093375.1	1	9	0	3	11	13	0	0	0	2	0	0	5	0	0
ACAA1	16	0	1	1	1	0	36	35	127	316	0	0	91	0	0
ACAA2	55	509	166	9	33	190	139	227	949	573	403	361	210	0	222
ACACA	17	0	32	111	0	0	77	0	43	242	291	171	261	0	0
ACACB	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
ACAD10	97	377	20	17	0	1	24	0	11	151	0	0	19	0	0
ACAD11	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ACAD8	129	45	75	0	155	199	75	0	177	239	25	0	0	0	313
ACAD9	62	398	75	0	70	27	89	239	35	212	346	71	242	0	129
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	1	96	26	0	0	0	20	0	106	43	0	36	46	0	0
ACADS	146	111	84	32	59	171	38	0	0	68	67	40	78	196	2
ACADSB	31	30	0	0	90	0	0	0	61	78	0	0	17	0	0
ACADVL	108	2	1	16	176	0	3	0	31	38	0	18	0	209	0
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	3	0	5	0	69	86	15	0	59	17	14	0	25	6	0
ACAP2	31	165	0	110	14	149	8	1	24	96	133	110	3	0	0
ACAP3	7	0	0	0	0	0	0	0	0	39	0	111	0	0	0
ACAT1	1	90	47	74	500	126	39	0	212	232	409	94	44	192	98
ACAT2	27	175	0	0	0	138	69	0	235	208	250	5	227	103	0
ACBD3	87	111	23	28	509	108	39	0	142	289	218	295	39	0	310
ACBD4	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
ACBD5	114	149	91	2	0	210	37	33	282	231	51	262	240	171	178
ACBD6	26	0	0	0	108	0	20	0	0	19	0	37	0	0	0
ACBD7	30	0	0	0	0	0	0	0	0	0	0	0	28	100	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	8	0	168	38	0	0
ACD	85	177	54	113	85	0	53	0	10	324	105	153	327	0	202
ACE	467	841	293	120	393	273	140	1	317	441	472	325	385	424	77
ACE2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER1	0	79	0	0	0	0	0	0	0	0	30	0	0	54	0
ACER2	39	200	70	0	62	0	12	0	136	48	119	134	64	155	0
ACER3	43	255	49	59	0	193	41	0	143	253	162	14	159	220	217
ACHE	0	0	0	0	0	0	0	0	1	52	7	0	0	0	0
ACIN1	373	754	385	416	257	570	150	256	944	1115	1232	860	484	244	980
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ACLY	108	177	77	0	201	282	47	245	587	529	371	233	275	0	325
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	149	290	227	135	180	265	223	240	827	758	383	690	389	247	205
ACO1	48	22	0	0	0	0	0	0	0	7	1	177	0	0	0
ACO2	136	289	235	58	708	239	88	18	318	441	424	23	166	181	422
ACOT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT11	155	338	306	220	31	51	93	128	299	425	302	111	142	221	264
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	83	89	119	153	285	4	157	204	644	402	561	367	551	25	161
ACOT2	35	75	48	59	0	0	32	0	57	116	158	76	0	0	22
ACOT4	0	0	0	36	0	0	0	0	0	34	0	0	35	0	259
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	26	89	58	97	0	91	40	0	518	297	101	153	271	0	29
ACOT8	110	156	37	3	183	98	47	148	60	194	177	0	193	49	101
ACOT9	82	412	110	56	110	121	92	123	280	495	243	327	144	151	591
ACOX1	84	0	0	59	83	248	2	0	110	188	0	94	3	137	0
ACOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	0	0	43	0	0	5	7	1	344	98	143	0	102	124	359
ACOXL	3	62	0	0	0	0	0	0	0	6	6	0	0	0	0
ACP1	508	1379	1210	640	1126	1330	763	1231	2680	3904	1930	800	1711	928	1134
ACP2	64	186	0	0	0	0	0	6	2	14	5	0	63	0	0
ACP5	159	283	49	499	0	0	44	84	377	494	630	149	138	1	248
ACP6	5	0	43	0	0	150	35	0	0	0	0	0	0	0	0
ACPP	0	0	0	0	1	0	0	0	82	0	0	0	0	0	0
ACPT	0	25	0	0	0	0	0	0	0	7	0	16	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRC	0	0	23	1	0	0	0	0	0	14	0	0	0	0	0
ACRV1	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0
ACSBG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	3	0	0	0	0	0	3	6	73	0	7	0	3	0	0
ACSF2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF3	0	44	2	0	152	0	28	0	0	168	0	0	0	0	0
ACSL1	18	3	0	0	0	0	21	0	0	16	0	37	0	0	0
ACSL3	587	2167	947	55	751	612	269	505	296	1579	722	1244	1090	670	795
ACSL4	54	143	42	1	228	0	41	132	0	330	333	95	154	0	338
ACSL5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ACSL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSM3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS2	96	356	54	140	29	0	97	88	85	141	325	184	343	422	0
ACSS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA1	1	0	0	0	0	0	2	1	2	1	0	1	0	0	1
ACTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTB	4683	12189	6187	3605	6657	6568	3597	5949	8867	14041	9965	6365	8153	5251	11757
ACTBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	3323	8488	3588	2286	5370	2907	1986	4627	11463	12122	7290	5616	11113	3075	9123
ACTG1P4	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0
ACTG2	0	69	0	0	0	0	1	0	1	0	0	1	0	0	0
ACTL10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ACTL6A	297	431	225	0	346	297	90	99	456	760	352	166	359	174	6
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	321	384	509	0	1	534	74	260	228	496	331	408	1091	227	438
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	30	429	143	0	0	202	33	268	40	207	98	171	127	0	423
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN3	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ACTN4	399	1443	157	147	286	139	177	245	190	543	396	700	108	543	70
ACTR10	149	596	109	205	194	431	51	346	555	542	412	265	140	0	404
ACTR1A	306	50	79	144	283	161	170	220	1063	1056	348	850	296	40	1069
ACTR1B	0	0	55	0	0	0	0	0	0	1	58	0	0	0	0
ACTR2	40	120	11	18	294	422	144	207	21	296	95	257	332	188	15
ACTR3	209	429	208	208	381	225	44	208	973	885	399	196	412	124	359
ACTR3B	24	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	194	263	61	78	149	381	96	0	36	412	143	0	64	103	105
ACTR6	44	109	40	98	0	86	29	0	58	105	92	105	37	62	213
ACTR8	93	478	228	174	760	245	122	0	478	689	429	108	342	590	662
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	0	0	0	0	0	0	0	0	0	0	0	51	206	0
ACVR1	0	26	3	0	0	0	0	0	0	198	0	0	0	0	0
ACVR1B	36	180	0	10	254	0	42	0	0	130	226	129	0	0	0
ACVR1C	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ACVR2A	3	334	15	0	0	193	32	51	1	78	8	0	0	90	0
ACVR2B	103	228	57	0	0	38	10	0	157	213	212	145	398	1	16
ACVR2B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ACVRL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACY1	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0
ACY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1	2	68	0	0	0	0	17	0	0	3	12	0	14	48	0
ACYP2	4	1	24	0	0	0	0	0	12	14	0	0	0	0	0
ADA	20	0	101	156	192	50	24	0	0	181	127	50	120	0	0
ADAD1	0	0	0	0	0	0	16	0	0	44	95	19	48	0	0
ADAD2	1	0	0	0	0	0	5	0	0	0	94	0	0	0	0
ADAL	82	159	96	21	0	0	80	0	267	145	63	126	91	0	0
ADAM10	378	459	184	231	201	269	69	120	29	736	522	248	547	362	891
ADAM11	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ADAM12	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADAM15	127	225	81	0	0	0	0	0	0	51	0	40	0	0	0
ADAM17	58	230	200	104	112	1	30	52	61	187	154	73	63	0	0
ADAM18	0	0	0	0	0	0	0	0	0	0	24	0	8	0	0
ADAM19	85	547	127	195	468	0	61	310	98	557	94	276	141	74	276
ADAM1A	34	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	7	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ADAM20P1	16	135	0	0	0	0	0	0	0	12	0	0	0	0	0
ADAM21	0	27	39	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21P1	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0
ADAM22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	0	3	0	0	0	0	11	0	181	0	0	0	0	0	0
ADAM28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0
ADAM9	40	70	10	0	0	9	3	0	0	225	73	0	0	128	0
ADAMDEC1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	0	0	0	0	0	0	49	0	0	6	0	0	0	0	0
ADAMTS10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ADAMTS13	0	0	22	0	0	0	0	0	0	2	0	0	0	0	0
ADAMTS14	65	0	0	0	0	0	1	0	0	166	0	0	0	0	0
ADAMTS15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	0	0	9	0	0	0	13	0	19	33	0	0	0	0	0
ADAMTS18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19	0	0	19	0	0	0	0	0	2	20	0	0	0	0	0
ADAMTS2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	0	0	0	0	0	0	0	0	0	46	32	7	0	0	0
ADAMTS3	0	0	0	0	0	0	0	0	172	25	0	0	0	0	0
ADAMTS4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ADAMTS5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ADAMTS6	0	0	0	0	33	0	11	0	0	0	10	11	0	0	0
ADAMTS7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1.uid_19702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	0	80	0	0	0	0	0	0	0	3	0	0	0	0	0
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL2	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
ADAMTSL3	0	0	43	0	0	0	0	0	0	29	0	0	16	0	0
ADAMTSL4	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
ADAMTSL4-AS1	12	0	0	7	0	0	0	0	0	1	0	0	0	0	0
ADAMTSL5	31	252	138	237	119	106	95	0	593	375	28	24	61	0	0
ADAP1	47	0	0	0	172	0	0	0	0	101	0	0	90	0	0
ADAP2	0	0	0	0	0	0	0	0	165	18	120	0	11	0	0
ADAR	72	35	25	41	7	40	61	0	52	268	101	284	315	1	778
ADARB1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ADARB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	69	6	0	44	130	0	28	49	57	224	48	0	336	396	0
ADAT2	11	1	145	1	181	0	34	0	0	194	39	0	116	0	189
ADAT3	14	3	22	0	0	0	5	0	16	99	16	87	23	96	13
ADCK1	79	158	103	0	0	176	57	123	199	149	281	299	33	0	46
ADCK2	9	260	276	223	485	97	111	127	4	650	88	187	220	460	546
ADCK3	105	166	6	0	93	61	114	399	1057	229	706	368	234	0	0
ADCK4	0	0	0	0	0	0	0	0	164	0	0	0	13	219	0
ADCK5	150	184	97	0	2	0	50	199	0	228	0	104	0	0	0
ADCY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY10	0	20	0	7	0	0	13	0	16	8	26	20	0	47	0
ADCY10P1	22	0	1	0	0	0	0	0	0	0	104	0	0	0	0
ADCY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY3	5	27	16	0	30	4	10	0	0	48	30	25	7	6	33
ADCY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	0	0	17	174	0	0	0	0	0	0	54	0	0	0	0
ADCY6	2	0	1	0	0	0	0	0	0	5	0	0	0	0	0
ADCY7	20	28	0	0	0	0	0	0	0	0	0	0	16	0	0
ADCY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	0	0	0	0	0	0	0	0	0	8	0	0	54	203	2
ADCYAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	114	68	92	109	433	94	31	0	134	346	34	225	325	0	316
ADD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD3	8	97	0	16	0	20	23	33	36	68	23	39	52	0	0
ADD3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	106	530	92	64	217	272	141	279	513	490	466	468	386	161	313
ADH6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	24	149	4	106	0	0	0	0	0	0	0	0	29	0	0
ADI1	288	1137	480	196	1148	311	236	143	278	1173	685	552	458	321	1303
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ADIPOR1	339	460	316	98	341	128	206	478	788	974	391	114	338	98	517
ADIPOR2	105	416	79	68	49	180	76	0	22	429	143	397	368	0	0
ADIRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADK	0	76	0	0	146	0	0	0	0	44	0	0	0	0	0
ADM	371	454	380	329	427	430	251	663	3086	1885	1556	1273	1016	566	1406
ADM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADM5	0	0	17	0	0	0	18	0	87	2	0	0	0	0	1
ADNP	167	627	38	179	299	222	70	515	251	665	248	318	284	77	35
ADNP2	11	76	9	100	16	0	0	0	14	355	13	73	91	0	0
ADO	0	0	20	0	1	152	24	94	217	122	140	85	18	1	15
ADORA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A.uid_25805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2B	58	100	0	50	0	0	102	0	6	222	364	42	2	158	254
ADORA3	0	0	49	0	0	0	0	0	0	19	0	0	0	0	0
ADPGK	216	627	578	44	409	23	102	0	178	732	747	316	702	195	226
