AASS	255	3	317	78	702	63	1	131	275	17	1	52	253	15	22	14	11	50	172	138	122	93	95	149	229	98	91	49	59	26	378	329	158	116	123	141	154	196
AATF	540	112	967	198	756	268	200	306	297	92	70	201	540	28	9	98	62	59	976	302	746	266	265	590	395	255	399	173	152	27	860	643	306	336	219	262	471	675
AATK	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA1	205	0	3	1	37	5	12	1	0	0	0	2	48	0	3	11	0	16	67	19	17	53	12	32	5	31	36	2	22	17	73	14	23	84	29	26	59	39
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	19	1	2	3	43	8	13	0	10	2	0	0	20	0	7	2	0	4	58	27	19	16	21	11	15	16	12	7	2	5	22	13	11	13	18	12	36	32
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	0	0	5	0	2	4	0	0	39	0	0	0	23	1	1	8	0	3	15	30	47	3	4	0	2	0	14	3	7	0	35	0	12	22	10	0	38	0
ABCA17P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	28	12	0
ABCA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ABCA4	39	0	58	0	0	1	2	48	0	0	0	14	0	0	0	0	0	13	0	13	25	16	4	41	49	9	0	0	4	28	6	46	17	0	0	7	1	60
ABCA5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	12	0	0	0	0	0	1	8	0	0	20	1
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	35	0	0	1	10	0	0	0	0	0	0	0	0	0	0	1	1	0	11	32	0	19	20	11	0	13	0	0	0	0	19	19	11	1	1	13	13	19
ABCA8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	99	15	129	18	74	1	1	0	107	23	0	2	94	31	7	8	3	20	122	71	80	39	28	78	40	24	47	25	46	26	79	192	58	41	44	22	75	139
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	9	0	0	0	0	0	1	0
ABCB5	2	0	0	0	5	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB6	636	60	621	108	749	178	44	182	727	2	73	117	363	81	47	59	40	153	1737	1260	940	566	701	582	810	334	253	275	255	128	1486	758	366	764	370	251	589	847
ABCB7	582	1	158	78	250	76	71	106	20	1	33	8	195	0	29	44	45	38	388	133	298	65	121	168	84	45	113	118	260	27	395	299	348	46	114	151	197	292
ABCB8	103	39	143	27	176	71	4	0	115	61	19	14	422	11	0	28	8	15	670	224	219	139	85	205	156	78	85	44	60	0	260	178	117	148	85	57	99	222
ABCB9	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	21	0	0	8	0	11	5
ABCC1	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	2	3	0	0	0	0	0	0	9	0	0	0	0	0	17	0	2	0	0
ABCC10	0	1	3	26	0	0	0	0	0	0	0	1	0	0	0	1	15	6	188	58	12	0	5	49	39	43	12	1	2	0	62	311	34	0	24	9	14	76
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	2	0	8	0
ABCC2	0	20	6	0	4	3	0	0	0	5	0	12	0	0	0	0	0	1	2	0	0	4	0	23	0	0	6	0	0	0	0	0	31	4	0	19	10	0
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	287	29	338	112	629	92	102	70	7	1	99	56	309	18	1	21	45	75	557	332	381	226	183	276	178	110	157	125	102	101	559	383	405	227	163	216	377	363
ABCC5	496	102	335	60	520	165	4	115	103	0	0	21	63	21	25	1	57	58	448	268	209	237	208	276	428	86	163	98	79	98	449	542	209	227	110	110	276	291
ABCC5-AS1	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	5	0	1	0	0	1	0	0	1	2
ABCC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	11	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0
ABCD1	40	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	7	12	96	0	125	8	23	1	3	0	3	3	1	10	0	3	0	1	42	21	0	29
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	422	76	245	74	225	87	13	2	0	22	0	105	278	15	11	66	44	67	578	223	176	248	168	244	216	125	229	75	155	83	526	640	152	333	182	196	194	602
ABCD4	435	31	187	44	171	51	0	1	77	0	0	18	31	1	3	4	8	2	242	143	258	94	137	30	37	70	45	57	64	5	198	108	143	106	19	64	35	94
ABCE1	1212	103	1301	212	1294	265	396	216	141	23	153	212	584	57	41	183	92	96	979	468	718	281	328	727	697	338	481	239	379	134	1345	1297	492	610	318	425	669	1309
ABCF1	939	197	731	203	1093	189	246	195	350	53	66	270	509	105	19	127	110	77	1333	642	1118	486	511	893	475	247	412	269	448	142	939	1403	443	528	295	411	602	899
ABCF2	1329	157	1662	190	1890	326	160	67	449	132	369	292	775	118	2	212	74	180	1893	784	1093	592	498	1046	860	274	618	291	385	63	1407	1283	749	432	499	534	668	1219
ABCF3	643	84	1176	72	1186	225	224	0	116	37	97	159	279	108	31	110	66	36	1161	484	758	336	287	768	373	314	225	268	226	90	651	826	398	358	158	253	333	681
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ABCG2	1581	107	1757	371	2610	592	178	437	554	70	31	252	1413	71	157	280	158	357	2277	1458	1589	881	1150	1172	1256	722	1227	655	950	285	2804	2552	1143	740	695	879	1498	2557
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	6	0	0	0	0	1	0	2
ABHD10	538	43	499	120	356	175	3	172	45	39	10	153	21	39	15	122	102	22	415	319	360	169	278	576	221	240	196	246	153	93	530	432	339	175	160	89	256	438
ABHD11	459	28	591	141	963	254	111	29	221	49	144	49	670	61	41	82	54	80	816	394	485	376	319	549	436	194	355	180	276	118	688	565	470	261	244	255	253	651
ABHD12	234	0	35	19	297	50	69	12	40	6	0	45	45	31	5	46	15	14	259	183	331	160	105	272	74	41	156	152	166	49	207	235	76	82	66	140	163	167
ABHD12B	146	14	28	22	32	41	0	92	115	13	0	26	0	41	8	18	10	12	143	65	79	17	29	67	45	14	43	59	44	64	146	176	62	22	23	39	88	36
ABHD13	67	21	63	34	145	55	61	0	20	1	0	0	108	0	7	57	31	24	269	66	200	70	56	54	105	75	25	57	19	61	217	251	84	34	88	69	13	135
ABHD14A	0	0	40	1	40	4	0	0	0	21	0	5	1	0	0	6	0	1	42	8	0	5	7	45	44	16	7	9	0	0	16	29	0	12	3	9	8	23
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	110	1	51	1	62	11	0	60	143	52	0	32	84	60	12	41	0	47	553	126	94	149	116	30	87	81	88	62	76	24	246	337	139	129	70	75	126	293
ABHD15	36	21	5	33	124	12	5	0	0	0	0	0	156	0	0	0	0	4	104	52	50	31	46	21	36	37	24	48	10	53	112	184	16	20	17	34	32	50
ABHD16A	84	30	128	24	117	23	0	27	91	20	0	0	117	37	0	41	0	11	345	104	127	108	104	82	61	21	67	84	80	0	137	201	59	51	51	39	123	76
ABHD16B	0	0	0	5	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	4	12	13	2	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0
ABHD17A	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	4	1	0	0	0	0	0	0	1	0	0	10	0	0	0	1	1	1
ABHD17B	126	4	54	14	9	10	0	16	52	0	0	26	42	11	0	9	18	9	55	43	42	33	28	29	23	2	20	4	42	42	90	19	21	11	3	48	0	32
ABHD17C	122	38	187	9	216	21	38	83	16	0	0	21	82	27	12	27	19	10	180	60	88	21	71	162	17	38	54	21	24	0	228	101	137	124	24	45	90	212
ABHD2	183	34	212	39	255	47	40	19	34	7	14	21	169	12	7	19	33	21	289	124	160	73	130	133	163	75	132	49	53	29	235	348	121	111	88	113	142	272
ABHD3	431	0	149	37	88	52	2	41	55	0	0	26	12	12	8	6	0	3	140	30	80	75	92	83	162	102	65	66	31	21	153	242	93	149	47	86	104	70
ABHD4	112	1	124	0	1	59	84	0	253	0	0	0	41	18	11	30	33	19	257	120	6	85	104	146	52	25	37	54	62	8	79	118	29	57	44	153	17	99
ABHD5	294	49	698	33	533	168	49	19	185	31	6	43	321	18	77	61	38	84	816	423	506	226	188	459	385	152	141	116	129	157	670	560	139	233	187	216	308	996
ABHD6	100	0	25	18	118	32	92	95	0	0	12	16	106	0	0	3	25	8	211	41	44	32	27	67	31	18	32	44	31	43	150	77	76	106	101	19	34	131
ABHD8	22	0	11	5	80	18	10	0	0	7	0	24	9	5	3	4	5	2	73	68	28	46	26	28	23	9	4	24	7	0	40	66	21	19	13	26	22	58
ABI1	869	114	320	67	648	113	1	51	223	75	76	187	231	62	17	147	33	46	673	209	396	186	299	282	387	207	265	141	124	78	636	1173	320	185	186	230	454	653
ABI2	80	21	69	26	33	34	2	0	10	28	0	11	78	0	0	48	20	19	68	78	8	41	52	28	55	31	47	12	34	25	15	49	3	17	14	10	31	84
ABI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
ABL1	17	1	75	0	61	6	12	0	144	0	0	0	100	19	3	18	13	6	160	87	90	104	57	94	47	0	25	0	14	1	99	109	1	7	4	19	63	59
ABL2	255	6	53	30	137	36	59	0	7	19	0	23	57	34	4	25	22	13	98	73	113	39	36	88	91	30	48	36	66	52	154	130	96	45	25	15	50	62
ABLIM1	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	9	25	0	0	18	89	0	0	0	0	0	0	0	0	0	41	0	8	0	14
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ABLIM3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ABR	104	23	98	16	174	29	41	0	356	24	0	15	99	6	16	50	0	12	293	145	175	41	128	140	152	43	72	74	1	10	282	200	27	113	35	26	130	133
ABRA	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	15	11
ABRACL	258	77	57	64	644	183	87	30	188	20	1	81	263	42	39	34	36	46	388	255	170	157	178	297	316	80	174	109	151	232	482	542	224	132	88	157	326	381
ABT1	1100	244	1756	267	2442	563	281	210	612	74	11	239	598	73	67	132	122	142	1981	722	1092	696	831	1331	1084	564	611	460	567	521	1793	1338	1044	630	368	653	1071	1315
ABTB1	20	0	0	1	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	27	0	0	26	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ABTB2	40	0	1	2	0	0	16	0	0	0	0	0	43	0	1	3	7	1	24	16	34	3	19	1	0	5	1	11	0	0	18	45	20	0	31	14	17	24
AC093375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	10	0	17
ACAA1	610	40	310	239	695	240	77	102	190	12	50	112	506	65	73	97	68	107	1291	512	805	500	463	473	345	296	382	154	347	93	1081	937	569	374	300	297	439	1192
ACAA2	1253	107	1640	274	1586	361	45	269	343	68	139	362	959	151	138	159	85	204	2289	776	1117	492	728	1151	803	497	457	315	559	174	1849	1291	815	785	633	347	478	2045
ACACA	568	50	521	89	453	60	69	190	295	17	56	44	333	41	60	39	47	80	538	280	190	221	182	344	402	116	128	62	146	65	624	830	188	683	208	183	393	363
ACACB	16	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0	1	5
ACAD10	55	1	82	31	52	2	23	0	0	19	0	5	0	2	24	14	4	17	156	80	48	67	25	85	83	65	20	11	10	0	88	202	44	50	59	31	127	213
ACAD11	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	21
ACAD8	213	46	415	59	402	42	3	0	42	41	0	108	132	45	42	42	66	50	650	293	495	222	185	236	161	86	137	118	148	45	530	340	172	186	125	152	179	348
ACAD9	399	28	861	69	671	108	40	0	199	19	0	34	200	42	6	11	86	78	738	156	372	174	136	288	320	115	196	88	139	41	409	619	180	187	149	180	365	437
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	718	143	703	95	537	157	166	220	134	39	30	79	395	75	22	135	60	70	489	333	407	236	335	515	315	190	282	309	212	45	797	450	338	161	185	211	286	663
ACADS	61	11	108	23	91	1	1	0	47	0	0	18	2	0	0	0	13	6	81	36	137	106	57	44	33	13	24	14	58	0	22	16	0	13	28	27	76	62
ACADSB	183	4	425	38	472	69	2	74	55	32	1	56	408	45	29	41	1	61	268	217	264	141	212	427	132	172	204	285	285	36	644	392	259	119	158	138	208	368
ACADVL	195	51	174	48	146	16	0	53	201	116	0	74	35	21	1	29	32	34	349	106	246	106	177	167	107	65	71	90	123	16	273	210	141	159	49	73	183	217
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6
ACAP1	0	11	0	3	0	0	0	0	0	13	8	0	5	0	0	0	0	0	2	0	0	3	0	0	2	0	3	0	0	0	2	9	0	2	1	0	3	0
ACAP2	57	11	145	66	217	28	44	17	0	0	15	50	289	14	5	7	5	23	259	90	54	81	114	95	115	20	48	69	59	75	214	228	45	125	120	56	204	153
ACAP3	27	0	14	0	0	0	5	0	0	0	0	0	0	6	0	11	0	1	25	14	13	0	8	0	3	2	3	4	10	11	9	12	0	0	9	0	4	11
ACAT1	903	144	1142	268	802	337	158	221	238	2	155	264	812	46	23	81	25	113	1431	428	672	330	358	593	708	220	469	337	574	221	814	851	582	330	289	317	530	960
ACAT2	3246	337	4988	627	3253	885	437	948	1334	272	322	648	1887	264	170	512	196	312	4142	1885	2625	1676	1814	2513	2251	1622	1618	1382	1599	1755	4691	3183	2471	1389	910	1004	3300	4284
ACBD3	161	24	166	17	237	45	15	119	87	34	0	24	214	30	22	15	2	7	120	56	83	65	91	146	88	67	41	23	75	89	209	176	101	37	19	42	60	121
ACBD4	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	24	0	0	0	14	0	0	12	0	0	0	0	0	0	0	0	4	0
ACBD5	163	10	178	51	3	25	1	33	44	1	104	52	115	2	1	51	0	20	200	81	113	51	105	151	86	59	33	63	68	43	181	192	179	63	28	75	124	99
ACBD6	142	1	164	31	154	42	1	62	41	24	0	0	128	21	11	2	0	25	83	80	67	83	93	205	80	11	25	52	51	6	139	147	81	74	44	63	97	168
ACBD7	0	0	0	0	0	0	1	0	1	0	0	0	12	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ACCSL	0	0	0	0	1	0	0	0	0	0	79	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	200	24	254	37	117	53	1	1	10	64	0	96	228	13	33	64	55	53	634	346	204	334	254	369	304	126	127	141	200	78	476	757	126	240	136	140	208	375
ACE	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4
ACE2	365	10	284	223	200	254	114	119	145	23	49	59	242	1	23	26	5	66	879	245	609	301	423	578	652	29	267	248	174	43	784	986	474	339	233	258	287	556
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	4	0	1	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	6	3	10	1	0	0	2	0	0	2	2	1	0	1	0	0	2
ACER3	126	33	72	56	173	41	1	14	52	0	0	45	38	19	12	0	38	26	249	120	143	83	56	244	146	78	69	59	122	2	311	243	48	116	31	75	100	257
ACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	25	0	7	0	0	6	0	0	0	0	0	0	1	11	7
ACIN1	425	88	521	39	452	96	37	182	103	30	25	70	443	28	18	91	38	53	637	281	485	205	216	400	207	100	158	97	144	60	420	493	227	281	207	214	206	408
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	167	2	264	60	171	47	2	103	0	0	0	37	122	1	2	3	14	47	345	187	372	149	205	198	107	80	89	127	150	2	427	271	235	118	70	47	328	380
ACKR3	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	11	18	0	7	0	44	9	14	0	1	3	0	4	40	0	0	0	8	18	31
ACKR4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACLY	1620	239	2345	518	2786	550	270	188	841	191	147	428	1616	289	203	451	234	389	4113	1763	2061	1152	1010	1865	1499	979	970	821	670	320	3569	2650	875	1405	630	1171	2257	2970
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
ACN9	587	33	479	126	399	146	218	84	66	33	35	49	192	61	5	70	57	29	460	350	321	176	186	294	353	154	238	231	196	149	603	488	287	164	109	204	401	606
