AAAS	337	88	37	200	1	209	180	228	318	306	232	226	35	212	214	388	235	1	181	435	188	147	111	117	18	80	127	290	553	393	133	207	84	122	5	693	37	316	0
AACS	397	1	0	65	28	318	156	63	88	133	212	1	65	201	164	22	33	3	79	448	292	43	312	61	17	0	118	206	784	102	178	1	10	70	376	252	3	138	0
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AADAC	0	24	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0
AADACL2-AS1	18	16	0	3	0	0	0	0	16	0	0	0	5	11	12	28	8	65	0	0	0	0	0	0	2	0	14	0	52	0	0	34	11	7	0	0	6	1	13
AADACL3	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	0	133	0	0	0	44	0	0	0	94	0	0	74	143	0	0	0	34	0	23	26	0	95	48	0	168	26	0	0	10	15	33	0	0	0	0	0	0	0
AAED1	0	0	49	13	0	0	0	24	0	16	0	0	17	32	0	0	8	0	93	2	0	0	0	15	0	16	31	49	0	16	24	2	9	23	0	20	190	1	0
AAGAB	284	516	868	382	206	170	321	165	195	614	618	285	193	298	387	345	374	172	959	156	1	569	366	221	64	350	311	577	530	158	144	372	295	283	48	809	102	556	150
AAK1	552	260	32	37	10	360	51	93	11	89	44	42	65	101	239	480	133	492	547	391	137	63	224	179	72	408	134	363	19	81	115	88	109	284	14	177	62	144	137
AAMDC	0	85	7	45	0	0	66	7	42	23	0	83	16	21	29	75	22	66	4	27	38	97	23	32	13	49	95	0	0	69	23	82	8	30	56	0	8	6	0
AAMP	1463	1337	1882	1413	1434	1830	1267	907	1565	2492	1745	1758	680	814	1801	702	846	926	1208	800	1278	1983	801	727	320	1868	941	1500	2568	1270	1364	1646	465	778	616	1158	323	1495	1273
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
AAR2	668	275	321	634	54	445	550	276	148	365	9	157	59	296	350	548	297	279	800	590	166	317	333	145	43	142	155	220	327	230	229	576	65	346	252	688	217	393	475
AARD	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
AARS	1258	210	296	613	319	781	866	555	559	871	531	603	834	709	756	600	571	76	1171	680	568	522	315	630	45	45	421	448	691	531	767	526	428	697	796	2	262	814	299
AARS2	1	130	274	74	0	124	214	83	12	115	29	0	81	77	2	140	82	446	107	148	172	90	61	1	87	65	395	106	0	190	124	149	37	159	0	0	291	31	98
AARSD1	0	0	6	2	3	0	5	3	0	5	1	3	1	3	2	1	2	0	6	1	11	4	0	6	0	3	0	0	0	2	4	3	1	4	5	4	2	0	0
AASDH	75	46	67	50	0	12	0	47	0	168	138	8	74	101	47	45	47	49	0	33	0	117	0	73	4	0	34	68	0	0	22	0	120	1	0	12	244	6	75
AASDHPPT	231	200	173	278	238	130	47	248	203	455	260	779	214	257	423	345	161	68	452	465	456	491	329	132	45	135	140	0	227	307	283	373	184	154	330	517	163	367	184
AASS	55	55	214	51	0	83	6	74	131	232	177	180	87	51	1	209	0	269	193	253	21	121	17	89	0	25	7	55	0	372	30	216	17	111	0	613	1	263	68
AATF	923	138	214	435	661	409	725	435	477	380	559	238	466	704	434	415	495	267	1209	460	1230	809	501	210	66	751	97	494	541	532	367	812	495	455	495	755	210	514	698
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA1	161	51	0	2	0	22	1	0	475	112	0	3	213	13	149	40	0	280	0	25	145	78	0	28	19	1	307	155	263	536	131	84	214	104	0	0	333	0	0
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	11	7	2	8	0	0	1	1	92	40	0	11	53	5	14	1	7	11	16	0	3	0	0	0	12	35	9	1	0	0	5	0	1	20	0	0	21	19	2
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	194	0	0	16	0	0	10	14	0	6	0	68	18	0	0	0	42	0	0	0	0	0	0	31	0	0	0	0	0	0	23	0	0	0	0	0	42	7	29
ABCA17P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1	0	0	0	0	5	0	6	0	0	24	0	0	0	0	1	0	0	0	0
ABCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ABCA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ABCA4	0	1	60	45	0	0	0	20	0	30	2	0	0	58	0	0	0	0	88	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
ABCA5	78	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	5	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	0	0	0	0	14	0	20	0	6	1	0	0	1	1	0	37	0	0	0	0	19	0	8	0	0	1	0	0	0	0	0	13	7	0	0	5	0	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	0	72	77	68	0	21	21	45	0	56	0	0	78	94	13	41	65	42	5	41	0	8	0	125	10	11	89	48	123	358	35	134	36	32	0	0	112	57	40
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ABCB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
ABCB6	598	599	493	221	232	144	236	361	274	598	198	384	241	436	423	535	372	120	667	373	205	442	302	287	44	448	237	169	200	238	438	359	266	228	288	1342	348	854	618
ABCB7	334	167	142	202	9	140	94	2	0	149	147	391	122	137	61	244	59	26	99	75	377	90	95	65	3	13	0	56	26	0	33	238	66	55	0	50	40	14	0
ABCB8	277	89	83	203	68	129	175	102	204	168	109	93	225	124	172	29	176	79	293	273	103	19	74	29	6	372	193	172	271	335	132	77	104	81	0	314	213	315	144
ABCB9	0	0	16	0	0	14	1	0	0	27	0	0	0	0	0	0	0	0	14	0	0	23	0	0	0	0	27	43	0	0	0	0	7	7	0	0	0	40	0
ABCC1	0	0	0	0	0	2	0	0	0	0	0	0	23	0	0	0	0	0	56	0	1	0	0	0	0	0	55	0	0	0	0	0	0	7	0	0	0	0	0
ABCC10	0	149	195	0	0	0	78	3	0	104	0	0	51	0	1	0	74	199	180	7	0	55	0	5	1	0	19	0	32	170	95	219	92	32	0	0	81	98	0
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ABCC2	0	0	0	56	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	0	0	224	0	0	6	0	0	0	1	0	5
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	289	234	433	121	236	192	261	304	150	590	559	1066	112	745	276	78	281	0	29	481	79	902	0	180	1	315	100	359	19	170	96	590	139	323	440	1	161	560	142
ABCC5	184	413	137	386	193	388	102	135	364	1064	495	390	222	563	893	281	753	157	251	264	0	678	102	297	34	383	356	341	584	241	229	247	57	143	178	309	230	942	342
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1	76	72	17	23	20	37	107	0	81	33	0	0	0	60	72	11	178	0	62	0	8	40	0	28	0	17	7	0	13	0	0	4	0	8	0	0	39	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	53	471	132	213	0	347	376	175	164	551	121	19	62	301	492	233	254	130	158	392	177	619	97	156	36	213	20	25	436	32	200	508	236	360	0	708	90	614	363
ABCD4	0	146	56	8	0	135	99	8	0	97	0	113	39	0	137	21	128	81	9	72	93	47	0	11	9	96	0	35	0	34	80	37	0	103	16	70	22	0	160
ABCE1	1017	440	599	653	509	444	727	371	510	996	825	506	541	961	694	776	271	275	1399	649	1226	516	762	481	70	831	349	420	624	344	477	983	423	528	358	601	635	643	466
ABCF1	694	1518	414	695	239	519	712	746	640	626	700	839	799	824	796	827	924	930	1194	1219	1140	626	229	327	207	513	603	618	786	374	625	825	395	597	264	1913	625	1159	503
ABCF2	518	464	361	912	521	954	1083	668	810	863	369	1241	409	790	1332	621	794	503	1313	769	998	1099	718	474	48	532	215	678	1	1000	879	1218	208	403	519	2407	474	846	473
ABCF3	225	107	891	365	321	278	251	494	428	340	47	135	181	134	383	324	172	1	482	404	879	581	57	145	84	307	77	749	415	216	382	462	151	230	0	344	224	272	494
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	2387	2253	3218	1650	1847	1514	1877	1495	884	2309	784	2509	528	1999	2369	1628	2018	3	3937	2624	234	3322	1235	919	144	1186	153	1705	939	646	855	1180	798	1382	1117	2072	640	3323	2145
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ABHD1	1	0	28	0	0	0	13	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	2	0
ABHD10	100	1	4	90	92	107	76	95	0	182	202	56	79	68	157	153	43	0	212	25	271	266	192	66	8	98	67	59	137	0	106	83	30	101	54	20	147	117	12
ABHD11	156	212	276	309	116	165	163	121	181	213	207	419	52	317	92	225	242	234	547	483	230	632	278	183	4	215	2	361	157	80	91	469	172	175	412	0	354	415	198
ABHD12	295	191	465	75	166	222	172	86	87	163	2	72	101	384	313	251	320	485	413	276	32	290	101	192	21	11	141	93	324	33	220	416	445	132	121	316	116	297	229
ABHD12B	0	0	32	28	2	38	0	0	54	5	0	68	59	30	61	0	33	595	0	0	90	35	0	38	5	0	183	0	174	286	111	135	7	17	1	0	0	35	49
ABHD13	363	200	197	111	0	72	90	74	0	27	0	100	42	11	21	68	15	0	275	88	23	36	134	56	30	0	47	63	1	56	27	168	129	56	0	1	61	219	81
ABHD14A	116	0	0	0	34	17	0	4	0	38	0	0	0	9	0	0	49	0	14	2	22	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	15	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	5	80	0	0	3	103	0	200	96	99	156	0	127	17	133	76	46	0	71	5	100	432	109	4	22	0	22	0	254	1	0	2	0	15	22	0	25	82	4
ABHD15	0	0	0	41	1	28	0	0	0	103	0	89	0	0	0	0	0	0	28	127	64	0	0	18	14	0	44	0	0	0	0	0	40	11	0	0	0	172	0
ABHD16A	0	122	38	188	1	101	97	31	170	92	0	0	34	0	60	2	30	77	121	0	0	317	28	37	9	172	161	145	0	193	79	146	42	7	99	0	158	392	94
ABHD16B	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1
ABHD17A	0	0	0	0	0	4	3	0	9	1	3	0	2	0	1	6	6	4	3	0	0	0	0	1	1	0	0	0	0	2	0	9	0	3	0	0	0	0	0
ABHD17B	109	0	0	28	0	32	0	130	24	140	0	174	112	96	79	101	5	478	82	0	0	123	124	48	7	2	102	46	0	154	14	133	20	71	25	281	149	100	111
ABHD17C	264	76	27	158	6	199	73	43	47	77	13	129	162	143	44	31	57	142	0	175	204	165	5	71	17	213	114	0	72	0	137	240	122	118	43	1	464	145	65
ABHD2	80	78	96	80	79	149	140	59	130	122	65	77	56	78	121	83	176	30	456	62	155	94	25	38	31	60	98	79	101	240	55	70	35	107	87	155	90	86	108
ABHD3	241	281	69	43	0	65	103	73	0	170	0	64	74	157	79	53	70	120	217	57	39	153	91	21	2	36	55	62	279	156	107	115	20	49	64	0	227	65	272
ABHD4	534	509	14	163	0	313	340	104	139	413	73	148	152	271	644	278	213	157	1150	373	521	477	403	40	13	154	139	121	820	599	159	162	198	91	217	98	652	168	3
ABHD5	610	420	93	273	172	325	315	290	442	356	0	86	265	413	190	114	178	245	284	142	885	461	266	153	23	183	55	85	17	128	274	325	242	208	295	19	408	297	540
ABHD6	68	0	0	50	45	23	0	54	6	1	31	97	89	79	77	0	76	0	43	85	161	83	0	19	0	145	1	1	1	0	34	40	88	41	31	1	76	76	0
ABHD8	41	14	0	4	40	25	3	4	13	14	13	57	0	0	20	27	21	0	0	33	0	3	0	18	2	21	8	22	0	21	24	0	18	14	11	93	6	0	16
ABI1	262	338	423	265	832	260	420	102	341	453	81	337	230	51	349	549	183	141	608	176	348	369	0	201	46	212	256	383	183	403	190	454	228	225	270	662	241	329	375
ABI2	0	72	0	51	23	101	0	0	4	343	0	0	0	194	29	69	17	129	35	0	304	4	0	0	5	83	27	222	235	0	67	0	8	48	0	0	93	112	39
ABI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	0	63	58	146	1	96	0	127	135	103	0	443	196	36	92	36	59	130	20	140	145	152	0	8	6	0	143	0	120	0	119	5	72	130	160	0	36	215	112
ABL2	121	136	116	101	0	85	149	51	0	183	70	15	317	8	147	70	92	62	192	56	29	19	68	118	28	0	113	4	0	21	57	226	78	48	1	563	213	54	227
ABLIM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	87	0	0	53	0	0	0	0	0	0	0	7	0	42	0	0	0	0	0
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	0	0	0	0	0	0	0	55	0	0	0	0	0	0	1	114	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	174	306	196	81	110	278	93	12	0	137	95	185	90	182	49	108	257	724	392	226	187	144	4	75	16	1	393	230	228	217	128	26	136	210	0	0	32	211	28
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
ABRACL	472	582	167	265	321	469	61	545	598	445	218	90	361	619	440	225	304	384	399	558	406	353	177	232	30	351	413	255	617	536	330	676	233	165	372	250	161	346	169
ABT1	848	712	302	743	1362	929	708	434	559	901	752	851	891	423	686	546	746	217	1655	670	540	738	435	309	89	1262	416	1127	640	488	793	1064	394	553	961	1100	674	695	677
ABTB1	0	0	0	48	0	0	0	38	85	0	0	0	0	0	77	0	0	0	0	0	13	0	0	0	0	0	42	0	0	23	31	0	0	0	0	0	7	55	70
ABTB2	0	0	65	97	0	31	7	82	0	141	0	121	1	10	36	0	65	0	0	0	254	45	87	27	6	0	61	0	0	0	85	0	12	27	305	296	300	1	1
AC093375.1	0	0	0	2	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAA1	361	263	380	193	622	209	339	300	538	210	38	255	105	98	450	137	456	1	453	297	650	249	87	219	80	388	163	261	244	400	197	106	197	285	437	302	351	607	521
ACAA2	1207	108	781	300	381	344	394	204	584	757	152	702	346	1029	794	769	336	311	358	388	364	297	66	263	26	271	266	795	392	204	393	233	317	362	480	910	495	358	387
ACACA	978	532	159	79	37	339	142	466	157	543	329	244	226	487	556	285	347	174	300	709	227	502	22	454	36	248	209	169	1009	319	84	238	269	473	146	127	449	236	326
ACACB	0	0	0	0	0	0	0	0	0	0	0	0	19	28	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ACAD10	0	35	0	1	0	0	0	0	0	21	0	0	0	0	53	0	0	0	0	0	22	1	0	0	0	205	8	0	0	0	95	0	0	0	0	0	3	63	22
ACAD11	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	10	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	1	0	0	0	0
ACAD8	0	319	2	100	0	47	124	5	187	175	312	0	201	232	116	78	100	0	198	5	16	204	111	130	40	304	129	113	642	0	126	456	22	81	169	0	40	105	129
ACAD9	190	350	140	67	195	104	205	153	434	171	91	104	227	284	280	21	267	247	363	271	290	156	24	172	42	188	90	128	25	124	92	318	135	94	172	0	83	195	219
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	742	131	104	141	607	164	446	209	559	369	468	551	240	343	234	310	270	120	512	100	664	264	258	190	12	271	164	215	247	396	125	548	293	253	612	374	618	405	281
ACADS	0	0	0	0	0	36	0	0	93	0	0	0	31	0	33	0	38	14	8	0	0	111	28	19	1	0	14	72	2	0	35	0	1	17	0	0	60	0	0
ACADSB	0	160	247	112	1	138	170	61	130	151	201	262	28	156	79	132	162	0	173	151	208	53	85	50	0	75	113	103	0	0	79	54	13	39	167	488	23	58	154
ACADVL	183	111	139	156	177	74	186	94	83	203	118	105	108	288	295	101	194	236	328	150	164	175	110	155	23	52	205	192	253	71	102	106	57	155	0	0	140	261	100
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	0	0	0	0	0	6	0	0	0	35	0	0	0	0	2	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP2	88	282	29	170	0	212	387	22	125	293	138	270	129	272	110	219	141	71	324	85	52	417	266	37	8	28	215	71	206	82	70	0	183	136	251	256	175	397	301
ACAP3	3	0	0	49	48	10	0	1	0	7	0	0	3	0	3	0	18	0	0	0	13	0	0	2	0	0	7	1	0	0	0	0	3	7	0	0	13	12	7
ACAT1	486	418	441	273	372	249	394	273	444	220	596	458	301	256	661	504	261	144	572	338	283	653	225	194	4	362	74	233	478	59	156	315	185	444	0	983	226	240	174
ACAT2	1806	942	568	904	1235	717	1072	530	1197	1538	1458	1419	770	1131	1079	1217	515	190	1262	994	1314	1493	978	684	68	1234	445	888	144	893	666	855	303	742	963	1501	734	1081	759
ACBD3	44	82	407	16	291	55	0	58	71	11	244	1	166	8	95	9	50	10	84	115	398	74	141	80	25	0	152	52	24	56	58	20	17	172	1	0	242	3	58
ACBD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ACBD5	196	4	1	95	61	102	19	11	428	374	274	149	127	115	25	34	48	27	158	3	91	302	0	124	108	112	123	44	1	46	72	1	29	119	0	1	95	205	67
ACBD6	236	49	21	90	132	23	165	0	1	142	0	104	79	98	163	51	0	138	32	123	137	39	181	44	0	0	51	0	0	0	50	172	107	121	58	1	39	112	204
ACBD7	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	1	176	457	121	117	109	90	138	99	107	121	152	86	161	56	179	116	289	152	130	265	413	52	24	5	175	43	194	4	168	69	114	40	73	57	128	56	44	107
ACE	0	0	0	0	1	0	1	0	0	0	0	0	53	36	0	0	1	137	0	0	0	0	0	0	0	0	126	0	0	85	28	0	2	0	0	0	0	0	0
ACE2	140	0	1	151	336	20	176	61	0	14	0	161	0	15	18	0	80	0	0	203	1	0	254	0	1	0	0	0	0	0	0	229	0	88	213	0	0	0	0
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	0	8	8	0	0	30	0	0	0	0	0	39	0	1	0	0	58	47	0	0	0	0	12	5	0	5	0	0	0	27	0	0	0	0	0	0	52	0
ACER3	136	234	320	142	850	174	0	186	40	421	207	344	79	143	74	296	127	1	145	130	1	484	114	149	16	367	102	99	141	0	26	0	71	90	30	249	57	281	84
ACHE	0	0	0	0	0	0	37	0	0	0	0	0	52	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0
ACIN1	250	153	266	270	253	260	212	232	81	343	187	113	134	328	305	174	322	288	255	499	108	266	91	158	59	512	200	188	312	262	137	500	149	247	419	494	272	145	76
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	1	235	301	100	165	226	13	45	0	186	166	248	37	135	73	12	170	0	101	81	250	215	119	131	1	63	0	110	32	0	18	81	80	125	0	223	46	196	13
ACKR3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	20	0	0
