AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	30	0	0	39	0	0	0	0	0	0	0	0	0	14	48	22	39	0	36	0	0	0	0	0	0	0	0	0
ABCA1	239	43	285	15	71	84	0	191	45	0	0	201	102	46	0	0	0	255	66	0	69	5	123	0	508	0	0	44	154	28
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	1	10	29	0	9	46	0	56	7	9	1	34	0	41	23	0	0	16	13	1	0	0	16	6	21	0	3	12	178	31
ABCA12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABCA13	92	0	24	0	12	60	47	114	0	0	0	0	22	44	0	0	0	13	14	5	86	0	0	1	38	5	1	9	67	2
ABCA17P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	19	0	0	5	0	0	0	0	0	0
ABCA4	0	0	0	0	15	0	0	29	0	0	1	0	0	0	13	0	0	2	0	0	4	0	0	6	0	0	36	22	0	3
ABCA5	2	36	0	0	0	0	0	39	0	0	0	9	0	19	0	0	0	64	0	0	0	2	0	4	0	0	0	19	0	12
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	22	0	0	0	0	32	35	68	0	0	0	0	16	13	0	0	1	51	0	0	30	1	0	2	0	0	0	0	0	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	22	15	85	1	9	62	119	149	2	9	0	37	42	126	30	39	35	61	7	5	48	3	12	80	108	0	143	105	81	7
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	4	0	3	0	0	0	39	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	21	0
ABCB6	561	0	429	1	11	555	298	496	14	0	92	30	180	421	193	13	1	363	112	14	240	3	489	209	24	3	259	117	460	1
ABCB7	159	192	215	1	67	25	0	245	0	0	54	16	248	416	116	0	15	167	0	10	88	2	97	118	181	0	8	163	229	0
ABCB8	370	311	842	7	76	812	309	885	79	0	125	258	290	632	217	0	23	639	269	8	118	4	340	226	189	9	119	303	541	27
ABCB9	0	0	59	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ABCC1	0	0	1	0	0	0	18	43	0	0	0	0	0	0	0	0	0	19	34	3	0	0	0	1	0	0	0	35	29	9
ABCC10	140	1	298	5	73	303	34	318	0	0	186	1	67	40	81	0	0	275	3	0	128	0	62	2	121	0	17	3	13	0
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	45	2	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	26	0	75	0	8	0	0	49	1	0	0	8	24	13	0	0	0	16	0	0	0	0	41	0	28	0	0	0	0	0
ABCC2	12	37	13	11	0	36	0	85	10	0	0	41	73	32	0	0	0	150	31	2	4	2	1	4	90	2	0	21	117	56
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	0	0	146	2	28	186	180	427	1	75	224	0	0	335	188	10	10	42	0	0	11	0	151	264	143	1	389	299	249	17
ABCC5	100	47	327	4	17	278	133	318	6	0	15	204	47	579	304	38	26	216	200	2	79	5	223	100	389	0	152	117	45	79
ABCC5-AS1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	0	0	0	0	0	1	0	1	0	0	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1	0	0	0	0	0	46	0	59	0	0	0	0	0	45	21	0	1	4	0	0	0	0	2	5	0	0	0	8	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	418	111	197	14	84	275	265	551	64	28	185	89	205	529	347	0	33	223	65	19	262	0	87	183	301	6	275	630	331	57
ABCD4	230	51	0	1	57	11	1	125	1	28	48	104	73	287	41	46	0	154	152	0	11	0	196	72	174	3	31	113	197	1
ABCE1	388	121	594	6	114	1004	313	666	134	55	320	321	342	931	466	19	16	584	350	17	373	4	322	339	731	6	565	708	426	135
ABCF1	548	469	382	7	192	323	475	1227	149	77	312	382	527	1541	216	71	155	667	412	32	202	6	523	535	928	6	469	857	510	140
ABCF2	469	309	950	13	178	1132	367	1858	103	79	575	387	492	1485	372	105	10	490	401	8	176	8	472	620	571	20	515	1021	985	63
ABCF3	381	382	339	9	91	771	284	884	1	117	225	282	211	643	242	12	178	475	226	6	126	5	124	183	372	5	323	415	302	113
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	166	46	182	10	133	487	521	2144	123	179	389	62	40	1967	732	94	40	69	217	16	1	0	0	728	97	5	735	959	324	63
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	0
ABCG5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ABHD10	1	65	66	1	81	197	270	274	24	6	5	98	155	256	96	0	27	94	39	0	46	0	40	103	412	5	170	285	0	3
ABHD11	188	106	349	0	63	709	249	987	108	0	95	280	32	424	277	22	16	231	120	6	157	3	240	177	312	4	91	395	452	39
ABHD12	239	278	519	6	93	597	240	812	48	43	153	393	277	711	159	26	0	435	141	0	15	9	148	106	131	5	178	250	141	30
ABHD12B	89	1	81	1	0	90	23	179	16	0	47	58	40	104	56	0	0	210	57	0	31	0	178	48	173	0	24	57	234	0
ABHD13	92	49	46	1	36	0	92	140	39	1	87	43	12	188	33	0	0	87	66	0	7	0	85	11	123	0	115	212	299	26
ABHD14A	0	0	0	0	0	0	0	8	1	0	17	24	0	12	10	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	3	0	304	0	2	0	188	148	48	0	0	46	0	123	189	0	0	38	32	0	68	8	5	4	0	0	1	91	9	0
ABHD15	71	16	64	1	1	434	2	27	0	0	42	14	0	3	0	0	0	164	0	0	15	0	0	6	110	1	0	56	154	62
ABHD16A	39	203	118	11	73	304	34	129	61	0	53	571	0	370	3	0	0	128	36	17	81	11	342	27	165	0	33	264	140	185
ABHD16B	0	0	22	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ABHD17A	0	3	5	0	0	0	1	3	0	0	2	0	3	4	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0
ABHD17B	71	13	104	5	24	2	27	68	20	21	28	0	58	137	60	26	14	95	30	0	0	0	47	53	92	4	13	50	0	0
ABHD17C	67	7	20	0	21	87	95	164	36	14	100	27	21	128	69	3	197	35	11	8	104	0	24	85	108	1	125	226	230	5
ABHD2	31	156	129	5	19	147	72	261	49	24	76	250	45	363	132	33	10	278	113	6	49	4	46	63	194	0	65	120	331	44
ABHD3	146	1	23	0	1	131	52	125	4	0	53	1	37	159	125	25	0	183	29	0	36	2	93	44	31	1	30	70	114	39
ABHD4	133	76	155	6	0	114	164	440	63	92	1	29	242	271	283	0	1	105	49	0	0	0	83	38	0	0	44	145	140	0
ABHD5	24	67	273	0	31	223	6	603	83	0	174	107	150	498	332	21	128	211	174	0	107	4	142	184	230	1	208	433	149	48
ABHD6	2	139	271	1	53	386	2	192	60	1	19	103	3	127	0	2	0	67	43	0	166	4	262	30	68	0	0	44	23	44
ABHD8	0	0	0	0	0	6	0	26	0	0	19	0	8	3	0	0	0	2	0	0	5	0	0	0	0	0	0	2	0	0
ABI1	233	100	379	10	50	287	118	697	45	0	74	205	289	574	179	0	116	235	125	1	217	8	306	84	273	3	125	104	541	67
ABI2	141	123	71	0	27	35	48	112	0	0	0	86	7	182	33	1	0	205	111	0	7	0	327	3	119	0	15	65	101	20
ABI3	0	0	0	0	0	0	0	30	50	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ABI3BP	0	0	6	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ABL1	8	118	47	3	16	25	122	94	75	0	82	8	0	117	0	2	1	106	77	6	0	0	25	115	25	1	17	57	0	0
ABL2	111	94	103	0	4	190	7	74	4	11	92	14	174	156	7	0	0	126	79	1	0	0	127	165	255	3	24	173	347	7
ABLIM1	0	0	0	0	9	0	50	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	56	0	0	12	25	0	0
ABLIM2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	57	0	14	0	0	18	0	0
ABO	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABR	331	173	506	9	29	148	20	130	28	31	61	148	137	270	10	30	8	317	182	8	90	4	34	149	87	2	49	154	519	22
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABRACL	291	81	155	7	133	400	258	581	126	50	278	226	146	940	253	19	15	681	97	6	91	0	352	179	773	5	253	451	396	68
ABT1	418	326	931	23	173	1276	389	1463	235	163	475	454	388	1492	585	91	2	866	419	25	464	12	627	536	1279	9	625	1073	1360	164
ABTB1	0	14	0	0	0	9	0	3	0	0	0	0	0	1	0	0	0	14	0	0	0	0	41	0	71	0	0	11	0	0
ABTB2	185	106	37	4	17	30	9	146	22	39	28	2	37	148	0	0	0	186	108	0	52	3	210	35	77	0	17	82	8	19
AC093375.1	0	4	2	0	0	0	2	3	0	11	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	2	7	0
ACAA1	256	287	403	7	50	367	190	1047	119	76	106	205	48	453	185	34	1	313	223	10	102	3	229	66	69	3	9	64	137	45
ACAA2	268	349	727	24	46	824	310	1013	196	30	412	530	458	1211	511	41	46	977	648	27	325	17	972	339	1208	8	640	944	592	314
ACACA	188	77	297	4	57	425	226	507	25	0	202	144	210	567	268	32	17	301	58	8	169	1	280	275	178	0	126	349	90	11
ACACB	0	0	1	0	0	97	0	6	0	0	0	0	0	33	0	0	0	8	0	0	0	0	7	0	2	0	0	5	0	0
ACAD10	0	73	69	0	0	174	30	119	34	1	48	78	59	188	15	19	48	98	12	0	99	0	119	0	27	0	3	66	23	0
ACAD11	14	8	25	0	0	2	0	12	6	0	0	0	0	1	0	0	0	6	0	0	7	0	1	0	0	0	0	0	0	0
ACAD8	339	78	269	2	31	146	72	347	126	0	129	185	129	313	225	38	1	273	100	16	127	4	289	167	165	8	212	237	590	34
ACAD9	170	36	109	0	28	674	102	365	19	42	0	87	195	446	67	0	19	283	42	8	77	0	368	93	223	0	37	215	145	54
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	0	0	2	0	0	81	0
ACADM	39	68	218	2	48	166	103	145	43	35	62	133	105	324	100	0	15	245	110	12	76	1	163	29	308	2	212	349	464	95
ACADS	325	138	316	6	69	264	47	117	24	0	51	299	163	181	28	0	24	226	125	0	73	1	171	14	36	0	10	57	114	0
ACADSB	0	35	0	6	0	52	32	256	28	0	129	58	0	43	0	1	41	108	1	11	6	0	165	0	106	0	153	123	389	24
ACADVL	105	111	133	0	8	252	96	243	9	0	57	88	130	97	20	0	47	149	73	5	14	8	121	74	110	3	107	76	171	25
ACAN	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	0	1	5	0	0	4	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ACAP2	198	188	166	0	90	218	81	132	27	37	110	142	142	159	63	18	30	263	99	1	27	5	169	89	102	0	67	185	362	8
ACAP3	26	0	11	0	0	0	0	18	12	0	5	0	0	16	12	0	2	2	20	0	0	0	0	8	0	0	0	0	0	0
ACAT1	269	82	349	7	87	461	157	385	36	36	63	313	104	408	89	0	2	260	145	27	35	1	75	185	460	3	179	646	306	84
ACAT2	1919	859	2654	42	294	2452	1112	2930	478	240	783	1058	1603	4053	2091	78	0	1723	864	56	607	29	1000	1313	1342	26	2304	2512	2596	631
ACBD3	31	128	257	4	24	282	191	166	63	0	13	0	84	250	73	18	41	166	38	8	61	5	114	77	221	2	185	198	302	34
ACBD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBD5	26	14	58	2	0	76	0	204	16	17	162	0	33	249	102	0	130	121	98	2	90	4	85	39	269	0	65	160	278	28
ACBD6	33	202	0	2	25	42	60	184	32	37	1	162	17	206	131	29	0	182	35	0	57	0	61	21	121	0	33	112	109	0
ACBD7	1	0	0	0	0	0	0	0	0	0	1	0	1	24	0	0	13	0	0	0	0	0	0	0	0	0	0	3	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ACD	149	37	257	3	18	448	80	444	74	0	156	124	284	316	50	25	45	301	238	5	125	1	186	17	158	1	82	107	208	21
ACE	62	59	44	0	17	162	32	149	11	5	0	112	126	83	7	0	0	142	55	3	0	0	29	5	117	0	13	49	50	7
ACE2	67	0	49	1	25	254	266	957	28	13	210	9	42	323	619	1	104	24	29	0	0	3	0	308	329	14	690	868	47	1
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	51	0	0	1	0	44	2	20	0	1	0	0	0	41	4	0	0	25	35	0	0	0	20	0	11	0	0	0	92	0
ACER3	0	21	0	1	75	18	98	188	94	5	13	112	0	135	79	2	0	49	85	4	85	0	0	108	120	0	60	19	23	0
ACHE	34	13	46	0	0	70	0	9	4	0	0	0	47	0	96	0	0	29	20	11	0	0	0	0	12	0	0	0	0	0
ACIN1	207	206	274	5	52	286	170	537	38	89	196	21	122	484	320	32	115	289	119	3	40	4	134	285	235	0	240	243	537	75
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	2	0	0	0	1	154	66	264	0	48	53	0	0	238	75	4	0	0	69	1	64	0	0	30	43	1	82	224	11	1
ACKR3	0	1	1	0	1	218	237	568	0	0	51	0	6	108	78	0	0	16	0	0	0	0	0	27	33	3	327	520	164	0
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	1978	514	1890	39	262	2653	1493	4262	316	776	1454	779	881	5624	1854	244	421	1633	585	39	609	31	789	1155	715	13	988	2308	1741	124
ACMSD	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	133	90	189	1	72	329	429	395	56	53	140	112	198	443	92	20	111	248	562	0	28	2	183	117	317	0	250	317	344	87
ACO1	518	145	1080	10	99	93	279	693	92	14	92	123	86	786	373	37	18	511	277	0	163	8	106	61	158	4	240	464	243	57
ACO2	483	394	548	7	83	914	289	808	45	11	169	360	321	845	210	18	22	646	274	14	245	6	315	253	428	5	140	561	622	106
ACOT1	0	0	10	0	0	54	0	8	0	0	0	0	3	0	0	0	0	2	0	4	2	0	0	1	0	0	0	2	4	0
ACOT11	57	0	0	0	3	50	0	71	8	0	0	67	79	26	25	0	0	139	16	0	1	0	60	0	0	0	0	12	0	19
ACOT12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0
ACOT13	143	93	350	11	18	167	106	156	79	10	59	106	91	138	26	12	5	313	79	0	20	1	166	92	278	6	30	213	272	68
ACOT2	0	0	6	0	2	30	0	36	8	0	0	0	0	19	1	0	0	8	6	0	0	0	0	18	10	0	0	10	153	9
ACOT4	0	0	61	0	9	80	124	336	0	0	55	0	0	27	34	2	14	10	0	0	0	0	0	22	0	0	12	36	109	0
ACOT6	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	362	104	332	2	19	404	309	968	104	100	125	7	405	379	233	5	75	223	327	3	105	6	285	216	418	8	150	504	545	53
ACOT8	50	144	265	1	22	234	75	262	63	0	29	95	68	210	141	0	78	370	160	1	95	1	187	21	61	2	84	74	265	33
ACOT9	153	27	0	0	0	48	1	26	16	0	0	0	0	39	0	0	0	42	0	0	0	0	0	1	0	1	16	37	45	0
ACOX1	385	73	219	5	49	486	99	659	93	6	274	0	16	690	191	0	33	192	114	25	100	9	380	187	183	4	136	345	64	20
ACOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	67	69	0	0	0	50	12	80	18	0	0	47	0	111	68	0	0	34	7	0	0	0	59	11	83	1	0	40	0	68
ACOXL	99	181	509	0	34	16	3	256	64	0	40	77	45	233	77	4	0	247	87	7	5	2	75	6	104	0	22	106	206	29
ACP1	794	310	1258	1	198	1119	612	1359	274	87	216	725	600	1196	654	24	109	728	602	22	572	24	806	441	830	19	502	1155	1507	225
ACP2	54	342	53	1	57	59	67	321	0	0	143	190	0	369	85	0	0	157	42	0	84	6	1	157	13	1	129	104	10	89
ACP5	150	30	0	0	13	101	113	494	0	46	166	76	75	300	110	0	1	284	175	1	119	3	105	13	285	0	238	234	572	45
ACP6	72	2	0	1	23	0	15	177	65	0	38	2	1	144	29	0	0	67	72	0	26	0	30	18	112	0	4	10	98	0
ACPP	294	159	212	2	0	439	1	153	0	0	1	91	154	54	52	0	2	135	24	0	71	0	199	2	65	0	1	80	213	24
ACPT	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRC	15	0	0	1	0	43	34	11	0	0	0	0	52	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
ACRV1	0	0	17	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	9	1	1	0	0	2	3	0	0	0	0	0
ACSBG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0
ACSBG2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF2	76	72	212	0	40	0	24	129	5	0	1	67	0	80	0	0	0	32	0	6	0	3	129	28	23	0	0	0	11	0
ACSF3	66	124	26	1	0	203	21	187	0	0	36	35	142	159	10	0	10	0	35	0	72	2	79	20	42	0	8	88	89	0
ACSL1	0	0	0	0	0	68	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL3	912	279	1013	1	305	1464	667	1269	136	163	940	523	356	2935	1367	50	93	934	514	38	443	9	174	300	583	6	458	967	1017	144
ACSL4	195	26	6	2	44	51	76	173	88	5	26	50	70	376	388	0	18	133	82	9	60	0	1	34	103	3	124	195	770	2
ACSL5	2	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0
ACSL6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ACSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	12	0	84	0	0	0	1	1	0	0	0	0	0	19	0	0	0	0	0	11	0	0	50	0	0	0	0	23	0	0
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
