ABCE1	241	90	242	425	135	1206	154	643	138	629	798	208	63	257	1078	414	207	63	499	218	104	307	232	813	267	64	188	78	143	140	191	197
ABCF1	358	375	566	651	319	1611	117	694	167	732	1086	220	235	172	1313	435	519	202	578	879	233	306	326	1071	376	125	512	7	118	153	319	299
ABCF2	920	413	658	1483	627	2890	659	1196	489	2280	2026	755	586	491	2301	1217	237	278	1567	1054	765	758	463	1792	828	218	969	163	238	311	479	591
ABCF3	200	63	280	342	154	649	140	547	209	670	818	202	104	193	449	187	390	89	381	353	264	248	38	343	196	96	185	79	29	103	172	145
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	0	42	0	0	38	0	0	28	0	51	45	35	0	0	133	0	0	0	59	0	0	0	0	0	42	0	0	0	25	0	45	1
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	21	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD10	73	77	61	9	24	76	36	64	9	99	111	65	0	34	107	0	59	17	199	62	49	22	39	0	50	1	0	4	40	0	148	25
ABHD11	78	238	109	332	105	751	98	208	56	337	390	196	51	113	302	19	99	71	95	288	157	64	161	253	173	47	109	42	89	56	42	106
ABHD12	70	0	143	220	73	394	30	213	60	376	327	55	83	106	451	503	35	64	110	197	95	73	97	301	59	79	162	12	59	61	135	8
ABHD12B	21	26	39	0	7	51	29	23	28	68	60	0	37	13	74	48	22	2	47	14	21	0	7	46	21	25	3	0	2	44	76	48
ABHD13	54	33	32	97	13	202	14	31	54	74	136	41	0	11	237	0	0	2	127	65	16	18	29	162	40	37	48	43	43	37	4	7
ABHD14A	0	0	1	10	0	14	0	0	0	4	14	10	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	81	28	146	280	69	730	7	191	69	601	404	70	43	109	477	116	54	93	194	38	94	86	103	277	227	184	237	0	142	20	24	213
ABHD15	0	22	19	0	0	173	0	27	62	0	56	6	70	0	107	88	115	9	0	8	16	0	0	59	9	0	29	0	12	0	78	0
ABHD16A	40	13	57	130	85	315	0	173	34	360	269	49	29	73	228	79	178	19	136	88	45	34	1	49	28	63	114	45	18	0	35	115
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ABHD17A	0	0	0	0	0	2	1	1	0	4	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	4
ABHD17B	4	12	10	111	27	168	0	39	9	44	42	49	48	27	4	207	0	3	20	24	26	88	0	0	2	36	50	4	15	0	0	20
ABHD17C	65	94	32	65	14	337	55	37	58	211	197	52	0	50	317	55	130	26	50	102	38	66	94	223	53	29	124	51	15	101	184	131
ABHD2	48	111	77	107	44	320	145	116	26	119	213	34	17	103	189	146	99	30	95	171	40	67	27	96	47	73	63	13	19	14	17	39
ABHD3	90	71	118	126	66	372	96	266	3	438	373	151	71	117	684	241	102	59	305	138	77	120	61	130	142	167	107	47	22	0	163	66
ABHD4	0	0	59	0	0	80	0	30	36	6	42	0	0	0	0	0	0	0	68	0	53	0	0	0	0	0	0	0	28	0	5	0
ABHD5	94	0	54	213	20	359	172	73	55	289	342	98	86	42	37	86	150	24	19	76	49	104	61	238	65	87	53	0	60	9	43	113
ABHD6	6	32	42	191	32	86	3	0	0	170	90	60	59	69	319	24	0	17	0	91	39	1	38	83	92	4	7	0	0	48	0	62
ABHD8	0	0	9	0	3	21	0	5	5	10	7	0	0	0	0	0	10	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ABI1	87	134	69	265	71	556	98	482	53	379	374	115	67	55	387	5	99	28	247	96	103	256	34	329	168	199	108	30	54	156	101	155
ABI2	18	38	39	59	10	96	0	45	13	102	78	63	0	25	176	0	0	13	76	7	19	0	0	57	60	25	56	28	0	0	16	59
ABI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ABL1	24	0	56	145	23	124	8	80	0	116	149	37	61	103	19	22	9	16	0	39	21	0	0	314	101	0	64	13	31	78	21	0
ABL2	35	0	8	43	48	134	0	63	49	43	97	43	11	4	274	1	0	7	190	22	27	8	0	0	24	0	31	0	14	27	129	9
ABLIM1	0	0	0	21	14	77	0	24	15	71	128	34	0	36	0	0	80	6	0	0	0	38	30	185	94	50	81	0	0	0	1	0
ABLIM2	0	0	0	0	0	48	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ABLIM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	3	0
ABR	12	31	145	65	17	232	0	49	125	81	250	48	79	19	307	192	11	23	49	79	151	28	34	2	82	80	88	1	33	0	4	3
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	323	178	225	568	95	1388	179	598	211	1030	945	275	104	189	1063	555	256	47	607	432	217	406	253	616	428	151	289	183	89	144	302	225
ABT1	419	448	540	844	266	1940	464	934	331	1595	1217	440	244	364	1192	287	653	208	1156	779	383	613	128	807	467	172	374	267	188	223	274	288
ABTB1	20	0	18	10	0	0	0	15	0	12	11	9	0	0	41	0	16	6	42	0	0	16	0	31	7	0	2	0	15	0	0	34
ABTB2	66	2	26	118	86	308	0	19	73	116	170	30	26	46	249	0	188	47	42	46	122	73	108	356	84	155	149	23	78	108	48	0
AC093375.1	3	0	0	4	0	4	1	4	0	11	1	1	0	25	61	0	0	0	0	8	3	0	0	0	4	0	6	0	0	0	0	1
ACAA1	201	86	173	587	101	936	114	176	145	690	489	94	101	96	360	112	126	94	363	364	229	68	53	484	123	123	144	23	51	0	204	134
ACAA2	510	244	386	1392	447	1403	342	781	211	788	937	311	253	269	745	284	314	72	614	562	228	555	272	657	434	82	266	137	188	142	164	274
ACACA	32	50	38	68	36	171	0	348	26	201	113	85	99	64	189	177	114	21	19	194	54	54	0	145	60	0	127	5	16	0	68	52
ACACB	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAD10	0	53	0	73	77	96	13	1	42	109	49	48	0	182	167	59	42	8	114	66	43	31	0	34	59	29	68	2	0	37	22	0
ACAD11	0	0	0	0	0	2	4	0	2	2	0	5	0	13	0	32	0	1	1	5	0	9	0	15	0	0	0	0	0	0	0	2
ACAD8	135	7	0	129	37	529	12	267	0	279	212	47	54	187	186	14	60	12	111	122	23	112	89	82	125	18	75	0	40	87	138	183
ACAD9	71	30	52	100	38	499	94	283	121	284	247	112	0	88	379	44	28	30	163	66	67	90	15	55	137	82	37	0	0	20	0	81
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	75	60	43	157	64	201	84	101	24	181	81	87	42	70	31	132	66	9	108	64	15	143	60	115	65	24	40	11	28	31	22	33
ACADS	210	167	223	505	146	1045	281	160	92	628	486	73	43	157	146	57	0	58	308	346	69	68	50	165	80	113	69	0	29	0	25	67
ACADSB	10	37	0	23	36	94	24	26	0	62	17	17	0	0	45	42	48	11	44	25	30	1	23	30	10	37	5	0	0	18	2	0
ACADVL	64	102	147	45	170	276	120	127	0	314	171	58	0	59	400	220	106	81	16	85	49	0	50	39	55	59	187	29	9	60	59	4
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	2	0	14	4	0	25	11	8	1	12	12	2	7	0	6	0	24	8	3	0	2	0	3	5	15	4	19	0	2	4	5	3
ACAP2	77	0	29	6	11	199	1	36	3	88	113	24	1	70	125	1	12	6	60	21	14	55	26	83	41	18	21	11	0	20	35	43
ACAP3	0	0	0	24	0	18	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	16	0
ACAT1	103	132	159	272	35	498	120	275	136	364	597	88	80	113	464	240	142	27	307	168	100	148	83	139	137	49	125	22	116	31	35	75
ACAT2	95	138	96	194	50	591	135	263	60	287	240	130	0	78	403	137	35	43	305	35	117	39	52	172	102	15	36	0	78	52	89	218
ACBD3	21	50	40	90	30	234	0	47	13	183	143	37	28	0	163	85	25	8	47	116	1	46	41	108	46	0	7	14	1	85	142	29
ACBD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	14	0	0	0	0	0	0	0	0
ACBD5	21	34	130	96	50	236	64	112	24	124	178	32	30	17	131	0	2	17	0	55	39	108	39	148	85	32	55	0	60	44	1	13
ACBD6	110	27	92	135	14	154	40	84	11	217	200	8	17	45	240	93	75	19	65	42	30	7	12	190	94	47	97	0	13	34	81	47
ACBD7	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	7	0	0	2	4	0	8	0	0	2	16	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ACD	119	271	84	221	125	680	7	156	155	600	543	170	54	82	591	55	201	72	137	220	158	113	78	239	140	93	105	111	10	45	78	110
ACE	20	26	74	14	2	397	0	103	11	165	113	70	11	74	152	237	7	56	86	57	41	32	25	182	146	34	69	0	15	9	39	4
ACE2	11	68	0	36	104	298	15	87	15	170	220	0	54	48	395	204	99	8	41	63	28	174	9	0	18	32	0	24	66	0	165	99
ACER1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	16	26	0	0	11	79	0	0	0	14	27	0	0	3	36	0	38	5	0	0	2	0	8	1	18	11	36	0	0	0	0	10
ACER3	14	0	38	27	3	170	0	39	13	91	77	16	18	36	286	168	16	20	88	32	20	65	45	2	14	0	14	0	18	0	4	32
ACHE	0	0	22	0	5	171	0	2	0	0	0	27	0	11	3	0	0	2	137	1	23	0	0	94	1	0	0	0	0	0	0	8
ACIN1	67	131	61	94	52	323	141	124	37	124	184	72	47	79	232	34	62	33	91	137	35	46	11	263	93	48	64	38	31	30	92	32
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0	0	0	0	0	0	3	0	0	11	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	127	444	344	823	465	1421	14	679	146	1377	982	339	254	341	1996	652	266	114	338	461	339	427	94	317	515	344	494	73	194	97	168	218
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	201	159	158	264	90	776	260	590	108	469	758	149	111	172	768	363	199	72	411	251	71	225	117	553	369	104	168	117	100	80	112	209
ACO1	26	0	73	0	80	238	0	89	26	179	239	34	1	26	157	0	127	49	77	48	51	24	79	92	98	18	80	62	22	0	5	0
ACO2	286	73	238	562	224	1105	217	473	136	815	647	243	260	227	513	521	261	88	424	382	189	201	164	369	171	110	313	4	70	82	61	143
ACOT1	0	0	0	1	0	2	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
ACOT11	42	6	0	85	32	78	0	8	29	26	31	1	1	30	87	0	48	0	114	0	5	0	19	50	76	0	1	0	18	0	0	66
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	68	55	54	109	61	283	96	122	24	175	115	56	0	65	197	7	90	4	53	80	22	13	6	175	74	22	22	63	33	10	34	98
ACOT2	3	0	0	6	5	21	0	0	10	30	19	0	0	1	17	0	0	0	0	0	0	9	0	11	18	0	3	0	0	0	8	0
ACOT4	0	0	26	0	0	0	0	0	0	14	17	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	19
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	257	182	254	636	130	875	137	311	378	853	774	331	110	39	868	294	124	136	529	476	348	180	219	367	452	128	507	25	29	157	98	191
ACOT8	110	9	44	166	23	270	18	124	75	258	233	72	74	96	258	164	110	84	117	138	114	116	54	69	91	0	147	36	9	84	57	80
ACOT9	42	0	22	0	16	196	0	17	30	130	165	67	12	7	124	0	47	11	28	27	49	80	21	183	47	0	30	17	0	0	0	47
ACOX1	17	5	58	178	85	383	7	83	15	206	207	63	6	82	321	0	113	39	136	90	77	71	20	93	93	0	22	0	67	0	57	71
ACOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	60	0	14	93	15	206	75	116	36	178	67	0	0	0	97	145	51	40	25	28	4	34	7	64	86	0	16	38	0	0	30	0
ACOXL	21	0	32	18	10	47	0	46	13	107	76	23	0	2	116	102	0	12	9	37	1	23	26	80	9	12	10	0	0	0	0	34
ACP1	630	368	461	728	235	1935	300	594	224	1278	1294	467	145	320	1329	695	533	171	839	847	370	532	449	784	638	178	497	137	201	226	392	466
ACP2	18	92	39	16	17	234	72	151	0	154	315	49	52	49	256	143	39	10	97	131	150	54	0	134	12	49	137	1	49	23	11	19
ACP5	209	104	231	138	91	378	0	134	139	405	469	137	33	86	777	162	267	58	509	355	34	112	26	604	59	0	152	0	33	172	113	77
ACP6	13	0	2	25	19	31	0	16	0	28	32	20	0	2	0	0	43	5	92	13	0	0	0	44	8	0	0	0	14	0	0	9
ACPP	0	0	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ACRBP	12	0	0	0	0	10	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
ACRC	9	0	0	0	0	20	0	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRV1	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ACSBG1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	0	0	1	0	0	0	0	0	0	2	0	1	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF2	0	0	0	0	0	1	0	0	0	31	0	1	0	0	0	0	0	0	50	0	0	0	6	0	0	0	0	0	0	0	0	0
ACSF3	80	0	66	69	29	197	0	148	4	246	186	88	1	77	120	66	62	36	176	136	100	0	21	0	70	0	64	0	0	8	42	32
